pid,A,B,C,D,E,F,G,H,I,ALL,Ap,Bp,Cp,Dp,Ep,Fp,Gp,Hp,Ip,Ae,Be,Ce,De,Ee,Fe,Ge,He,Ie,Aa,Ba,Ca,Da,Ea,Fa,Ga,Ha,Ia
104466,0,1,0,0,0,0,0,0,0,1,0.989666137,0.696261682,0.626760563,0.694509346,1,0.597757192,1,0.880546075,0.693712829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104519,0,0,10,0,0,0,0,1,0,11,0.998380612,0.953271028,0.6597777,0.928805901,0.95342772,0.800257763,0.95215311,0.88513807,0.911083423,6,1,9,2,0,4,0,3,1,0,0,6,1,0,3,0,1,0
104557,0,0,0,0,0,1,0,0,0,1,0.989666137,0.696261682,0.626760563,0.694509346,1,0.597757192,1,0.880546075,0.693712829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104568,0,0,1,1,0,1,0,0,0,3,1,0.797507788,0.626851347,0.781931464,0.931693989,0.823663254,0.968102073,0.864163823,0.930264993,1,2,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0
104619,1,0,3,1,0,1,0,1,0,7,0.992973725,0.884012016,0.700335928,0.875462665,0.985362998,0.864081311,0.976076555,0.876600265,0.909749494,3,1,3,2,0,2,0,2,0,0,1,2,2,0,1,0,0,0
104664,0,0,1,0,0,0,0,0,0,1,0.994833068,0.680841121,0.695422535,1,1,0.771331058,1,0.795221843,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
104727,0,0,2,0,0,0,0,1,0,3,0.997133497,0.794392523,0.600394304,0.856218548,0.959016393,0.840955631,0.968102073,0.612942853,0.891324183,2,2,1,0,0,1,0,3,0,0,1,1,0,0,0,0,1,0
104795,0,0,0,1,0,0,0,0,0,1,0.991400491,0.686915888,0.547389432,0.685478073,0.87704918,0.83003413,1,0.50906333,0.88317757,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
104816,0,0,4,1,0,0,0,2,0,7,0.999034749,0.82329773,0.6809201,0.851428571,0.970725995,0.907362262,0.94531784,0.76611201,0.927723715,1,4,2,3,0,3,0,4,0,0,1,1,1,0,0,0,1,0
104956,0,0,1,0,0,0,0,0,0,1,1,1,0.521126761,1,1,0.846416382,0.880382775,1,0.88317757,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
106079,0,0,2,0,0,1,0,1,0,4,0.993780713,0.806074766,0.67304344,0.77978972,0.948770492,0.86774744,0.976076555,0.898122867,0.914053885,2,2,1,3,0,2,0,2,0,0,1,0,1,0,0,0,0,0
106165,0,0,1,0,0,0,0,0,0,1,1,0.76635514,0.626760563,0.88317757,1,0.607508532,1,0.880546075,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
106257,0,0,0,0,0,1,0,0,0,1,1,0.684579439,0.34824103,0.873831776,1,0.812286689,1,0.812286689,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
106262,0,0,2,0,0,1,0,3,0,6,0.991752406,0.773512832,0.711638731,0.79377006,0.952185792,0.840859368,1,0.771145158,0.949376947,2,3,2,2,0,3,0,3,0,0,1,2,1,0,1,0,0,0
106397,2,0,1,0,0,1,0,2,0,6,0.991078132,0.840537383,0.71604512,0.889185197,0.965846995,0.792377702,0.913556619,0.745075348,0.903790239,2,2,1,2,1,4,0,4,1,0,0,1,1,0,1,0,2,0
106432,0,0,5,0,0,0,0,0,0,5,1,0.829439252,0.493646338,0.928037383,1,0.784982935,0.976076555,0.901023891,0.953271028,1,2,3,0,0,3,0,2,0,0,0,2,0,0,1,0,0,0
106504,0,0,1,0,0,0,0,0,0,1,1,0.696261682,0.345342775,0.88317757,1,0.812286689,1,0.812286689,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
106608,0,0,0,1,0,1,0,0,0,2,0.991554054,0.695024739,0.727746479,0.788089881,0.980532787,0.739761092,0.916267943,1,0.941588785,0,2,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0
106663,0,0,1,0,0,0,0,0,0,1,1,0.684579439,0.34824103,0.873831776,1,0.812286689,1,0.812286689,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
106693,0,0,1,0,0,0,0,0,0,1,1,0.684579439,0.34824103,0.873831776,1,0.812286689,1,0.812286689,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
106707,0,0,1,0,0,0,0,0,0,1,1,0.684579439,0.34824103,0.873831776,1,0.812286689,1,0.812286689,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
106711,1,0,1,0,0,0,0,0,0,2,0.998498498,0.742990654,0.672671387,0.88317757,1,0.906143345,1,0.812286689,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
106712,0,0,1,0,0,0,0,0,0,1,1,0.696261682,0.345342775,0.88317757,1,0.812286689,1,0.812286689,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
106750,0,0,0,1,0,1,0,0,0,2,0.983853339,0.731308411,0.625847679,0.784504339,1,0.798878596,1,0.700550729,0.639908916,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
106820,0,0,3,0,0,0,0,1,0,4,0.996160934,0.685514019,0.520474915,0.781696621,0.969262295,0.863651877,0.958133971,0.613013044,0.925817757,1,4,1,1,0,3,0,4,0,0,1,1,0,0,0,0,0,0
106822,0,0,2,1,0,0,0,0,0,3,1,0.719626168,0.615114258,0.758566978,0.959016393,0.886234357,1,0.636053366,0.92211838,0,2,1,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0
106832,0,0,1,0,0,0,0,0,0,1,1,0.684579439,0.34824103,0.873831776,1,0.812286689,1,0.812286689,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
106845,0,0,1,0,0,0,0,0,0,1,1,0.696261682,0.345342775,0.88317757,1,0.812286689,1,0.812286689,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
106882,0,0,1,1,0,0,0,0,0,2,1,0.783878505,0.674120515,0.855140187,1,0.906143345,1,0.846416382,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
107007,0,0,2,0,0,0,0,0,0,2,1,0.731308411,0.591549296,0.696261682,0.93852459,0.726962457,1,0.701240323,0.789719626,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100116,0,0,0,0,0,0,4,0,2,6,0.99028574,0.944963655,0.881199698,0.926791277,0.914275956,0.925625711,0.837468818,0.903037198,0.780161151,1,0,1,2,1,0,2,1,2,0,0,0,0,0,0,1,0,1
100169,0,0,5,0,0,0,0,0,0,5,0.998123123,0.976518692,0.873239437,0.939252336,1,0.846416382,0.844497608,0.928062192,0.884249338,3,0,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0
100307,0,0,4,1,0,0,0,0,0,5,1,0.91588785,0.974647887,0.892523364,0.979508197,0.969283276,0.942583732,0.849829352,0.976635514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100356,2,0,0,0,0,0,0,1,0,3,0.999344172,0.92211838,0.833333333,0.881808742,1,0.948805461,1,0.841555487,0.862951811,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
100382,0,0,0,0,1,0,16,0,0,17,0.992264229,0.962891699,0.917049877,0.932233828,0.951542912,0.921903232,0.91835069,0.943619086,0.919788449,7,1,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0
100412,0,0,0,0,0,0,1,0,0,1,1,1,1,0.929906542,1,1,1,0.846416382,0.874476987,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100438,1,0,0,0,0,0,0,0,0,1,1,1,0.873239437,1,1,1,0.880382775,1,0.88317757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100441,0,1,1,0,0,0,0,1,0,3,1,0.96105919,0.957746479,0.88317757,0.931693989,0.948805461,0.944178628,0.92036405,0.96105919,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100624,0,0,0,1,0,0,0,0,0,1,1,1,0.873239437,0.789719626,1,0.846416382,0.880382775,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100900,0,1,11,3,0,0,0,3,0,18,0.993849966,0.90398337,0.834122327,0.83793205,0.948893092,0.894178505,0.961456672,0.88755569,0.873313017,7,3,4,7,1,1,0,4,0,0,2,2,6,1,1,0,2,0
100924,0,0,9,0,0,0,0,0,0,9,0.997790098,0.92211838,0.887454356,0.926369418,0.979508197,0.86632537,0.976076555,0.866818354,0.913211417,5,1,2,1,0,2,0,2,0,0,0,0,0,0,1,0,0,0
100951,3,0,1,1,0,0,0,0,0,5,0.996396396,0.938317757,0.846478873,0.828816199,0.952254098,0.955631399,1,0.888298391,0.928555834,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100966,0,0,0,0,0,0,0,2,0,2,0.989364364,1,0.947867762,0.956775701,0.948770492,0.918088737,0.943630383,0.823766677,0.821279139,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100990,9,0,0,0,0,0,0,0,0,9,0.99386555,0.963655244,0.968248489,0.914330218,0.924863388,0.889051411,0.980329612,0.896549109,0.984942887,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0
101045,0,0,1,1,0,0,0,0,0,2,0.984073359,0.941588785,0.858674776,0.837415404,0.897540984,1,0.95215311,0.962457338,0.795319608,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
101075,5,0,0,1,0,0,0,1,0,7,0.994582398,0.924637612,0.973120776,0.850175234,0.977166276,1,0.888243336,0.826422319,0.946474087,3,0,0,1,0,1,2,2,1,0,0,0,1,0,0,2,1,0
101156,1,0,0,0,0,0,0,0,0,1,1,0.813084112,0.908450704,0.813084112,0.897540984,1,0.90430622,1,0.790794979,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101242,0,0,0,0,0,0,6,0,0,6,0.995904996,0.901285047,0.876891558,0.909153381,1,0.922070535,0.887001595,0.891191289,0.922507788,2,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0
101288,21,0,0,0,0,0,0,1,0,22,0.994525986,0.893443784,0.885967612,0.891214754,0.957246647,0.888541229,0.927957808,0.88483178,0.873287178,10,6,4,7,1,4,0,6,3,0,1,0,1,0,1,0,1,0
101291,0,0,2,2,0,0,0,1,0,5,1,0.939252336,0.764788732,0.831655883,0.979508197,0.907849829,0.95215311,0.890784983,0.928166426,2,1,3,2,0,0,0,1,0,0,1,2,2,0,0,0,1,0
101301,4,0,0,0,0,0,1,0,0,5,0.98973064,0.953271028,0.959330986,0.901869159,0.926229508,0.847976597,0.920972887,0.877474403,0.892476929,3,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
101340,1,0,0,0,0,0,0,0,0,1,1,1,1,0.929906542,1,1,1,0.948805461,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
103039,4,0,1,0,0,0,0,0,0,5,0.995745746,1,0.921400626,0.907943925,0.979508197,0.94334471,0.958313397,0.830530562,0.928511656,5,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
103129,1,0,0,0,0,0,0,1,0,2,1,1,0.921361502,0.88317757,0.948770492,0.940273038,0.95215311,0.923208191,0.832635983,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
103209,1,0,0,0,0,0,0,0,0,1,1,1,0.873239437,1,1,0.846416382,0.880382775,1,0.76635514,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
103225,0,0,0,0,0,0,1,0,0,1,1,1,0.873239437,1,1,0.846416382,0.832535885,1,0.88317757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103235,0,0,0,0,1,0,0,0,0,1,1,1,0.873239437,1,1,0.778156997,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103240,2,0,0,1,0,1,0,0,0,4,1,0.894859813,0.936619718,0.848130841,0.932669789,0.863481229,1,0.957337884,1,3,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
103396,0,2,0,1,0,0,0,0,10,13,0.99846142,0.899162684,0.891376365,0.887899282,0.975882724,0.899415857,0.924549135,0.861958519,0.855948832,7,5,1,5,0,1,0,5,0,0,1,0,1,0,0,0,0,0
103427,1,0,0,0,0,0,0,0,0,1,0.981826654,1,0.873239437,1,1,0.846416382,0.813397129,1,0.969626168,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103449,0,0,1,1,0,0,0,0,0,2,1,1,1,0.811085834,0.959016393,1,1,0.846416382,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104043,0,0,0,0,0,0,0,0,1,1,1,1,0.908450704,1,1,0.880546075,0.90430622,1,0.790794979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104115,0,0,3,0,0,0,0,0,0,3,1,1,0.751173709,0.96105919,0.965846995,0.817974972,1,0.960182025,0.96105919,1,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0
104120,25,0,2,0,0,0,0,2,0,29,0.994952653,0.927570093,0.887819108,0.876968525,0.950484031,0.87901192,0.939256448,0.874236001,0.927159826,7,8,5,10,2,6,3,5,4,0,1,1,3,0,0,0,2,0
104313,3,0,2,0,0,0,0,0,0,5,1,0.976635514,0.824430534,0.91588785,0.959016393,0.877133106,0.937799043,0.914675768,0.892953506,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104475,0,0,27,0,0,0,0,10,0,37,0.993510385,0.915719458,0.871965784,0.869132728,0.959207158,0.900320892,0.945691956,0.866726138,0.907087804,16,6,5,10,1,5,3,10,4,0,1,1,3,0,1,0,2,0
104521,0,0,0,1,0,0,0,0,2,3,1,1,0.873239437,0.929906542,0.959016393,0.897610922,0.960127592,0.865377323,0.92211838,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104582,2,0,1,1,0,0,0,1,0,5,0.995945946,0.936573209,0.935211268,0.814305572,0.990163934,0.959044369,1,0.917724687,0.951530912,2,2,1,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0
104595,0,0,0,14,0,0,0,0,10,24,0.997193257,0.91848854,0.885738668,0.859729987,0.952185792,0.898819681,0.937061404,0.869925083,0.901540307,8,7,2,8,0,4,2,7,1,0,1,0,3,0,0,0,0,0
104624,1,0,12,0,0,0,0,0,0,13,0.995674256,0.958159597,0.83799377,0.933023622,0.976355612,0.847091475,0.948380567,0.908862469,0.866803254,6,1,4,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0
104683,0,0,5,0,0,0,0,0,0,5,1,1,0.86056338,0.962616822,1,0.945392491,0.933014354,0.945392491,0.844484417,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
104832,0,0,0,0,0,0,0,1,0,1,1,1,0.908450704,1,1,0.880546075,0.90430622,0.782095038,0.790794979,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104855,0,0,16,0,0,0,0,2,0,18,0.995055998,0.963136033,0.86029485,0.903102285,0.95548725,0.870117558,0.935300372,0.943103635,0.911014003,8,2,7,6,0,5,1,2,0,0,0,0,1,0,0,0,0,0
104880,6,0,2,0,0,0,0,2,0,10,0.998855105,0.945706776,0.871150514,0.864439252,0.975409836,0.907849829,0.961722488,0.864618885,0.937958003,3,0,1,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0
106052,0,4,0,1,2,0,0,0,1,8,0.997561233,0.901343458,0.844848455,0.89401146,0.951331967,0.976535836,0.979066986,0.906569966,0.985397196,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
106138,0,0,0,0,0,1,0,0,0,1,1,1,0.873239437,1,1,0.846416382,1,1,0.88317757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106159,9,0,0,0,0,0,1,0,0,10,0.996187658,0.93803332,0.858133803,0.822874481,0.981557377,0.88668942,0.917942584,0.912083012,0.838623809,5,1,1,4,1,0,1,2,0,0,0,0,2,0,0,0,0,0
106167,0,0,0,1,0,0,0,0,0,1,1,1,0.873239437,0.76635514,1,0.846416382,0.880382775,1,0.88317757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106186,3,0,0,0,0,0,0,1,0,4,0.995034808,0.953271028,0.911937974,0.920366044,0.928022541,0.894944539,0.976076555,0.859519746,0.853433879,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
106233,0,1,0,0,0,0,0,1,0,2,0.990220484,0.88989486,0.909959759,0.929906542,0.987704918,1,0.885964912,0.923208191,0.864029771,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
106239,0,0,0,8,0,0,0,0,5,13,0.993706642,0.947879224,0.871513474,0.875444757,0.968959162,0.976546775,0.933198381,0.843667254,0.888078842,4,2,2,4,1,1,1,3,3,0,0,0,1,1,0,0,0,0
106294,0,0,2,0,0,0,0,0,0,2,1,1,0.936619718,0.941588785,0.836065574,0.923208191,0.916267943,0.923208191,0.941588785,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106320,0,0,1,0,0,0,0,0,0,1,1,1,0.908450704,0.929906542,0.897540984,0.880546075,0.90430622,1,0.790794979,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106359,0,0,1,2,0,0,0,0,0,3,1,1,0.915492958,0.88317757,0.952185792,0.8407281,0.898724083,0.948805461,0.887250877,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
106370,3,0,0,0,0,0,0,0,0,3,1,1,0.873239437,1,1,0.897610922,0.880382775,1,0.88317757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106470,0,0,0,1,0,0,0,0,1,2,1,0.941588785,0.936619718,0.941588785,0.948770492,0.923208191,1,0.940273038,0.941588785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106479,0,0,3,0,0,0,0,0,0,3,1,1,0.663536776,0.945482866,0.965846995,0.857792947,0.928229665,1,0.852383373,1,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
106496,0,0,0,0,0,0,0,1,0,1,1,1,1,0.76635514,0.897540984,1,1,0.880546075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106497,0,0,1,0,0,0,0,0,0,1,1,1,0.873239437,0.76635514,1,0.846416382,1,1,0.88317757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106500,2,0,1,0,0,0,0,0,0,3,1,1,0.791079812,0.774143302,0.965846995,0.823663254,0.960127592,0.960182025,0.96105919,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106505,1,0,1,0,0,0,0,0,0,2,0.991486486,1,0.841549296,0.821066978,0.948770492,1,1,0.876848692,0.987733645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106616,4,0,0,0,0,0,0,0,0,4,0.986518618,0.815576324,0.881287726,0.919751124,0.987704918,0.901877133,0.843720096,0.950483504,0.865654206,2,2,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
106627,0,0,1,1,0,0,0,2,0,4,0.994868532,0.935455607,0.966800805,0.864126528,0.974385246,0.961604096,0.955592105,0.940273038,0.965342679,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106689,2,0,0,0,0,0,0,0,0,2,0.983845209,0.91588785,0.824823944,0.886682243,1,1,1,0.940273038,0.874299065,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
106721,0,0,0,1,0,0,0,0,0,1,1,0.88317757,1,0.88317757,0.897540984,1,1,0.880546075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106780,3,0,0,0,0,0,0,0,0,3,0.995668746,0.929906542,0.945226917,0.816978193,1,0.833902162,0.937400319,0.960182025,0.96105919,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
106871,0,0,3,0,0,0,0,0,0,3,0.99012474,0.889647735,0.838244854,0.893987539,1,0.948805461,0.944178628,0.971558589,0.907320872,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100033,0,0,1,8,1,0,0,0,3,13,0.992791702,0.837392981,0.895324726,0.805978124,0.903332848,0.903036668,0.927278861,0.882387919,0.868682485,3,6,1,6,1,3,1,2,2,0,2,0,5,1,0,1,0,2
100053,0,0,0,13,0,0,0,0,2,15,0.994381384,0.84348235,0.901448692,0.79020757,0.950819672,0.851178287,0.959250399,0.890607224,0.920564441,4,6,1,10,0,4,1,2,0,0,4,0,5,0,1,0,0,0
100197,0,0,0,32,0,0,0,0,0,32,0.992733493,0.802156993,0.910547486,0.718150143,0.920594262,0.851944681,0.958825508,0.868975745,0.92980308,6,17,1,24,2,7,1,4,1,0,13,0,16,0,0,0,1,0
100216,0,1,1,17,0,0,0,2,2,23,0.994684956,0.826164532,0.950358674,0.751378559,0.931990972,0.896646387,0.975695167,0.820534511,0.926718135,6,11,1,16,0,5,1,6,2,0,9,0,13,0,0,0,2,0
100272,0,0,5,16,0,0,0,7,0,28,0.992712105,0.800267328,0.863831501,0.764369522,0.921108775,0.836365853,0.960213033,0.799091559,0.917902694,9,12,6,17,1,5,1,9,2,0,12,3,15,1,2,1,5,0
100308,1,0,0,0,0,0,0,0,0,1,0.950825826,0.684399712,1,0.677283998,0.718237705,0.641638225,0.687200957,0.660599166,0.696261682,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
100317,0,0,0,11,0,0,0,1,1,13,0.992649033,0.814742526,0.838074601,0.714073873,0.938694345,0.821644226,0.945252116,0.842128714,0.862826032,6,6,1,10,1,1,0,4,0,0,5,0,7,1,0,0,0,0
100352,0,0,0,11,0,0,0,1,4,16,0.997025936,0.84528361,0.921572681,0.792839987,0.948002049,0.899744027,0.958183812,0.819626101,0.905778291,4,7,2,10,0,3,1,4,4,0,5,0,7,0,0,1,0,1
100422,0,0,0,26,0,0,0,0,0,26,0.99340163,0.862088157,0.915577546,0.750814301,0.895116929,0.881578717,0.963079683,0.862501607,0.937082956,7,11,3,19,1,3,2,2,2,0,8,0,13,1,0,0,1,0
100535,0,0,0,1,0,0,0,0,1,2,0.990904366,0.824766355,0.825176056,0.841640706,1,0.788395904,1,0.923777019,0.845844104,0,2,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1
100563,0,1,0,10,0,0,0,0,2,13,0.982644148,0.776601578,0.886475262,0.732680185,0.93535051,0.882843266,0.93729297,0.897220091,0.907201054,2,7,0,10,2,3,1,1,2,0,5,0,8,1,1,0,1,0
100590,0,0,0,17,0,0,0,0,5,22,0.993091925,0.757135464,0.879546852,0.727541059,0.920581561,0.864877443,0.940716978,0.816744751,0.903883253,2,14,2,17,2,6,2,3,5,0,11,0,13,1,0,2,0,3
100670,0,0,0,3,0,0,0,0,0,3,0.994646599,0.853783539,0.916862285,0.75145055,0.865489702,0.955252181,1,0.84726191,0.886907633,1,2,0,3,1,0,0,2,0,0,1,0,2,1,0,0,0,0
100696,0,0,5,9,0,0,0,7,0,21,0.990562022,0.788297373,0.847240387,0.791191552,0.923058158,0.808869077,0.956463128,0.780640901,0.93171485,6,9,3,8,0,8,0,8,1,0,7,3,7,0,2,0,3,0
100836,0,0,4,39,0,0,0,0,0,43,0.994087734,0.807484356,0.910564903,0.727038971,0.923263719,0.857432941,0.974059753,0.903800194,0.937342619,13,25,3,37,1,10,1,2,2,0,23,0,30,0,2,0,0,0
100905,0,1,1,1,0,0,0,0,0,3,0.991181456,0.856351679,0.826276176,0.812441291,0.923497268,0.813686882,0.950425306,0.914448237,0.957359813,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
101454,1,13,0,0,3,0,2,0,0,19,0.996702668,0.771849727,0.899156502,0.793005411,0.934210526,0.904586552,0.942902711,0.844906985,0.893150802,4,14,0,11,1,3,1,5,3,0,11,0,10,0,0,1,0,2
101494,0,0,3,14,0,20,0,4,0,41,0.993251528,0.82833703,0.850494755,0.807771202,0.949182232,0.798683455,0.96504843,0.808058143,0.9197031,14,20,5,21,0,15,3,14,1,0,11,2,14,0,9,0,8,0
101507,0,0,2,4,0,0,0,0,0,6,0.975531874,0.818895279,0.734949895,0.748459034,0.857411202,0.87258248,0.91995614,0.784518105,0.83174974,0,3,0,5,2,1,2,1,2,0,1,0,3,0,0,0,1,0
103089,0,0,0,35,0,0,0,0,1,36,0.993163985,0.832219454,0.893265094,0.754512118,0.933981924,0.866663958,0.965643275,0.832463423,0.926876183,9,15,4,24,1,2,2,7,2,0,9,0,14,0,0,0,1,0
103211,0,0,1,14,0,0,0,0,0,15,0.989130619,0.77845339,0.86389964,0.702157987,0.949180328,0.880676093,0.918553961,0.888170721,0.92121655,3,7,1,11,0,2,1,4,0,0,6,0,11,0,0,1,0,0
104260,0,0,1,14,0,0,0,0,0,15,0.994225276,0.828542906,0.937871674,0.776479359,0.900897736,0.807911014,0.977671451,0.813794145,0.971792693,4,8,0,9,0,5,1,4,0,0,5,0,6,0,3,0,1,0
104322,0,0,3,1,0,0,0,4,0,8,0.993494081,0.81611825,0.901848592,0.827601714,0.905542545,0.835750853,1,0.817898525,0.932231382,5,4,0,5,0,2,0,3,0,0,1,0,2,0,1,0,2,0
104389,0,0,1,0,0,0,0,0,0,1,1,0.696261682,0.873239437,0.695662593,1,0.846416382,1,1,0.88317757,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
104570,0,10,8,1,1,7,0,0,0,27,0.991215778,0.829099363,0.839474779,0.810181353,0.917974406,0.790183622,0.964823675,0.816916563,0.916313767,11,11,6,14,4,10,2,9,2,0,9,3,13,3,6,0,2,0
104660,0,1,0,5,0,0,1,4,1,12,0.993458948,0.858327429,0.925011178,0.731341415,0.917008197,0.907565415,0.968102073,0.791669098,0.93227735,4,5,1,8,0,2,1,4,1,0,4,0,6,0,0,1,3,0
104681,0,0,0,19,0,0,0,0,1,20,0.989163838,0.806717075,0.916220276,0.713211707,0.920338115,0.894368601,0.940041866,0.852886468,0.916152615,4,10,2,14,0,2,3,2,2,0,11,0,12,0,0,2,2,0
104777,0,3,1,1,2,0,0,0,0,7,0.997636373,0.805859158,0.910814889,0.792787269,0.947306792,0.880546075,0.98632946,0.820023165,0.951531843,3,4,0,4,0,1,0,2,0,0,1,0,1,0,0,0,0,0
104811,0,0,0,2,0,0,0,0,1,3,0.985972815,0.718295309,0.831991952,0.766989731,0.917349727,0.874857793,0.868155237,0.937428896,0.889667705,0,3,0,2,0,1,1,0,0,0,2,0,2,0,0,0,0,0
104955,0,0,0,3,0,0,0,0,0,3,0.989663771,0.688139742,1,0.689566967,0.890710383,0.857110353,0.909090909,0.8629124,1,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
104987,0,24,0,0,1,0,1,0,0,26,0.990831974,0.738646785,0.922900183,0.756984558,0.917329085,0.806955331,0.925119617,0.854012617,0.936027055,11,14,3,14,0,6,2,4,1,0,12,0,12,0,2,0,1,0
106011,0,0,0,1,0,0,0,0,0,1,1,0.696261682,0.838028169,0.696261682,1,0.812286689,1,1,0.88317757,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
106030,1,1,5,10,0,0,0,4,0,21,0.99058647,0.784575031,0.813814688,0.766014051,0.929254489,0.839731296,0.963716108,0.831913119,0.906790179,3,13,4,13,0,7,1,6,1,0,9,3,9,0,1,1,3,0
