pid,A,B,C,D,E,F,G,H,I,ALL,Ap,Bp,Cp,Dp,Ep,Fp,Gp,Hp,Ip,Ae,Be,Ce,De,Ee,Fe,Ge,He,Ie,Aa,Ba,Ca,Da,Ea,Fa,Ga,Ha,Ia
106104,3,6,0,3,1,0,1,1,0,15,0.993527856,0.836741889,0.904492697,0.803157223,0.924146175,0.869890027,0.96969697,0.913253697,0.926369717,3,6,0,9,1,3,0,1,0,0,5,0,6,0,0,0,1,0
106141,0,0,0,0,1,1,1,0,0,3,0.997965708,0.898753894,0.783450704,0.793671828,0.865489702,0.784603716,0.968102073,0.895173086,0.75486733,2,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
106148,1,0,0,0,0,0,0,0,0,1,1,0.76635514,0.873239437,0.76635514,1,0.846416382,1,1,0.88317757,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106172,0,0,2,13,0,0,0,0,0,15,0.991776586,0.822975112,0.888564585,0.729628406,0.904704994,0.839644618,0.966188198,0.845183649,0.92784458,4,5,2,10,2,1,0,2,1,0,5,1,8,2,0,0,0,0
106302,0,0,0,1,0,0,0,0,0,1,0.963320463,0.672396529,0.836519115,0.667822722,1,0.948805461,0.812200957,0.948805461,0.838785047,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
106319,0,9,0,0,0,0,2,0,0,11,0.990320353,0.775839319,0.89014367,0.791804916,0.912444113,0.830902886,0.969551979,0.877502475,0.935046729,4,9,1,8,0,5,0,1,0,0,4,0,4,0,0,0,1,0
106375,0,0,2,8,0,1,0,5,0,16,0.992349426,0.848833862,0.920136444,0.77365566,0.901329012,0.859687856,0.948714115,0.765744063,0.921098567,3,6,1,9,2,2,0,5,0,0,5,0,7,1,1,0,4,0
106424,1,1,0,2,0,0,0,0,0,4,0.99469112,0.793905763,0.901995305,0.795410975,0.953893443,0.923208191,0.958133971,0.812286689,0.912383178,1,3,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0
106565,1,0,0,0,0,0,0,0,0,1,0.99512012,0.680968564,0.838028169,0.683725254,0.995901639,1,1,0.991808874,0.856697819,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106577,0,0,1,21,0,0,0,0,0,22,0.987255671,0.704436549,0.885021929,0.689734766,0.931176755,0.872205724,0.977163984,0.852996766,0.939585103,3,17,0,20,1,4,0,1,1,0,15,0,18,1,0,0,0,0
106596,0,11,0,0,0,0,4,0,0,15,0.991188376,0.773221349,0.86625802,0.7820685,0.936953552,0.814562002,0.932089314,0.841634258,0.930841121,6,11,0,9,0,6,1,4,1,0,10,0,8,0,0,0,3,0
106604,0,0,0,2,0,0,0,0,2,4,0.987559948,0.783099688,0.860291557,0.816004673,0.953893443,0.88971843,0.947966507,0.887727531,0.900116822,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
106611,0,0,1,4,0,0,0,0,0,5,0.991505792,0.807449148,0.852123079,0.697451493,0.907786885,0.924914676,0.927511962,0.908637438,0.891978193,0,1,1,4,1,1,0,0,0,0,1,1,3,0,0,0,0,0
106652,0,1,0,0,0,0,0,0,0,1,1,0.693787795,0.838028169,0.693002192,0.961065574,0.812286689,0.832535885,1,0.88317757,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
106660,0,3,0,0,0,0,0,0,0,3,0.987773488,0.688306631,0.945506372,0.686782029,0.965846995,0.982935154,0.937400319,0.800910125,0.946261682,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0
106728,0,0,0,1,0,0,0,0,0,1,0.97972973,0.682866044,1,0.679004495,0.950819672,0.948805461,1,0.861660978,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
106748,0,0,0,1,1,0,0,0,0,2,0.996138996,0.789719626,0.936619718,0.788532251,0.892790611,0.923208191,1,0.906143345,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
106818,7,0,0,0,0,0,0,0,0,7,0.991913305,0.779205607,0.882293763,0.785543054,0.922619048,0.801560215,0.970266576,0.83516514,0.901821476,2,5,0,4,0,3,2,0,1,0,1,0,2,0,0,0,0,0
106838,6,1,1,4,0,1,0,8,1,22,0.988351135,0.813339348,0.877522046,0.792088485,0.91648814,0.858806495,0.96476729,0.774775451,0.924842006,4,13,2,12,1,6,0,9,2,0,9,1,9,0,0,0,5,1
106842,0,0,0,1,0,0,0,0,0,1,0.99512012,0.680968564,0.838028169,0.683725254,0.995901639,1,1,0.991808874,0.856697819,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106868,0,1,0,0,0,0,0,0,0,1,1,0.696261682,1,0.693120882,1,0.654721274,1,0.870686386,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
106873,0,1,0,0,0,0,1,0,0,2,0.989864865,0.747975078,0.919014085,0.746044304,0.975409836,0.812286689,0.916267943,0.930830489,0.941588785,1,2,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0
106883,0,0,0,7,0,0,0,0,0,7,0.990709126,0.803142285,0.833813143,0.783627375,0.971701795,0.857177683,0.914559125,0.883355158,0.884290165,1,4,1,6,0,2,1,1,0,0,1,0,1,0,1,0,1,0
100050,0,0,6,2,0,0,0,8,1,17,0.995093662,0.895739417,0.805612317,0.892011534,0.959619094,0.874974905,0.913171967,0.732791128,0.891834832,9,5,5,4,0,3,2,10,1,0,1,4,1,0,1,2,6,1
100235,14,0,7,0,0,0,0,28,0,49,0.992965655,0.897758917,0.8761556,0.874043125,0.944804561,0.872710176,0.951742994,0.725413411,0.921032267,20,11,7,12,0,9,0,29,1,0,2,3,1,0,4,0,15,0
100252,0,2,2,1,0,0,0,24,0,29,0.989776465,0.86186181,0.894838475,0.832849329,0.929491709,0.878590483,0.96236087,0.667463667,0.935681536,8,8,4,8,0,5,2,22,2,0,4,1,4,0,2,0,11,0
100340,4,0,2,2,0,1,0,10,0,19,0.993824895,0.884435973,0.886760304,0.864077216,0.954163072,0.874513074,0.93492823,0.718484576,0.918327152,8,6,3,5,0,4,1,11,1,0,4,2,3,0,1,0,7,0
100396,3,0,2,1,0,0,0,13,0,19,0.989691068,0.910477127,0.852186872,0.85957257,0.92125036,0.907298964,0.946764039,0.707318039,0.912634856,5,5,2,5,1,3,0,13,0,0,1,1,2,0,0,0,9,0
100538,0,0,4,2,0,4,0,11,0,21,0.995545806,0.861488045,0.893947015,0.843544775,0.93593872,0.86666642,0.961266803,0.694912359,0.914681453,8,6,4,5,0,6,1,14,1,0,3,1,2,0,1,0,7,0
100582,0,0,7,0,0,0,0,51,0,58,0.991640506,0.9056171,0.898071138,0.877836679,0.955848408,0.890612085,0.954759941,0.652333982,0.919674286,23,14,6,11,1,11,2,46,2,0,1,4,0,0,5,1,31,0
100585,2,0,0,0,0,0,0,1,0,3,0.997747748,0.895327103,0.849765258,0.796635514,1,0.960182025,0.912280702,0.648975629,0.828455141,2,1,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0
100649,0,0,0,1,0,0,0,2,4,7,0.994572153,0.872363151,0.920187793,0.895957768,0.961943794,0.878038587,0.89747095,0.694110969,0.838243467,3,2,0,0,1,1,1,5,3,0,0,0,0,0,1,1,2,1
100711,0,0,0,0,0,0,0,1,0,1,1,0.76635514,1,0.836448598,1,0.812286689,1,0.640427172,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
100847,0,7,4,0,1,1,0,12,0,25,0.992669991,0.846336449,0.873413816,0.829376691,0.929644809,0.823358362,0.953971292,0.730260405,0.936990341,8,9,4,9,0,8,1,12,1,0,4,3,4,0,3,1,6,0
100866,0,0,0,0,0,0,0,3,0,3,1,0.92211838,0.957746479,0.898753894,0.965846995,0.926052332,1,0.584755404,0.958158996,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0
100877,2,0,7,3,0,0,0,17,0,29,0.989870315,0.861868858,0.87862867,0.844234903,0.920318683,0.852122318,0.963248639,0.719688505,0.922284493,8,9,3,7,0,4,1,15,2,0,5,1,3,0,1,1,10,0
100881,0,0,0,0,0,0,0,1,0,1,1,1,0.908450704,1,1,0.880546075,0.90430622,0.51747854,0.790794979,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
101016,1,0,1,0,0,0,0,5,0,7,0.992440878,0.820037828,0.946766312,0.827467058,0.932962529,0.857874208,0.93848257,0.707860015,0.933564837,2,3,1,2,0,2,1,4,0,0,0,0,0,0,0,0,1,0
101018,0,0,3,0,0,0,0,8,0,11,0.988319693,0.88715459,0.94215749,0.849572663,0.878104819,0.868445548,0.936711614,0.707520429,0.930102061,3,1,1,1,1,1,2,5,1,0,0,0,1,0,0,1,5,0
101181,0,0,7,3,0,1,0,28,0,39,0.989634535,0.867443161,0.895802934,0.832813266,0.892531876,0.877189348,0.969862594,0.708098709,0.93687218,13,12,5,10,3,10,1,25,1,0,6,2,6,0,3,0,14,0
101343,0,0,0,1,0,0,0,11,0,12,0.995608082,0.884508048,0.896411804,0.860927694,0.971994536,0.943259386,0.958732057,0.706758743,0.916456484,6,3,1,4,0,1,0,9,0,0,1,1,1,0,1,0,4,0
103229,1,0,1,0,0,0,0,11,0,13,0.989461813,0.933253954,0.882274538,0.890600288,0.917165826,0.852467839,0.925874126,0.638732843,0.919055304,6,3,0,0,1,4,1,12,1,0,0,0,0,0,2,1,8,0
103256,0,1,6,6,0,1,0,22,1,37,0.990044839,0.85338881,0.875156041,0.850075877,0.955845043,0.855555629,0.940062072,0.698409021,0.914463254,11,12,5,13,1,11,3,24,2,0,6,2,6,0,4,1,18,0
103339,0,0,14,2,0,0,0,54,0,70,0.990291011,0.90154391,0.89389708,0.878816979,0.952015027,0.889993555,0.945790613,0.719681433,0.913738024,21,16,4,16,2,11,3,40,4,0,2,2,1,0,5,1,25,0
103441,0,0,0,0,0,0,0,7,0,7,0.997586873,0.869359146,0.90945674,0.965212876,0.983752927,0.836665041,0.93848257,0.610055124,0.920046813,2,1,0,0,0,3,0,7,0,0,0,0,0,0,1,0,3,0
103464,0,0,1,0,0,0,0,27,0,28,0.988456081,0.874135421,0.900782672,0.880996323,0.93886612,0.869106533,0.934996582,0.619200413,0.918143833,11,8,2,5,0,6,2,24,2,0,1,1,1,0,3,1,15,0
104008,0,0,1,0,0,0,0,4,0,5,0.991486486,0.782943925,0.832999245,0.844335055,0.926639344,0.877474403,0.924880383,0.631852225,0.88364486,1,1,1,2,0,0,0,3,0,0,0,1,0,0,0,0,2,0
104071,0,0,0,0,0,0,0,1,0,1,0.993243243,0.685981308,0.838028169,0.69364486,1,1,0.832535885,0.318415467,0.820093458,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
104122,0,0,1,4,0,0,0,8,2,15,0.986370643,0.834641745,0.891573003,0.773489647,0.92329235,0.943985048,0.948484848,0.692173627,0.87919268,5,7,2,8,1,4,1,9,2,0,3,1,4,0,1,0,3,2
104172,0,0,2,0,0,0,0,9,0,11,0.98595245,0.914868309,0.879108126,0.857503776,0.908283656,0.919950357,0.963897347,0.654986729,0.963266833,3,2,0,1,1,1,0,9,0,0,0,0,0,0,0,0,7,0
104256,0,0,2,0,0,0,0,1,0,3,0.993168168,0.92211838,0.727364185,0.88317757,0.965846995,0.857849829,1,0.702159352,0.846346054,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
104330,4,0,6,1,0,0,0,10,0,21,0.989960729,0.848670449,0.828507129,0.814559968,0.919594067,0.857732938,0.98632946,0.703480836,0.923472037,6,6,4,6,2,6,1,12,1,0,1,4,2,0,2,0,6,0
104360,1,0,0,0,0,0,0,3,0,4,0.997149493,0.790216121,0.927816901,0.776384038,0.979508197,0.900200071,0.958133971,0.602589551,0.925817757,2,2,0,1,0,2,0,3,1,0,0,0,0,0,1,0,2,0
104818,0,0,3,0,0,0,0,10,0,13,0.989726265,0.8605919,0.869465511,0.889396118,0.921500631,0.848149121,0.95270519,0.638903565,0.929996405,1,0,3,1,0,1,1,8,1,0,0,3,0,0,0,1,8,0
104846,0,0,5,1,0,0,0,12,0,18,0.98991028,0.861708831,0.903751784,0.86494821,0.923971615,0.874497535,0.95215311,0.692910253,0.922813594,8,5,2,4,0,4,1,12,1,0,1,1,1,0,1,0,7,0
104940,0,0,0,1,0,0,0,0,0,1,0.983108108,0.856542056,1,0.873312565,0.886270492,1,1,0.564520246,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
105008,0,0,1,1,0,0,0,5,0,7,0.993999356,0.874132176,0.842845749,0.857766496,0.961651054,0.914675768,0.915652768,0.645740317,0.933244326,1,2,0,2,0,1,1,5,1,0,1,0,1,0,0,1,3,0
106077,2,0,3,2,0,0,0,0,0,7,0.998607281,0.849176094,0.854519977,0.785710215,0.967798595,0.911262799,0.93848257,0.707354914,0.897442057,4,3,2,3,0,1,0,5,1,0,2,0,3,0,0,0,0,0
106082,1,0,0,0,0,0,0,1,0,2,0.97972973,0.862461059,1,0.871903278,0.869364754,1,0.974880383,0.715707222,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
106085,0,0,0,0,0,0,0,0,1,1,0.974420849,1,0.838028169,1,1,0.90443686,0.832535885,0.662969283,0.834890966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106216,1,0,0,0,0,0,0,1,0,2,1,1,0.936619718,0.88317757,0.928278689,0.923208191,0.85645933,0.692791891,0.824766355,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0
106217,0,0,0,0,0,0,0,1,0,1,0.982219061,0.747403946,0.975352113,0.752886201,0.882513661,1,1,0.565941328,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
