pro_id,time,status,line_ex,multi_br,br_ex,ave_price_ind,sum_disp,sum_flier,ave_PI,max_price,ave_disc
8544,26,1,1,0,0,1,0,0,0.4112,38,0
8545,18,1,1,0,0,1,0,0,0.14425,38,0
8546,5,1,1,0,0,1,9,0,0.505375,348,0
8549,13,1,1,0,0,1,0,0,0.176,118,0
8550,50,1,1,0,0,1,0,0,0.194225,38,0
8551,19,1,1,0,0,1,0,0,0.184225,118,0
8552,31,1,0,1,0,0.9125,9,0,0.982675,118,0.0875
8553,46,1,1,0,0,1,0,0,0.204925,38,0
8554,26,1,1,0,0,0.827,2,1,1.506775,118,0.173
8555,31,1,0,1,0,1,0,0,0.194975,38,0
8556,25,1,1,0,0,1,0,0,0.2328,38,0
8558,16,1,1,0,0,1,0,0,0.248125,88,0
8559,52,0,1,0,0,0.999,6,0,0.7237,95,0.001
8560,12,1,1,0,0,1,0,0,0.420875,88,0
8561,52,0,1,0,0,0.99875,3,0,0.770775,95,0.00125
8562,11,1,1,0,0,1,0,0,0.4735,88,0
8563,23,1,1,0,0,0.99825,7,0,0.806975,95,0.00175
8564,52,0,1,0,0,1,0,0,0.77245,238,0
8566,52,0,1,0,0,1,0,0,0.586625,131,0
8567,9,1,1,0,0,0.996,18,5,2.2715,118.48,0.004
8568,24,1,0,1,0,0.97875,5,0,3.38805,118,0.02125
8569,29,1,0,1,0,0.97875,5,0,1.8219,118,0.02125
8570,6,1,1,0,0,0.901,18,5,3.06825,131,0.099
8572,16,1,1,0,0,1,0,0,1.439225,131,0
8573,19,1,1,0,0,0.974,2,0,1.61565,118,0.026
8574,18,1,0,1,0,0.98675,15,0,0.56605,118,0.01325
8575,23,1,1,0,0,0.96725,3,0,0.719525,118,0.03275
8577,20,1,0,1,0,0.98825,9,0,0.775775,118,0.01175
8578,23,1,1,0,0,1,0,0,0.28595,118,0
8579,26,1,1,0,0,0.98275,5,0,1.1459,118,0.01725
8580,23,1,1,0,0,0.977,5,0,0.66635,118,0.023
8582,20,1,1,0,0,0.86975,3,0,1.1275,118,0.13025
8583,16,1,1,0,0,0.98175,2,0,0.84615,118,0.01825
8584,30,1,1,0,0,1,0,0,0.330975,118,0
8585,27,1,1,0,0,1,0,0,0.290225,118,0
8586,33,1,1,0,0,0.9715,4,0,0.8717,131,0.0285
8587,52,0,1,0,0,1,6,0,0.972775,131,0
8588,19,1,1,0,0,1,6,0,0.8936,131,0
8589,8,1,1,0,0,0.98125,0,0,0.241425,118,0.01875
8590,37,1,1,0,0,0.97875,0,0,0.14865,118,0.02125
8592,52,0,1,0,0,1,0,0,0.498625,131,0
8593,40,1,1,0,0,1,4,0,0.647675,95,0
8594,52,0,1,0,0,1,0,0,0.692625,131,0
8595,41,1,1,0,0,1,4,0,0.744875,95,0
8596,26,1,1,0,0,0.973,3,0,0.409025,198,0.027
8598,37,1,1,0,0,0.949,10,0,0.911225,198,0.051
8599,26,1,1,0,0,1,0,0,0.17605,131,0
8600,11,1,1,0,0,0.9575,13,0,0.530925,118,0.0425
8601,20,1,1,0,0,0.9575,13,0,0.630825,118,0.0425
8603,19,1,1,0,0,1,0,0,0.326275,131,0
8604,19,1,1,0,0,0.99725,0,0,0.417425,131,0.00275
8605,34,1,1,0,0,1,14,0,0.541575,138,0
8606,13,1,0,1,0,1,0,0,0.067925,168,0
8607,17,1,1,0,0,0.7815,14,0,2.155,138,0.2185
8608,17,1,1,0,0,0.7785,14,0,1.9004,138,0.2215
8609,6,1,0,1,0,0.8985,25,0,0.648025,178,0.1015
8610,9,1,0,1,0,0.8975,25,0,0.529075,178,0.1025
8611,21,1,1,0,0,0.855,8,4,1.266075,138,0.145
8612,25,1,1,0,0,0.855,8,4,1.074625,138,0.145
8614,21,1,0,1,0,0.855,7,0,0.800175,138,0.145
8615,20,1,1,0,0,0.9325,19,0,2.689875,138,0.0675
8616,14,1,1,0,0,0.93275,18,0,1.90015,138,0.06725
8617,28,1,1,0,0,0.948,11,3,0.8369,138,0.052
8618,27,1,1,0,0,0.9485,11,3,0.589225,138,0.0515
8619,23,1,1,0,0,0.9275,8,0,0.7283,138,0.0725
8621,52,0,1,0,0,1,5,0,1.01475,138,0
8622,16,1,1,0,0,0.927,7,0,0.68615,138,0.073
8623,17,1,1,0,0,0.93875,6,0,0.8474,138,0.06125
8624,14,1,1,0,0,0.854,9,0,1.45465,138,0.146
8625,25,1,1,0,0,0.89725,19,0,1.370725,138,0.10275
8626,28,1,1,0,0,0.90375,16,0,1.6757,138,0.09625
8627,14,1,1,0,0,0.8745,7,0,2.9279,138,0.1255
8628,15,1,1,0,0,0.86575,7,0,3.210625,138,0.13425
8629,12,1,1,0,0,0.9115,9,0,2.141025,138,0.0885
8630,17,1,1,0,0,0.91575,13,0,1.94365,138,0.08425
8631,22,1,1,0,0,0.998,0,0,0.540875,138,0.002
8632,23,1,1,0,0,0.883,11,0,1.6163,138,0.117
8633,23,1,1,0,0,0.87975,11,0,1.31685,138,0.12025
8634,39,1,0,1,0,0.91025,5,0,0.8776,138,0.08975
8635,52,0,1,0,0,1,0,0,0.577175,118,0
8636,26,1,1,0,0,0.95,4,0,3.093875,118,0.05
8637,33,1,0,1,0,1,0,0,0.01955,138,0
8638,5,1,0,1,0,1,0,0,0.0714,138,0
8639,5,1,1,0,0,1,0,0,0.054625,95,0
8640,7,1,1,0,0,1,0,0,0.066875,128,0
8641,30,1,1,0,0,0.96975,3,0,0.672925,118,0.03025
8642,5,1,1,0,0,1,0,0,0.090375,168,0
8643,49,1,1,0,0,1,0,0,0.117375,148,0
8644,28,1,1,0,0,1,0,0,1.317775,48,0
8645,30,1,0,1,0,1,0,0,1.19975,48,0
8646,10,1,1,0,0,1,8,2,0.376925,238,0
8647,28,1,1,0,0,1,0,0,1.05445,48,0
8648,30,1,1,0,0,1,0,0,0.54665,48,0
8649,7,1,1,0,0,1,23,0,0.3961,108,0
8650,11,1,1,0,0,1,21,0,0.884725,198,0
8651,5,1,1,0,0,1,0,0,0.077875,48,0
8652,30,1,1,0,0,0.99925,0,0,1.90525,48,0.00075
8653,24,1,1,0,0,0.9985,25,0,5.74595,60,0.0015
8654,7,1,1,0,0,0.99725,0,0,4.902275,60,0.00275
8655,19,1,1,0,0,0.9995,0,0,1.341325,60,0.0005
8656,31,1,1,0,0,0.904,9,0,0.795675,118,0.096
8657,40,1,1,0,0,0.9185,9,0,0.93275,138,0.0815
8658,28,1,1,0,0,1,0,0,0.197975,138,0
8659,52,0,1,0,0,1,0,0,0.204525,138,0
8660,20,1,1,0,0,1,0,0,0.1154,138,0
8661,52,0,1,0,0,0.83725,8,0,3.2794,138,0.16275
8662,28,1,1,0,0,1,0,0,0.43775,138,0
8663,24,1,1,0,0,0.9985,0,0,0.190625,138,0.0015
8664,18,1,1,0,0,0.86475,26,0,3.2104,138,0.13525
8665,52,0,1,0,0,1,0,0,0.341925,138,0
8667,12,1,1,0,0,0.91925,15,0,0.9028,138,0.08075
8668,34,1,1,0,0,1,0,0,0.2026,138,0
8669,13,1,1,0,0,1,0,0,0.081025,138,0
8670,8,1,1,0,0,0.9155,4,4,0.4419,298,0.0845
8671,52,0,1,0,0,1,0,0,0.327575,70,0
8672,16,1,1,0,0,1,0,0,0.2105,70,0
8673,43,1,1,0,0,1,0,0,0.625425,70,0
8674,17,1,1,0,0,1,0,0,0.354225,70,0
8675,49,1,1,0,0,1,0,0,0.102375,70,0
8676,52,0,1,0,0,0.935,3,0,0.2498,338,0.065
8677,52,0,1,0,0,0.935,3,0,0.3368,338,0.065
8679,30,1,1,0,0,1,0,0,0.116025,132,0
8680,50,1,1,0,0,0.99975,0,0,0.601425,58,0.00025
8681,52,0,1,0,0,1,0,0,0.251425,58,0
8682,38,1,1,0,0,0.9145,8,0,0.700025,195,0.0855
8683,25,1,1,0,0,0.93675,17,0,0.356925,195,0.06325
8684,10,1,1,0,0,1,0,0,0.091275,195,0
8685,15,1,1,0,0,0.9975,0,0,0.243625,195,0.0025
8686,29,1,1,0,0,1,0,0,0.304975,138,0
8687,14,1,1,0,0,1,0,0,0.115525,138,0
8688,28,1,1,0,0,1,0,0,0.183625,138,0
8689,31,1,1,0,0,1,0,0,0.081775,138,0
8690,34,1,1,0,0,1,0,0,0.1396,138,0
8691,18,1,1,0,0,0.998,0,0,0.383425,138,0.002
8692,52,0,1,0,0,0.98275,11,0,0.2343,138,0.01725
8693,52,0,1,0,0,1,6,0,0.348625,138,0
8694,6,1,1,0,0,0.85075,14,0,0.867025,138,0.14925
8695,6,1,1,0,0,0.84775,13,0,1.195875,138,0.15225
8696,17,1,1,0,0,0.95175,9,0,0.7792,138,0.04825
8698,21,1,1,0,0,1,0,0,0.115875,138,0
8699,21,1,1,0,0,1,0,0,0.149125,138,0
8700,29,1,1,0,0,0.92525,12,0,0.646425,132,0.07475
8701,37,1,1,0,0,0.9725,2,0,0.6531,132,0.0275
8702,52,0,1,0,0,1,0,0,0.12555,118,0
8703,14,1,1,0,0,0.925,16,0,0.583,98,0.075
8706,51,1,1,0,0,1,0,0,0.4203,118,0
8707,50,1,1,0,0,1,0,0,0.6366,118,0
8708,23,1,1,0,0,1,0,0,0.1902,132,0
8709,35,1,1,0,0,1,0,0,0.208475,132,0
8710,48,1,1,0,0,1,0,0,0.627875,118,0
8711,14,1,1,0,0,1,0,0,0.363525,118,0
8712,6,1,1,0,0,1,0,0,0.3292,58,0
8713,18,1,1,0,0,1,0,0,0.32465,80,0
8714,15,1,1,0,0,1,0,0,0.1819,80,0
8715,18,1,1,0,0,1,0,0,0.169925,188,0
8717,5,1,1,0,0,0.95025,24,0,1.845475,168,0.04975
8718,52,0,0,1,0,1,0,0,0.172125,128,0
8719,14,1,1,0,0,1,16,0,1.0305,128,0
8720,6,1,1,0,0,0.839,8,0,1.0558,188,0.161
8721,16,1,1,0,0,0.913,0,0,0.084825,198,0.087
8722,12,1,1,0,0,1,0,0,0.050825,198,0
8723,16,1,1,0,0,0.92,8,0,0.94185,188,0.08
8724,13,1,1,0,0,1,0,0,0.02765,50,0
8727,52,0,1,0,0,0.99475,0,0,0.209575,188,0.00525
8728,26,1,1,0,0,1,0,0,0.2702,50,0
8731,5,1,1,0,0,0.8735,0,0,0.4761,102,0.1265
8732,24,1,1,0,0,0.99,0,0,0.188725,102,0.01
8733,28,1,1,0,0,0.99,0,0,0.180475,102,0.01
8734,6,1,0,1,0,0.995,0,0,0.048825,102,0.005
8736,52,0,0,1,0,0.909,0,0,0.357175,110,0.091
8737,19,1,0,1,0,0.99125,0,0,0.487375,102,0.00875
8741,52,0,1,0,0,0.926,0,0,1.78985,135,0.074
8742,8,1,1,0,0,1,8,0,0.320225,198,0
8743,5,1,1,0,0,1,8,0,0.764775,198,0
8745,52,0,1,0,0,0.909,0,0,0.37315,110,0.091
8746,28,1,1,0,0,1,0,0,1.037475,115,0
8747,25,1,1,0,0,1,0,0,0.1395,100,0
8748,7,1,0,1,0,1,0,0,0.16915,198,0
8749,11,1,0,0,1,1,0,0,0.058825,110,0
8750,52,0,1,0,0,0.891,0,0,0.100575,110,0.109
8751,6,1,1,0,0,1,0,0,0.040625,110,0
8752,27,1,1,0,0,0.7125,16,3,3.367625,325,0.2875
8754,22,1,1,0,0,0.9965,0,0,0.188225,110,0.0035
8757,22,1,0,1,0,1,0,0,0.098075,145,0
8758,11,1,1,0,0,1,0,0,0.109075,165,0
8759,28,1,1,0,0,1,0,0,0.11485,165,0
8760,16,1,1,0,0,1,0,0,0.191775,168,0
8761,51,1,1,0,0,1,0,0,0.10085,168,0
8762,30,1,1,0,0,1,0,0,0.0833,148,0
8763,25,1,1,0,0,1,0,0,0.080275,168,0
8764,9,1,1,0,0,0.98375,0,0,0.1184,148,0.01625
8765,30,1,0,1,0,1,0,0,0.196725,148,0
8766,29,1,1,0,0,1,0,0,0.160175,168,0
8767,16,1,1,0,0,1,0,0,0.096025,185,0
8768,44,1,0,1,0,0.9985,0,0,0.236125,148,0.0015
8769,25,1,1,0,0,1,0,0,0.07355,148,0
8770,28,1,0,1,0,1,0,0,0.165125,148,0
8771,12,1,0,1,0,0.998,0,0,0.253225,148,0.002
8772,22,1,1,0,0,1,0,0,0.09405,110,0
8773,14,1,1,0,0,1,0,0,0.124425,110,0
8774,11,1,0,1,0,1,0,0,0.1856,185,0
8775,23,1,1,0,0,1,0,0,0.117025,165,0
8776,8,1,1,0,0,1,0,0,0.0592,198,0
8777,52,0,1,0,0,1,0,0,0.1033,185,0
8778,24,1,1,0,0,1,0,0,0.081125,185,0
8779,52,0,0,1,0,1,0,0,0.0512,168,0
8780,24,1,0,1,0,0.92275,0,0,0.146525,165,0.07725
8781,52,0,1,0,0,0.908,0,0,0.098625,185,0.092
8782,25,1,0,1,0,1,0,0,0.1359,148,0
8783,16,1,1,0,0,1,0,0,0.0949,148,0
8784,10,1,0,1,0,1,0,0,0.030025,158,0
8785,22,1,0,1,0,0.9955,0,0,0.14255,148,0.0045
8786,21,1,0,1,0,1,0,0,0.160225,148,0
8789,13,1,1,0,0,1,0,0,0.05295,278,0
8790,8,1,1,0,0,1,0,0,0.0505,258,0
8791,18,1,0,1,0,1,0,0,0.040775,188,0
8792,25,1,1,0,0,0.99425,0,0,0.05135,260,0.00575
8794,24,1,0,1,0,1,0,0,0.25175,165,0
8795,28,1,1,0,0,1,0,0,0.447475,165,0
8796,20,1,0,1,0,1,0,0,0.11785,165,0
8797,29,1,0,1,0,1,0,0,0.21485,185,0
8798,27,1,1,0,0,0.99575,0,0,0.260825,168,0.00425
8799,31,1,0,1,0,1,0,0,0.340925,165,0
8800,12,1,1,0,0,1,0,0,0.137425,165,0
8801,7,1,0,1,0,1,0,0,0.078025,168,0
8802,21,1,0,1,0,1,0,0,0.13075,188,0
8803,26,1,1,0,0,0.942,0,0,0.20675,168,0.058
8804,42,1,1,0,0,1,0,0,0.1465,58,0
8805,15,1,0,1,0,0.99325,0,0,0.21745,98,0.00675
8806,28,1,1,0,0,1,0,0,0.0607,118,0
8807,28,1,0,1,0,1,0,0,0.054325,118,0
8810,30,1,1,0,0,1,0,0,0.163725,198,0
8811,23,1,1,0,0,0.99675,0,0,0.08265,298,0.00325
8812,36,1,0,1,0,1,0,0,0.23265,50,0
8813,16,1,0,1,0,1,0,0,0.267575,50,0
8814,52,0,0,1,0,0.941,0,0,0.143025,338,0.059
8817,52,0,1,0,0,1,0,0,0.2146,278,0
8818,33,1,0,1,0,1,0,0,0.030775,98,0
8821,32,1,1,0,0,1,0,0,0.1572,198,0
8823,22,1,1,0,0,1,0,0,0.04895,298,0
8824,30,1,0,1,0,1,0,0,0.126975,198,0
8825,10,1,0,1,0,0.99825,0,0,0.188,118,0.00175
8826,8,1,1,0,0,0.9155,0,0,0.129575,118,0.0845
8827,52,0,0,1,0,0.97475,0,0,0.1195,198,0.02525
8828,52,0,1,0,0,1,0,0,0.155175,90,0
8834,52,0,0,0,1,1,0,0,0.918175,78,0
8835,8,1,0,1,0,0.988,0,0,0.061175,248,0.012
8836,14,1,0,1,0,0.988,0,0,0.229625,248,0.012
8837,7,1,0,1,0,0.8905,13,0,1.409,128,0.1095
8838,19,1,0,1,0,1,0,0,0.119975,145,0
8839,52,0,1,0,0,0.881,6,4,2.058175,138,0.119
8840,37,1,0,1,0,1,0,0,0.1531,90,0
8841,52,0,0,1,0,1,0,0,0.1909,90,0
8842,24,1,1,0,0,1,0,0,0.158375,90,0
8843,43,1,0,1,0,1,0,0,0.187925,115,0
8845,52,0,1,0,0,1,0,0,0.15895,260,0
8846,5,1,1,0,0,1,22,0,0.5825,238,0
8847,28,1,1,0,0,0.883,3,3,0.316825,145,0.117
8848,12,1,0,1,0,0.883,17,7,1.311975,145,0.117
8849,52,0,0,1,0,0.87275,3,6,0.849375,190,0.12725
8850,24,1,1,0,0,1,0,0,0.375825,90,0
8851,31,1,1,0,0,1,0,0,0.205325,90,0
8852,25,1,1,0,0,1,0,0,0.2918,90,0
8853,25,1,1,0,0,1,0,0,0.3642,90,0
8854,19,1,0,1,0,0.883,7,7,0.4729,145,0.117
8855,39,1,1,0,0,0.883,0,0,0.060025,145,0.117
8856,52,0,0,1,0,1,0,0,0.84165,78,0
8857,52,0,0,1,0,1,0,0,0.9251,78,0
8858,52,0,1,0,0,1,0,0,0.655075,78,0
8859,28,1,1,0,0,0.9685,0,0,0.059225,145,0.0315
8860,34,1,1,0,0,0.96125,0,0,0.1358,145,0.03875
8865,7,1,1,0,0,0.92425,9,0,0.124725,427.5,0.07575
8866,5,1,1,0,0,1,25,0,0.02115,290,0
8867,7,1,1,0,0,0.9435,19,6,0.229675,485,0.0565
8871,36,1,1,0,0,0.9675,0,0,0.16845,115,0.0325
8872,45,1,1,0,0,1,0,0,0.156625,185,0
8873,13,1,0,1,0,1,0,0,0.081825,90,0
8874,20,1,0,1,0,1,0,0,0.1082,90,0
8875,41,1,1,0,0,1,0,0,0.1516,190,0
8876,30,1,0,1,0,1,0,0,0.10235,95,0
8877,52,0,0,1,0,1,0,0,0.09025,95,0
8878,48,1,0,1,0,1,0,0,0.230375,95,0
8879,52,0,1,0,0,0.92575,5,4,1.58775,138,0.07425
8880,52,0,1,0,0,0.794,17,0,1.913225,138,0.206
8881,27,1,1,0,0,1,0,0,0.0991,115,0
8882,34,1,1,0,0,1,0,0,0.254025,90,0
8883,29,1,1,0,0,1,0,0,0.205225,90,0
8884,31,1,0,1,0,0.973,0,0,0.242725,190,0.027
8885,22,1,0,1,0,1,0,0,0.330725,90,0
8886,11,1,1,0,0,1,0,0,0.29655,90,0
8887,10,1,0,1,0,1,0,0,0.107675,138,0
8888,34,1,1,0,0,0.924,9,0,0.827325,125,0.076
8889,28,1,0,1,0,0.9815,5,0,0.2747,95,0.0185
8890,30,1,1,0,0,1,3,0,2.431,78,0
8891,8,1,0,1,0,1,0,0,0.068175,190,0
8892,23,1,0,1,0,0.98075,4,0,0.3837,118,0.01925
8897,31,1,1,0,0,1,0,0,0.214475,90,0
8898,8,1,0,1,0,0.93075,0,0,0.10155,95,0.06925
8899,5,1,0,1,0,0.963,0,0,0.128025,95,0.037
8900,9,1,0,1,0,1,0,0,0.039875,90,0
8901,7,1,0,1,0,1,0,0,0.029775,90,0
8902,19,1,1,0,0,1,0,0,0.079925,90,0
8903,36,1,0,1,0,1,0,0,0.13985,90,0
8904,25,1,1,0,0,1,0,0,0.193225,90,0
8908,28,1,1,0,0,0.883,0,0,0.2458,145,0.117
8910,11,1,1,0,0,1,0,0,0.071825,145,0
8911,6,1,1,0,0,0.996,3,0,1.929525,100,0.004
8913,52,0,0,1,0,0.87525,4,0,2.8724,138,0.12475
8914,43,1,1,0,0,1,0,0,0.49615,78,0
8915,5,1,1,0,0,1,0,0,0.039325,90,0
8919,52,0,1,0,0,0.9855,8,0,0.76025,95,0.0145
8920,52,0,1,0,0,1,2,0,0.79615,95,0
8921,31,1,1,0,0,1,2,0,0.341825,95,0
8922,27,1,1,0,0,0.92875,20,0,0.36295,95,0.07125
8923,52,0,1,0,0,1,2,0,0.44365,78,0
8924,52,0,1,0,0,1,10,0,0.451475,95,0
8925,6,1,1,0,0,1,0,0,0.10555,268,0
8926,5,1,1,0,0,1,0,0,0.0409,268,0
8927,5,1,1,0,0,1,0,0,0.082125,268,0
8928,29,1,0,1,0,1,0,0,0.224125,95,0
8930,9,1,0,1,0,0.9965,0,0,0.157025,98,0.0035
8931,24,1,0,1,0,0.99225,0,0,0.096325,128,0.00775
8933,7,1,1,0,0,0.99575,27,0,0.735725,238,0.00425
8934,6,1,1,0,0,0.86575,0,0,0.206875,95,0.13425
8936,11,1,1,0,0,0.91175,20,0,0.41185,195,0.08825
8937,19,1,1,0,0,0.694,22,2,1.630625,285,0.306
8938,15,1,1,0,0,0.9325,18,0,0.539175,130,0.0675
8939,21,1,0,1,0,0.93025,18,0,0.84745,130,0.06975
8945,52,0,1,0,0,0.8615,4,0,1.69435,195,0.1385
8946,9,1,1,0,0,1,0,0,0.032175,130,0
8947,28,1,1,0,0,1,0,0,0.12245,98,0
8948,24,1,0,1,0,1,0,0,0.19945,98,0
8949,13,1,1,0,0,1,0,0,0.07915,78,0
8950,10,1,1,0,0,0.99775,0,0,0.162575,78,0.00225
8952,11,1,0,1,0,0.99875,0,0,0.8845,78,0.00125
8953,52,0,0,1,0,0.85975,17,0,1.8688,195,0.14025
8954,19,1,1,0,0,0.9935,0,0,0.081725,78,0.0065
8955,25,1,0,1,0,0.85075,23,5,2.2202,190,0.14925
8956,27,1,0,1,0,0.8515,25,5,1.79605,190,0.1485
8957,29,1,1,0,0,0.8515,23,5,2.2469,190,0.1485
8958,27,1,1,0,0,0.99875,0,0,0.471275,78,0.00125
8959,28,1,1,0,0,1,0,0,0.320475,78,0
8962,24,1,1,0,0,0.7915,26,0,1.259875,198,0.2085
8963,20,1,1,0,0,0.79725,23,0,1.43545,198,0.20275
8964,25,1,1,0,0,0.844,16,0,1.5701,118,0.156
8965,25,1,1,0,0,0.8435,16,0,1.862,118,0.1565
8966,16,1,1,0,0,0.9975,0,0,0.18985,138,0.0025
8967,30,1,0,1,0,0.97275,0,0,0.2154,138,0.02725
8969,16,1,0,1,0,0.90325,11,0,0.8557,175,0.09675
8970,9,1,0,1,0,0.90925,11,0,0.478375,175,0.09075
8972,9,1,0,1,0,1,0,0,0.115325,118,0
8973,24,1,0,1,0,1,0,0,0.177,118,0
8974,14,1,0,1,0,1,0,0,0.175175,118,0
8975,32,1,0,1,0,0.905,7,0,0.251275,195,0.095
8976,12,1,0,1,0,0.6965,24,0,1.417025,285,0.3035
8977,18,1,1,0,0,0.9935,0,0,0.10005,78,0.0065
8979,12,1,1,0,0,0.8935,25,2,1.937725,296.71,0.1065
8983,20,1,0,1,0,0.81625,0,0,0.124375,195,0.18375
8984,20,1,0,1,0,0.74575,7,0,1.731425,285,0.25425
8987,51,1,0,1,0,0.999,0,0,0.249975,95,0.001
8989,6,1,1,0,0,1,0,0,0.059075,95,0
8991,18,1,1,0,0,1,0,0,0.10925,95,0
8992,30,1,1,0,0,1,0,0,0.166025,95,0
8994,22,1,1,0,0,1,0,0,0.10615,145,0
8996,7,1,1,0,0,1,0,0,0.050625,115,0
8997,52,0,1,0,0,1,0,0,0.0893,95,0
8998,43,1,1,0,0,1,0,0,0.4733,48,0
8999,10,1,1,0,0,0.99275,0,0,0.2601,48,0.00725
9000,52,0,0,1,0,1,0,0,0.14285,95,0
9002,9,1,0,1,0,1,0,0,0.05925,115,0
9003,11,1,1,0,0,1,0,0,0.04895,148,0
9004,10,1,0,1,0,0.88075,5,0,1.3156,298,0.11925
9005,30,1,1,0,0,1,0,0,0.051625,128,0
9006,18,1,1,0,0,1,0,0,0.04045,138,0
9007,42,1,1,0,0,1,0,0,0.0401,138,0
9008,18,1,1,0,0,1,0,0,0.03935,138,0
9009,12,1,1,0,0,1,0,0,0.12135,138,0
9010,39,1,0,1,0,0.93275,0,0,0.15585,298,0.06725
9011,12,1,1,0,0,1,0,0,0.04585,198,0
9013,28,1,1,0,0,1,0,0,0.0408,598,0
9014,8,1,1,0,0,1,0,0,0.067275,1380,0
9018,6,1,1,0,0,1,0,0,0.031725,498,0
9021,10,1,1,0,0,1,0,0,0.029375,1388,0
9024,5,1,1,0,0,1,24,0,0.024325,998,0
9025,14,1,1,0,0,1,0,0,0.026875,998,0
9027,10,1,0,1,0,0.91775,0,0,0.085325,658,0.08225
9030,29,1,1,0,0,0.99375,0,0,0.0817,298,0.00625
9032,52,0,1,0,0,1,0,0,0.1016,298,0
9035,32,1,0,1,0,1,0,0,0.018525,348,0
9038,52,0,0,1,0,0.9215,4,3,3.588475,148,0.0785
9039,52,0,0,1,0,0.87875,5,3,3.465925,148,0.12125
9040,52,0,0,1,0,0.78675,6,3,3.40365,147.56,0.21325
9041,14,1,1,0,0,1,0,0,0.2109,128,0
9042,14,1,0,1,0,1,0,0,0.2309,128,0
9046,5,1,1,0,0,1,0,0,0.09955,398,0
9047,7,1,0,0,0,1,0,0,0.029675,298,0
9048,52,0,1,0,0,0.89675,0,0,0.946275,198,0.10325
9049,5,1,1,0,0,1,24,2,0.62625,298,0
9052,9,1,1,0,0,0.981,3,5,0.36605,268,0.019
9053,14,1,1,0,0,0.994,22,0,0.41095,268,0.006
9055,52,0,1,0,0,1,0,0,0.177925,98,0
9056,16,1,1,0,0,1,0,0,0.028725,98,0
9057,6,1,1,0,0,1,9,0,0.384325,250,0
9060,5,1,1,0,0,0.95225,5,0,1.46555,298,0.04775
9061,19,1,1,0,0,1,0,0,0.053775,158,0
9062,23,1,1,0,0,1,0,0,0.1445,148,0
9063,21,1,0,0,0,1,0,0,0.07225,298,0
9064,7,1,1,0,0,1,14,2,0.3823,100,0
9065,7,1,0,1,0,1,13,2,0.287075,100,0
9067,29,1,0,0,0,1,0,0,0.031375,198,0
9068,52,0,1,0,0,1,0,0,0.079825,198,0
9069,29,1,0,1,0,0.953,7,1,0.198075,388,0.047
9070,8,1,1,0,0,1,0,0,0.0499,488,0
9071,11,1,1,0,0,1,0,0,0.0843,153,0
9073,23,1,1,0,0,0.94975,0,0,0.123,498,0.05025
9074,5,1,1,0,0,1,0,0,0.0393,498,0
9075,22,1,1,0,0,1,0,0,0.080375,198,0
9076,6,1,0,1,0,0.8535,20,0,1.11235,238,0.1465
9077,52,0,1,0,0,0.6985,11,0,0.464625,498,0.3015
9078,6,1,1,0,0,1,16,0,0.249975,298,0
9079,52,0,1,0,0,0.726,11,0,0.8879,498,0.274
9080,31,1,1,0,0,1,0,0,0.059275,348,0
9081,52,0,1,0,0,1,0,0,0.0831,328,0
9082,31,1,0,1,0,1,0,0,0.05975,198,0
9083,35,1,0,1,0,0.99375,0,0,0.029875,198,0.00625
9084,52,0,1,0,0,1,0,0,0.0423,328,0
9085,47,1,1,0,0,1,0,0,0.07185,498,0
9086,23,1,0,1,0,1,0,0,0.08305,298,0
9088,23,1,0,1,0,0.97075,2,0,0.03875,248,0.02925
9089,29,1,0,1,0,0.9875,0,0,0.039675,298,0.0125
9093,21,1,0,0,0,1,0,0,0.091175,378,0
9094,5,1,0,1,0,1,0,0,0.380675,128,0
9095,6,1,0,1,0,1,0,0,0.154625,128,0
9097,16,1,1,0,0,1,0,0,0.7288,48,0
9098,52,0,1,0,0,1,0,0,0.184075,90,0
9099,27,1,0,1,0,1,0,0,0.150375,90,0
9100,20,1,1,0,0,0.94875,0,0,0.10715,90,0.05125
9101,52,0,1,0,0,1,0,0,0.1045,185,0
9102,30,1,0,1,0,0.86525,18,1,0.7986,188,0.13475
9103,29,1,0,1,0,0.829,16,0,0.512375,188,0.171
9104,30,1,0,1,0,0.82475,22,0,0.72475,188,0.17525
9105,21,1,1,0,0,1,0,0,0.25545,138,0
9106,9,1,1,0,0,1,0,0,0.293325,138,0
9107,31,1,1,0,0,0.93625,0,0,0.178375,138,0.06375
9108,32,1,1,0,0,0.971,0,0,0.098175,138,0.029
9109,21,1,1,0,0,1,0,0,0.04015,138,0
9110,20,1,1,0,0,1,0,0,0.105575,110,0
9111,19,1,1,0,0,1,0,0,0.0982,110,0
9112,9,1,1,0,0,1,0,0,0.226225,110,0
9114,30,1,0,1,0,0.96625,0,0,0.1355,138,0.03375
9115,21,1,0,1,0,1,0,0,0.186075,138,0
9116,35,1,0,1,0,1,0,0,0.0782,138,0
9117,8,1,0,1,0,1,0,0,0.1592,138,0
9118,31,1,1,0,0,1,0,0,0.09095,138,0
9119,10,1,0,1,0,1,0,0,0.173175,90,0
9120,10,1,1,0,0,1,0,0,0.154425,90,0
9121,17,1,1,0,0,0.9925,0,0,0.15195,95,0.0075
9122,13,1,1,0,0,0.979,0,0,0.082575,95,0.021
9123,9,1,1,0,0,0.8555,0,0,0.141525,48,0.1445
