"CM視聴率 CMリスト"
"企業名:","ホンダ/本田技研工業"
"商品名:","指定なし"
"CM秒数:","全CM"
"番組名:","指定なし"
"検索期間:","2016年4月1日(金) 05:00～2017年3月31日(金) 28:59"
"レポート作成日時:","2017年5月30日（火）14:03"
"放送:","地デジ 5放送"
"サンプル:","関東エリア","個人 5311","FC 295","FT 209","F1 481","F2 783","F3- 552","F3+ 306","MC 267","MT 210","M1 495","M2 823","M3- 586","M3+ 304","世帯 2045","","※期間内最新サンプル数"
""
"CM視聴率(開始時)"
"日付","曜日","開始時刻","秒数","企業","商品","個人全体","FC","FT","F1","F2","F3-","F3+","MC","MT","M1","M2","M3-","M3+","世帯","放送局","番組"
"2017/2/2","木","20:26:04","15","ホンダ/本田技研工業","プレミアム決算フェア","1.9","0.0","0.0","1.6","1.1","2.8","4.2","0.4","0.5","1.6","1.3","3.6","3.6","3.5","TX","世界！ニッポン行きたい人応援団"
"2017/2/2","木","19:13:36","15","ホンダ/本田技研工業","フィット","3.1","3.1","1.0","1.4","2.5","4.8","10.1","1.9","1.0","1.6","0.7","3.9","8.4","5.4","TBS","プレバト！！"
"2017/2/2","木","18:54:56","15","ホンダ/本田技研工業","フィット","2.7","0.0","1.4","1.2","2.4","5.1","8.5","1.1","0.5","1.0","0.8","4.5","6.8","5.4","EX","スーパーＪチャンネル"
"2017/2/2","木","18:49:32","15","ホンダ/本田技研工業","プレミアム決算フェア","2.4","1.0","0.5","2.1","3.3","3.5","3.6","2.6","1.9","1.2","1.8","2.1","3.9","4.2","CX","みんなのニュース"
"2017/2/2","木","18:45:16","15","ホンダ/本田技研工業","フィット","2.3","0.7","1.0","1.6","3.2","3.5","3.9","2.2","1.9","1.0","1.7","2.6","3.6","4.2","CX","みんなのニュース"
"2017/2/2","木","18:44:21","15","ホンダ/本田技研工業","フィット","2.9","0.0","1.4","1.6","2.9","4.9","9.5","0.7","0.5","1.2","1.2","3.8","7.8","5.8","EX","スーパーＪチャンネル"
"2017/2/2","木","18:43:31","15","ホンダ/本田技研工業","フィット","2.3","1.0","0.0","1.6","2.9","3.7","3.9","2.6","1.9","1.0","1.5","2.4","4.5","4.3","CX","みんなのニュース"
"2017/2/2","木","18:41:27","15","ホンダ/本田技研工業","N WGN","2.2","0.0","0.0","1.6","2.8","3.9","3.9","2.2","1.9","0.8","1.5","2.4","4.2","4.2","CX","みんなのニュース"
"2017/2/2","木","18:38:56","15","ホンダ/本田技研工業","プレミアム決算フェア","2.9","0.0","1.4","1.4","2.7","5.3","10.1","0.7","0.5","1.2","1.1","3.6","7.4","5.7","EX","スーパーＪチャンネル"
"2017/2/2","木","18:29:30","15","ホンダ/本田技研工業","N WGN","3.1","0.3","1.4","1.6","2.8","6.0","8.2","1.1","0.5","1.2","1.7","3.4","8.4","6.0","EX","スーパーＪチャンネル"
"2017/2/2","木","18:26:47","15","ホンダ/本田技研工業","フィット","1.9","0.3","1.9","0.8","1.5","2.1","6.9","0.0","0.5","1.2","0.4","2.9","6.1","3.7","TBS","Ｎスタ"
"2017/2/2","木","18:10:27","15","ホンダ/本田技研工業","プレミアム決算フェア","2.2","0.0","0.5","0.4","1.9","4.1","7.5","0.4","0.5","0.0","1.3","3.4","6.5","4.7","EX","スーパーＪチャンネル"
"2017/2/2","木","18:08:42","15","ホンダ/本田技研工業","N WGN","2.2","0.0","0.5","0.4","2.2","4.1","7.8","0.4","0.5","0.0","1.2","3.3","6.8","4.8","EX","スーパーＪチャンネル"
"2017/2/2","木","08:09:23","15","ホンダ/本田技研工業","N WGN","3.5","1.4","1.0","3.3","5.8","5.5","5.2","1.9","1.9","1.6","2.5","3.1","4.2","6.4","CX","とくダネ！"
"2017/2/2","木","08:09:08","15","ホンダ/本田技研工業","フィット","3.5","1.4","1.0","3.3","5.8","5.5","5.2","1.9","1.9","1.6","2.5","3.1","4.2","6.4","CX","とくダネ！"
"2017/2/2","木","08:08:38","15","ホンダ/本田技研工業","プレミアム決算フェア","3.4","1.4","1.0","3.3","5.6","5.5","4.9","1.9","1.9","1.6","2.4","3.1","4.2","6.3","CX","とくダネ！"
"2017/2/2","木","08:08:23","15","ホンダ/本田技研工業","N WGN","3.4","1.4","1.0","3.1","5.8","5.6","4.9","1.9","1.5","1.6","2.4","2.9","4.2","6.5","CX","とくダネ！"
"2017/2/2","木","08:07:22","15","ホンダ/本田技研工業","プレミアム決算フェア","2.3","0.3","1.0","1.2","2.8","3.9","4.9","1.5","0.5","1.2","2.1","2.7","3.9","4.7","EX","羽鳥慎一モーニングショー"
"2017/2/2","木","08:06:07","15","ホンダ/本田技研工業","フィット","2.4","0.3","1.0","1.2","2.8","4.2","4.6","1.5","0.5","1.2","2.1","2.9","4.2","4.7","EX","羽鳥慎一モーニングショー"
"2017/2/2","木","08:05:37","15","ホンダ/本田技研工業","N WGN","2.4","0.3","1.0","1.2","2.8","4.4","4.6","1.5","0.5","1.0","2.2","3.1","4.2","4.8","EX","羽鳥慎一モーニングショー"
"2017/2/2","木","07:56:46","15","ホンダ/本田技研工業","N WGN","1.4","0.0","1.0","1.0","1.8","1.9","2.9","0.4","1.0","0.8","1.3","2.2","1.0","3.0","TBS","あさチャン！"
"2017/2/2","木","07:52:40","15","ホンダ/本田技研工業","フィット","3.2","1.0","1.0","1.8","3.8","6.7","4.9","1.1","0.5","1.2","2.9","3.9","4.9","6.0","EX","グッド！モーニング"
"2017/2/2","木","07:41:16","15","ホンダ/本田技研工業","N WGN","1.6","0.3","1.0","1.0","1.5","3.0","2.6","0.4","1.0","1.0","1.5","2.4","1.9","3.2","TBS","あさチャン！"
"2017/2/2","木","07:40:38","15","ホンダ/本田技研工業","プレミアム決算フェア","3.4","1.4","1.0","1.8","4.4","6.9","3.9","1.1","0.5","1.2","3.4","3.9","6.1","6.5","EX","グッド！モーニング"
"2017/2/2","木","06:36:15","15","ホンダ/本田技研工業","フィット","0.6","0.0","0.0","0.0","0.4","0.4","0.3","0.4","0.0","0.2","1.1","1.7","1.0","1.3","TX","Ｎｅｗｓモーニングサテライト"
"2017/2/2","木","06:33:25","15","ホンダ/本田技研工業","プレミアム決算フェア","1.2","0.0","0.5","0.6","1.0","2.1","1.6","1.1","1.0","0.6","0.8","2.7","0.6","2.6","TBS","あさチャン！"
"2017/2/2","木","06:31:02","15","ホンダ/本田技研工業","プレミアム決算フェア","0.6","0.0","0.0","0.0","0.5","0.5","0.3","0.4","0.0","0.4","1.1","1.4","1.6","1.4","TX","Ｎｅｗｓモーニングサテライト"
"2017/2/2","木","06:30:02","15","ホンダ/本田技研工業","N WGN","0.6","0.0","0.0","0.0","0.4","0.4","0.0","0.4","0.0","0.4","1.2","1.4","1.3","1.3","TX","Ｎｅｗｓモーニングサテライト"
"2017/2/2","木","06:15:45","15","ホンダ/本田技研工業","プレミアム決算フェア","2.5","1.4","2.4","1.6","4.1","3.0","2.3","0.0","1.9","1.4","2.2","3.6","2.6","5.3","NTV","ＺＩＰ！"
"2017/2/2","木","06:09:19","15","ホンダ/本田技研工業","フィット","2.2","1.0","1.4","1.2","3.8","2.8","2.0","0.0","1.0","1.2","2.1","3.4","2.3","4.8","NTV","ＺＩＰ！"
"2017/2/2","木","06:08:19","15","ホンダ/本田技研工業","N WGN","2.1","1.0","1.4","1.4","3.7","2.5","1.6","0.0","1.0","1.2","2.2","3.4","2.3","4.7","NTV","ＺＩＰ！"
"2017/2/2","木","06:08:10","15","ホンダ/本田技研工業","N WGN","1.6","0.0","0.0","0.8","1.3","2.6","2.3","0.7","0.0","0.2","2.2","3.3","3.2","3.4","EX","グッド！モーニング"
"2017/2/2","木","06:02:50","15","ホンダ/本田技研工業","フィット","0.8","0.0","0.0","0.6","0.5","1.4","1.3","0.0","0.5","0.2","1.1","1.4","1.0","1.8","TBS","あさチャン！"
"2017/2/1","水","23:47:01","15","ホンダ/本田技研工業","ヴェゼル ハイブリッド","1.5","0.0","0.0","1.2","1.5","1.8","1.6","0.7","0.5","1.4","1.5","2.2","3.9","3.0","TX","ワールドビジネスサテライト"
"2017/2/1","水","23:46:46","15","ホンダ/本田技研工業","ステップワゴン moduro X","1.5","0.0","0.0","1.2","1.6","1.8","1.6","0.7","0.5","1.4","1.5","2.2","3.9","3.1","TX","ワールドビジネスサテライト"
"2017/2/1","水","22:40:50","15","ホンダ/本田技研工業","ステップワゴン moduro X","2.6","0.3","2.4","2.7","3.4","3.4","1.6","1.1","2.4","3.0","3.4","2.7","1.0","4.6","TBS","水曜日のダウンタウン"
"2017/2/1","水","22:40:35","15","ホンダ/本田技研工業","ヴェゼル ハイブリッド","2.6","0.3","2.4","2.9","3.4","3.0","1.6","1.1","2.4","3.0","3.4","2.6","1.0","4.5","TBS","水曜日のダウンタウン"
"2017/2/1","水","06:43:01","15","ホンダ/本田技研工業","ステップワゴン moduro X","3.8","0.7","2.4","3.5","6.3","4.4","3.6","3.0","1.5","1.6","5.3","3.9","2.6","7.0","NTV","ＺＩＰ！"
"2017/2/1","水","06:42:46","15","ホンダ/本田技研工業","ヴェゼル ハイブリッド","3.8","0.7","2.4","3.5","6.3","4.6","3.6","3.4","1.5","1.6","5.2","3.9","2.6","7.1","NTV","ＺＩＰ！"
"2017/1/31","火","23:59:44","15","ホンダ/本田技研工業","N BOX Custom/N WGN Custom","2.9","0.7","1.4","1.6","3.2","5.6","4.6","0.0","0.5","2.6","3.0","4.3","2.9","5.6","EX","中居正広のミになる図書館"
"2017/1/31","火","23:59:29","15","ホンダ/本田技研工業","N BOX シリーズ","3.0","0.7","1.4","1.6","3.2","5.6","4.6","0.0","0.5","2.6","3.0","4.5","2.9","5.6","EX","中居正広のミになる図書館"
"2017/1/31","火","23:48:14","30","ホンダ/本田技研工業","アコード","1.2","0.3","0.5","0.4","2.2","2.8","0.3","0.0","0.0","0.4","1.2","2.1","0.3","2.5","TBS","ＮＥＷＳ２３"
"2017/1/31","火","23:44:14","30","ホンダ/本田技研工業","フリード","2.0","0.3","0.0","0.8","2.5","1.8","2.0","1.1","0.0","1.0","2.3","3.4","5.5","3.7","TX","ワールドビジネスサテライト"
"2017/1/31","火","23:33:21","15","ホンダ/本田技研工業","ステップワゴン moduro X","3.6","2.1","1.9","3.3","4.4","5.5","3.9","1.5","0.5","2.8","4.2","4.1","3.2","6.8","NTV","ＮＥＷＳＺＥＲＯ"
"2017/1/31","火","23:33:06","15","ホンダ/本田技研工業","ヴェゼル ハイブリッド","3.7","2.1","1.9","3.7","4.4","5.5","3.9","1.5","0.5","3.0","4.2","4.1","3.2","6.9","NTV","ＮＥＷＳＺＥＲＯ"
"2017/1/31","火","22:41:08","30","ホンダ/本田技研工業","アコード","2.4","0.3","0.0","1.0","2.8","3.2","3.6","1.1","0.0","0.8","2.2","4.1","6.8","4.3","TX","ガイアの夜明け"
"2017/1/31","火","21:13:56","15","ホンダ/本田技研工業","ステップワゴン moduro X","5.7","2.4","5.3","4.7","8.8","9.0","2.9","1.9","1.5","3.0","6.4","7.4","4.2","9.8","TBS","マツコの知らない世界"
"2017/1/31","火","21:13:41","15","ホンダ/本田技研工業","ヴェゼル ハイブリッド","5.7","2.4","5.3","4.7","8.8","9.0","2.9","1.9","1.5","3.0","6.4","7.4","4.2","9.7","TBS","マツコの知らない世界"
"2017/1/30","月","23:37:23","15","ホンダ/本田技研工業","ステップワゴン moduro X","1.8","0.0","0.0","1.2","2.2","1.2","2.3","0.7","0.5","1.6","2.8","2.2","4.2","3.5","TX","ワールドビジネスサテライト"
"2017/1/30","月","23:37:08","15","ホンダ/本田技研工業","ヴェゼル ハイブリッド","1.8","0.0","0.0","1.2","2.2","1.2","2.3","0.7","0.5","1.6","2.8","2.2","4.2","3.5","TX","ワールドビジネスサテライト"
"2017/1/30","月","19:45:28","15","ホンダ/本田技研工業","ステップワゴン moduro X","3.5","0.7","1.4","1.8","4.1","4.6","7.8","1.5","0.5","1.0","2.4","4.8","10.0","5.8","TX","ＹＯＵは何しに日本へ？"
"2017/1/30","月","19:45:13","15","ホンダ/本田技研工業","ヴェゼル ハイブリッド","3.5","0.7","1.4","1.8","4.1","4.6","8.2","1.5","0.5","1.0","2.4","4.8","10.0","5.9","TX","ＹＯＵは何しに日本へ？"
"2017/1/30","月","06:43:10","15","ホンダ/本田技研工業","N BOX Custom/N WGN Custom","3.6","1.0","1.4","2.7","5.6","5.6","2.0","2.2","1.5","2.4","4.4","5.1","1.9","7.3","NTV","ＺＩＰ！"
"2017/1/30","月","06:42:55","15","ホンダ/本田技研工業","N BOX シリーズ","3.6","1.0","1.4","2.7","5.6","5.6","2.0","2.2","1.5","2.2","4.4","5.1","1.9","7.3","NTV","ＺＩＰ！"
"2017/1/29","日","23:57:15","30","ホンダ/本田技研工業","アコード","0.5","0.0","0.0","0.2","0.3","0.9","1.0","0.0","0.0","0.4","0.6","1.2","0.3","1.0","TX","ＳＵＰＥＲＧＴ＋"
"2017/1/29","日","21:58:14","15","ホンダ/本田技研工業","ステップワゴン moduro X","4.1","1.4","2.4","2.9","2.7","8.8","5.6","0.4","1.9","4.2","2.6","6.9","7.4","7.1","TBS","ワザビトＢＲＩＤＧＥＯＦＤＲＥＡＭＳ"
"2017/1/29","日","21:57:59","15","ホンダ/本田技研工業","ヴェゼル ハイブリッド","4.2","1.4","2.4","2.9","2.8","9.2","5.6","0.4","1.9","4.2","2.6","7.2","7.4","7.3","TBS","ワザビトＢＲＩＤＧＥＯＦＤＲＥＡＭＳ"
"2017/1/29","日","20:44:01","15","ホンダ/本田技研工業","N BOX Custom/N WGN Custom","10.3","13.1","15.2","9.2","9.7","10.9","8.2","9.6","10.1","9.9","11.3","9.8","7.7","14.6","NTV","世界の果てまでイッテＱ！"
"2017/1/29","日","20:43:46","15","ホンダ/本田技研工業","N BOX シリーズ","10.2","12.7","15.2","9.2","9.8","10.9","8.2","9.6","9.7","9.9","11.3","9.8","7.7","14.6","NTV","世界の果てまでイッテＱ！"
"2017/1/29","日","20:43:16","30","ホンダ/本田技研工業","アコード","10.4","12.7","15.6","9.2","10.1","10.9","8.5","9.6","9.7","9.7","11.5","9.8","8.0","14.8","NTV","世界の果てまでイッテＱ！"
"2017/1/29","日","14:46:13","15","ホンダ/本田技研工業","N BOX シリーズ","1.8","1.0","0.5","1.0","1.3","3.2","3.3","0.7","0.0","2.0","1.7","2.7","1.9","3.4","TBS","「ＡＬＩＦＥ～愛しき人～」ダイジェスト"
"2017/1/29","日","14:35:40","15","ホンダ/本田技研工業","フリード","1.6","1.0","0.5","0.8","0.9","3.0","3.0","0.7","0.0","1.6","1.7","2.7","1.6","3.1","TBS","「ＡＬＩＦＥ～愛しき人～」ダイジェスト"
"2017/1/29","日","14:25:12","15","ホンダ/本田技研工業","フリード","1.6","1.0","0.5","0.8","1.0","2.6","2.6","0.7","0.0","1.6","1.8","2.7","1.9","3.1","TBS","「ＡＬＩＦＥ～愛しき人～」ダイジェスト"
"2017/1/29","日","14:22:57","15","ホンダ/本田技研工業","フリード","2.8","0.7","1.9","2.9","3.7","3.0","3.9","1.1","1.9","2.4","2.9","4.5","1.6","5.7","NTV","行列のできる法律相談所傑作選"
"2017/1/29","日","14:04:58","15","ホンダ/本田技研工業","N BOX シリーズ","1.8","0.0","0.0","0.4","1.8","3.7","5.9","0.4","0.0","1.2","0.8","2.7","3.2","3.6","TX","日曜ミステリー「犯罪科学分析室電子の標的２」（再）"
"2017/1/29","日","14:02:13","15","ホンダ/本田技研工業","フリード","1.9","0.0","0.0","0.6","2.1","3.9","5.9","0.4","0.0","1.2","1.0","2.9","3.5","3.9","TX","日曜ミステリー「犯罪科学分析室電子の標的２」（再）"
"2017/1/29","日","13:59:03","15","ホンダ/本田技研工業","フリード","1.9","0.0","0.5","0.6","2.1","4.1","4.9","0.4","0.5","1.2","1.1","3.3","2.6","3.8","TX","開運！なんでも鑑定団（再）"
"2017/1/29","日","13:50:59","15","ホンダ/本田技研工業","N BOX シリーズ","3.7","2.4","2.4","1.2","2.9","5.8","6.6","1.1","1.0","1.8","3.8","7.0","4.8","6.3","TBS","噂の！東京マガジン"
"2017/1/29","日","13:36:06","15","ホンダ/本田技研工業","N BOX シリーズ","2.6","1.4","2.8","2.7","3.3","2.8","2.6","1.5","1.4","1.8","3.5","3.4","0.3","5.0","NTV","サンバリュ「正解のない問題」"
"2017/1/29","日","13:16:20","15","ホンダ/本田技研工業","N BOX シリーズ","1.5","0.3","0.0","0.6","0.8","3.0","4.6","0.0","0.5","0.4","0.4","2.9","5.1","3.0","TX","開運！なんでも鑑定団（再）"
"2017/1/29","日","12:51:54","15","ホンダ/本田技研工業","フリード","3.4","2.1","2.4","1.8","3.0","4.4","5.2","2.6","1.0","2.6","2.9","5.7","5.1","5.9","TBS","アッコにおまかせ！"
"2017/1/29","日","12:47:07","15","ホンダ/本田技研工業","N BOX シリーズ","3.7","2.1","2.4","2.0","2.9","5.1","6.9","2.2","1.0","2.8","3.1","6.3","6.4","6.6","TBS","アッコにおまかせ！"
"2017/1/29","日","12:45:06","15","ホンダ/本田技研工業","N BOX シリーズ","1.4","0.3","0.0","0.6","0.6","2.8","3.9","0.0","0.0","0.4","1.6","1.4","5.1","2.8","TX","和風総本家（再）"
"2017/1/29","日","12:37:16","15","ホンダ/本田技研工業","フリード","1.3","0.3","0.0","0.4","0.8","1.8","3.9","0.7","0.0","0.4","1.3","1.0","5.8","2.6","TX","和風総本家（再）"
"2017/1/29","日","12:36:12","15","ホンダ/本田技研工業","フリード","4.2","2.1","5.7","4.7","5.1","5.8","2.6","1.1","2.4","3.8","4.3","4.8","3.5","7.6","NTV","スクール革命！"
"2017/1/29","日","12:24:04","15","ホンダ/本田技研工業","N BOX シリーズ","4.2","2.1","5.7","4.9","5.3","5.5","3.0","1.5","1.4","3.8","4.4","4.5","4.5","7.6","NTV","スクール革命！"
"2017/1/29","日","12:05:44","15","ホンダ/本田技研工業","フリード","3.8","2.7","5.2","4.7","4.8","4.6","4.3","0.7","1.4","3.2","3.7","3.8","3.9","7.0","NTV","スクール革命！"
"2017/1/29","日","11:46:52","15","ホンダ/本田技研工業","フリード","3.6","2.1","1.9","2.2","3.2","6.3","5.6","1.5","0.0","1.8","3.0","5.7","7.7","6.7","TBS","アッコにおまかせ！"
"2017/1/29","日","11:44:47","15","ホンダ/本田技研工業","フリード","1.1","0.7","0.5","1.0","0.8","1.8","1.3","0.7","0.0","1.6","1.1","1.9","1.0","2.4","CX","ミライ☆モンスター"
"2017/1/29","日","11:42:47","15","ホンダ/本田技研工業","N BOX シリーズ","1.2","0.7","0.5","1.0","0.8","1.6","1.6","0.7","0.0","1.6","1.2","1.9","1.0","2.4","CX","ミライ☆モンスター"
"2017/1/29","日","11:39:18","15","ホンダ/本田技研工業","フリード","3.6","2.4","1.4","2.2","3.2","5.8","6.6","1.1","0.0","2.0","3.0","5.3","7.7","6.7","TBS","ＪＮＮニュース"
"2017/1/29","日","11:27:32","15","ホンダ/本田技研工業","フリード","3.5","2.1","1.4","1.4","3.3","6.5","5.9","0.7","0.0","1.6","3.1","5.5","6.4","6.7","TBS","サンデー・ジャポン"
"2017/1/29","日","11:26:09","15","ホンダ/本田技研工業","N BOX シリーズ","1.5","0.3","0.5","1.6","1.3","2.5","2.3","0.4","0.5","0.6","1.2","2.2","3.2","2.5","TX","男子ごはん"
"2017/1/29","日","11:25:02","15","ホンダ/本田技研工業","N BOX シリーズ","3.5","2.1","1.4","1.6","3.0","6.9","5.9","0.7","0.0","1.8","3.2","5.7","6.4","6.9","TBS","サンデー・ジャポン"
"2017/1/29","日","11:20:17","15","ホンダ/本田技研工業","N BOX シリーズ","4.2","2.1","1.9","2.5","3.9","8.1","6.2","0.7","0.5","2.4","3.6","6.7","7.7","8.1","TBS","サンデー・ジャポン"
"2017/1/29","日","10:53:39","15","ホンダ/本田技研工業","フリード","4.6","1.7","1.9","3.3","4.4","9.3","6.6","0.7","0.5","2.8","3.0","7.5","9.3","8.9","TBS","サンデー・ジャポン"
"2017/1/29","日","10:52:43","15","ホンダ/本田技研工業","フリード","1.2","1.0","0.5","0.8","1.1","1.2","2.6","1.5","0.5","0.2","1.4","1.7","1.9","2.3","EX","帰れまサンデー海外スペシャル"
"2017/1/29","日","10:50:32","15","ホンダ/本田技研工業","フリード","2.3","2.1","0.5","2.0","2.7","2.3","2.3","1.1","0.5","1.4","3.5","3.8","1.3","4.2","CX","ワイドナショー"
"2017/1/29","日","10:44:52","15","ホンダ/本田技研工業","N BOX シリーズ","4.9","1.7","1.9","3.9","4.3","9.9","6.9","0.7","1.0","3.2","3.1","7.5","10.0","9.1","TBS","サンデー・ジャポン"
"2017/1/29","日","10:22:29","15","ホンダ/本田技研工業","フリード","4.9","1.7","2.4","3.7","4.7","9.3","7.2","1.1","1.0","3.2","3.7","7.4","9.3","9.2","TBS","サンデー・ジャポン"
"2017/1/29","日","10:21:35","15","ホンダ/本田技研工業","N BOX シリーズ","1.1","2.1","0.5","0.6","1.0","0.7","1.6","1.1","0.5","0.0","1.6","1.7","1.0","2.0","EX","帰れまサンデー海外スペシャル"
"2017/1/29","日","09:56:03","15","ホンダ/本田技研工業","N BOX シリーズ","4.5","1.0","1.9","3.1","3.0","8.5","7.5","1.1","1.4","2.6","2.6","8.7","9.6","8.4","TBS","サンデー・ジャポン"
"2017/1/29","日","09:53:48","15","ホンダ/本田技研工業","フリード","4.3","1.0","1.9","2.5","2.7","7.9","8.5","0.7","1.0","2.2","2.6","8.7","10.3","8.3","TBS","サンデーモーニング"
"2017/1/29","日","09:25:49","15","ホンダ/本田技研工業","ステップワゴン moduro X","5.2","4.1","3.8","4.5","7.2","7.2","5.9","1.9","1.4","2.8","4.8","6.9","5.5","9.7","NTV","シューイチ"
"2017/1/29","日","09:25:34","15","ホンダ/本田技研工業","ヴェゼル ハイブリッド","5.1","4.1","3.8","4.3","7.1","7.4","5.6","1.9","1.4","2.6","4.6","6.7","6.1","9.5","NTV","シューイチ"
"2017/1/29","日","08:35:19","15","ホンダ/本田技研工業","フリード","4.9","3.1","2.8","3.3","6.2","8.3","5.9","1.5","1.4","2.0","4.7","7.4","6.1","9.6","NTV","シューイチ"
"2017/1/29","日","08:14:11","15","ホンダ/本田技研工業","N BOX シリーズ","4.3","2.1","2.8","2.2","5.9","7.9","6.2","1.1","1.4","2.2","3.6","6.3","4.2","8.3","NTV","シューイチ"
"2017/1/29","日","07:42:38","15","ホンダ/本田技研工業","N BOX シリーズ","2.9","1.0","2.4","1.8","3.0","4.8","4.6","0.7","2.4","1.0","2.9","4.5","4.5","5.8","NTV","シューイチ"
"2017/1/29","日","07:29:17","15","ホンダ/本田技研工業","N BOX シリーズ","3.1","1.4","0.9","1.6","2.0","6.9","8.2","1.1","0.0","1.6","1.9","5.0","5.8","5.9","TBS","健康カプセル！ゲンキの時間"
"2017/1/29","日","07:09:48","15","ホンダ/本田技研工業","N BOX シリーズ","2.3","0.7","2.4","1.0","1.8","3.4","3.0","0.4","1.4","1.0","2.2","5.5","3.5","4.8","NTV","所さんの目がテン！"
"2017/1/29","日","07:00:02","15","ホンダ/本田技研工業","フリード","2.0","0.7","2.4","0.8","1.5","3.0","1.6","1.1","1.4","1.0","1.7","4.8","3.2","4.0","NTV","所さんの目がテン！"
"2017/1/29","日","06:59:48","15","ホンダ/本田技研工業","フリード","1.3","0.0","0.9","0.8","2.1","2.5","2.0","0.0","0.5","0.2","1.3","1.5","1.0","2.6","CX","はやく起きた朝は…"
"2017/1/29","日","06:59:32","15","ホンダ/本田技研工業","N BOX シリーズ","1.6","0.3","0.0","0.6","1.5","2.8","3.6","1.1","0.0","1.2","1.2","2.4","3.5","3.1","TBS","ＪＮＮニュース"
"2017/1/29","日","06:57:48","15","ホンダ/本田技研工業","N BOX シリーズ","1.1","0.0","0.9","0.6","1.5","2.5","1.6","0.0","0.0","0.0","1.3","1.9","1.0","2.4","CX","はやく起きた朝は…"
"2017/1/29","日","06:38:51","15","ホンダ/本田技研工業","N BOX シリーズ","1.0","0.0","0.5","0.6","1.9","1.8","1.0","0.7","0.5","0.0","0.5","2.2","1.0","2.1","CX","はやく起きた朝は…"
"2017/1/29","日","06:29:17","15","ホンダ/本田技研工業","フリード","1.3","0.3","2.4","0.6","1.5","1.9","1.3","0.0","1.0","1.0","1.2","1.9","2.6","2.9","NTV","ＮＮＮニュース・サンデー"
"2017/1/29","日","06:28:17","15","ホンダ/本田技研工業","N BOX シリーズ","1.4","0.3","2.4","0.6","1.6","1.9","1.3","0.0","1.0","1.0","1.2","1.9","2.6","2.9","NTV","ＮＮＮニュース・サンデー"
"2017/1/28","土","25:37:53","15","ホンダ/本田技研工業","N BOX シリーズ","1.7","0.3","0.9","0.6","2.4","2.5","1.3","0.4","0.5","2.4","2.0","1.7","2.3","3.3","TBS","ＣＯＵＮＴＤＯＷＮＴＶ"
"2017/1/28","土","25:35:48","15","ホンダ/本田技研工業","N BOX シリーズ","0.5","0.0","0.0","0.2","0.4","0.5","1.6","0.0","0.0","0.2","0.5","1.2","0.6","1.1","TX","えびチャンズー"
"2017/1/28","土","25:25:48","15","ホンダ/本田技研工業","N BOX シリーズ","0.8","1.0","0.5","0.8","0.9","0.9","1.0","0.4","0.0","0.6","0.8","1.7","0.3","1.5","EX","はくがぁる"
"2017/1/28","土","25:24:17","15","ホンダ/本田技研工業","フリード","1.3","0.3","1.9","0.6","1.9","1.1","1.0","0.0","1.9","1.2","1.8","1.2","1.0","2.2","NTV","男水！"
"2017/1/28","土","25:11:26","15","ホンダ/本田技研工業","N BOX シリーズ","0.8","0.0","0.5","0.2","0.9","1.2","0.3","0.0","0.0","0.6","0.6","1.9","1.6","1.8","CX","スポーツＬＩＦＥＨＥＲＯ’Ｓ"
"2017/1/28","土","25:07:58","15","ホンダ/本田技研工業","N BOX シリーズ","0.7","0.0","0.5","0.2","0.9","1.2","0.3","0.0","0.0","0.4","0.6","1.5","1.3","1.6","CX","スポーツＬＩＦＥＨＥＲＯ’Ｓ"
"2017/1/28","土","24:54:47","15","ホンダ/本田技研工業","フリード","2.3","1.4","2.8","2.0","2.7","3.4","1.0","0.0","2.9","2.0","3.0","2.9","1.0","4.3","NTV","Ｇｏｉｎｇ！Ｓｐｏｒｔｓ＆Ｎｅｗｓ"
"2017/1/28","土","24:53:32","15","ホンダ/本田技研工業","N BOX シリーズ","2.4","1.4","2.4","2.0","2.5","3.5","1.3","0.0","2.9","2.0","3.0","3.4","1.0","4.3","NTV","Ｇｏｉｎｇ！Ｓｐｏｒｔｓ＆Ｎｅｗｓ"
"2017/1/28","土","24:49:48","15","ホンダ/本田技研工業","N BOX シリーズ","0.4","0.0","0.0","0.4","0.1","0.5","1.3","0.0","0.0","0.4","0.5","0.9","1.0","1.0","TX","土曜ドラマ２４銀と金"
"2017/1/28","土","24:49:03","15","ホンダ/本田技研工業","フリード","0.5","0.0","0.0","0.4","0.1","0.7","1.3","0.0","0.0","0.4","0.5","0.9","1.0","1.1","TX","土曜ドラマ２４銀と金"
"2017/1/28","土","24:34:17","15","ホンダ/本田技研工業","フリード","0.7","0.0","0.5","0.6","1.3","2.3","0.0","0.0","0.0","0.4","0.2","1.2","0.6","1.6","CX","＜オトナの土ドラ＞リテイク時をかける想い"
"2017/1/28","土","24:34:02","15","ホンダ/本田技研工業","N BOX シリーズ","0.8","0.0","0.5","0.6","1.3","2.3","0.0","0.0","0.0","0.4","0.2","1.4","0.6","1.6","CX","＜オトナの土ドラ＞リテイク時をかける想い"
"2017/1/28","土","24:30:17","15","ホンダ/本田技研工業","N BOX シリーズ","1.8","1.0","1.9","1.4","2.4","2.8","2.0","0.4","0.5","1.2","1.9","2.2","1.0","3.2","EX","ＡＮＮニュース＆スポーツ"
