date,week,time,duration,product,person,FC,FT,F1,F2,F3-,F3+,MC,MT,M1,M2,M3-,M3+,family,network,program
2017/3/31,金,21,15,ラパン,4,3.1,1.9,3.5,4,4.9,3.9,3,5.2,3,4.3,4.4,5.6,6.7,NTV,金曜ロードＳＨＯＷ！ルパン三世～隠された空中都市～
2017/3/31,金,21,15,ワゴンR,4,2.7,1.9,3.5,4,4.9,3.9,3,5.2,3,4.3,4.4,5.6,6.7,NTV,金曜ロードＳＨＯＷ！ルパン三世～隠された空中都市～
2017/3/31,金,19,15,ハスラー,5.3,7.5,9.6,5.8,7.5,7.2,4.2,4.5,4.8,2.4,3.8,3.9,3,9.4,EX,ミュージックステーション３時間スペシャル
2017/3/31,金,19,15,ワゴンR,5.2,7.8,9.6,5.8,7.4,6.9,4.6,4.5,4.8,2.2,3.8,3.8,3,9.3,EX,ミュージックステーション３時間スペシャル
2017/3/31,金,19,15,ソリオ バンディット ハイブリッド,4.8,6.4,9.1,5.2,6.6,6.7,3.9,3.7,3.8,2.4,3.2,3.9,3.6,8.7,EX,ミュージックステーション３時間スペシャル
2017/3/31,金,19,15,ソリオ ハイブリッド,4.7,6.4,9.1,5.2,6.5,6.7,3.9,3.7,3.8,2.4,3.2,3.8,3.6,8.6,EX,ミュージックステーション３時間スペシャル
2017/3/30,木,22,15,ハスラー,4.4,1.7,3.3,2.5,5.7,5.6,4.9,2.2,1.9,3,5.3,6.7,3,7.5,NTV,体感！奇跡のリアルタイム
2017/3/30,木,22,15,ワゴンR スティングレー,4.5,1.7,3.3,2.5,6,5.8,4.9,2.2,1.9,3,5.5,6.8,3,7.7,NTV,体感！奇跡のリアルタイム
2017/3/30,木,21,15,ワゴンR スティングレー,3.4,2.7,2.9,3.1,4.1,4.3,3.6,3.4,1.4,2.6,3.3,4.1,2,5.4,NTV,体感！奇跡のリアルタイム
2017/3/30,木,21,15,ワゴンR,3.4,2.7,2.9,3.1,4.2,4.2,3.6,3.4,1.4,2.6,3.3,4.1,2.3,5.5,NTV,体感！奇跡のリアルタイム
2017/3/30,木,20,15,ワゴンR,5.7,4.7,3.3,5,7.2,7.6,6.9,3.7,1.4,4.4,5.6,6.1,7.2,9.4,NTV,ぐるナイ春の熱血ゴチ２時間スペシャル
2017/3/30,木,20,15,ワゴンR,5.9,4.7,3.8,5.2,7.3,8.2,7.2,3.7,1.4,4.4,6,6.5,7.6,9.8,NTV,ぐるナイ春の熱血ゴチ２時間スペシャル
2017/3/30,木,19,15,スイフト,2.9,1.7,1.4,1.9,3.1,4.2,7.8,3.4,1.9,1.2,2.2,2.7,3.6,4.8,CX,さまぁ～ずＴＶ動物園スペシャル
2017/3/30,木,19,15,ワゴンR,2.8,1.7,1.4,1.9,3.2,3.8,8.2,3.4,1.9,1.2,2.2,2.4,3.9,4.8,CX,さまぁ～ずＴＶ動物園スペシャル
2017/3/29,水,26,15,スイフト,1,0,0.5,0.8,0.9,1.6,0.7,0.4,0,1.2,1.2,2.2,0.3,2.1,EX,お願い！ランキング２部
2017/3/29,水,21,15,スペーシア カスタムZ,5,2,4.8,6.7,6.5,7.2,5.9,4.1,2.4,2.8,4,5.6,3.3,8.9,NTV,ザ！世界仰天ニュース仰天事件の真相２時間スペシャル
2017/3/29,水,21,15,スペーシア,5,2,4.8,6.7,6.5,7.2,5.9,4.1,2.4,2.8,4,5.6,3.3,8.9,NTV,ザ！世界仰天ニュース仰天事件の真相２時間スペシャル
2017/3/29,水,21,15,ワゴンR,5.7,3.4,7.7,3.1,5.4,9.2,11.8,2.6,3.8,2.8,4.1,6.7,10.2,9,EX,くりぃむクイズミラクル９３時間スペシャル
2017/3/29,水,21,15,ワゴンR,5.8,3.4,7.7,3.3,5.5,8.9,12.7,2.6,3.8,2.8,4,6.8,10.5,9.1,EX,くりぃむクイズミラクル９３時間スペシャル
2017/3/28,火,27,15,スイフト,0.7,0,0,0.4,0.4,1.3,1.6,0.4,0,1,1,0.9,0.3,1.6,EX,２０１８ＦＩＦＡＷ杯ロシアアジア地区最終予選
2017/3/28,火,26,15,スイフト,0.9,0,0,0.4,0.6,1.6,1.3,0.4,0,1.2,1.2,1.4,0.3,1.9,EX,２０１８ＦＩＦＡＷ杯ロシアアジア地区最終予選
2017/3/25,土,22,15,スペーシア カスタムZ,2.6,4,2.4,2.7,3,2.3,0.6,1.8,2.9,3.6,2.7,2.9,1,4.2,CX,土曜プレミアム・映画「怪盗グルーの月泥棒」
2017/3/25,土,22,15,スペーシア,2.6,3.3,2.4,2.7,3.2,2.3,0.6,1.8,2.9,3.4,2.7,2.9,1,4.2,CX,土曜プレミアム・映画「怪盗グルーの月泥棒」
2017/3/25,土,21,15,ハスラー,6.5,6.3,8.3,4.9,7.7,7.4,5.8,5.5,6.8,3.8,7.5,7.5,4.2,10,NTV,エンタの神様大爆笑の最強ネタ大大連発スペシャル
2017/3/25,土,21,15,ワゴンR,6.5,6.3,8.3,4.9,7.7,7.5,5.8,5.5,6.8,3.8,7.5,7.6,4.2,10,NTV,エンタの神様大爆笑の最強ネタ大大連発スペシャル
2017/3/25,土,21,15,イグニス,6.1,7.6,6.8,4.3,7.9,6.6,4.9,4.7,4.9,3,7.2,7.6,3.6,9.3,NTV,エンタの神様大爆笑の最強ネタ大大連発スペシャル
2017/3/25,土,21,15,スイフト,6.2,7.6,7.3,4.3,8,6.8,4.9,4.7,4.9,3,7.3,7.8,3.6,9.6,NTV,エンタの神様大爆笑の最強ネタ大大連発スペシャル
2017/3/25,土,20,15,ワゴンR,4.1,0.7,1.9,2.1,3.9,7.2,7.8,1.1,1,1.6,3.8,5.8,9.1,7.2,EX,池上彰のニュースそうだったのか！！２時間半ＳＰ
2017/3/25,土,20,15,ワゴンR,4.1,0.7,1.9,2.1,4.2,7.4,7.8,1.1,1,1.6,3.6,5.8,9.1,7.3,EX,池上彰のニュースそうだったのか！！２時間半ＳＰ
2017/3/25,土,19,15,スペーシア カスタムZ,3.6,0.3,1.5,1.4,3.2,5.7,6.2,2.6,2,1.4,3.6,6.1,7.5,6.4,EX,池上彰のニュースそうだったのか！！２時間半ＳＰ
2017/3/25,土,19,15,スイフト,3.6,0.3,1.5,1.4,3.2,5.7,5.8,2.6,2,1.4,3.6,6.1,7.1,6.4,EX,池上彰のニュースそうだったのか！！２時間半ＳＰ
2017/3/24,金,22,15,ハスラー,3.9,3.7,3.4,3.9,6.3,2.9,3.2,6.2,3.9,2.8,4.1,3.7,1,6.9,NTV,金曜ロードＳＨＯＷ！「おおかみこどもの雨と雪」
2017/3/24,金,22,15,ワゴンR スティングレー,4,3.7,3.4,3.9,6.5,3.1,3.2,6.2,4.4,2.8,4,3.9,1.6,7,NTV,金曜ロードＳＨＯＷ！「おおかみこどもの雨と雪」
2017/3/24,金,21,15,ハスラー,5.6,3,3.4,5.7,8.5,7.4,4.9,5.5,4.4,3.2,5.6,5.1,5.5,9.4,EX,明石家さんまのコンプレッくすっ杯
2017/3/24,金,21,15,スイフト,5.6,3,3.4,5.7,8.4,7.4,4.9,5.1,4.4,3.2,5.6,5.3,5.5,9.3,EX,明石家さんまのコンプレッくすっ杯
2017/3/23,木,22,15,スイフト,3.7,0.3,2.4,3.7,4.7,5.6,7.1,0,2,1.2,4.1,3.9,6.2,6.9,NTV,ダウンタウンＤＸＤＸ
2017/3/23,木,22,15,ラパン,3.8,0.3,2.4,3.7,4.8,5.7,7.1,0,2,1.2,4.2,3.9,5.8,6.9,NTV,ダウンタウンＤＸＤＸ
2017/3/23,木,21,15,イグニス,3.9,2.7,1.9,3.9,5.2,6.5,5.2,1.5,1.5,1.4,4.4,3.9,3.2,7.3,NTV,ダウンタウンＤＸＤＸ
2017/3/23,木,21,15,スイフト,4.1,2.7,1.9,3.9,5.5,6.6,5.8,1.5,1.5,1.8,4.6,4.2,3.9,7.5,NTV,ダウンタウンＤＸＤＸ
2017/3/23,木,20,15,ハスラー,4.1,3,2.4,3.3,3.8,8.1,4.2,1.5,1.5,2.8,3.6,6.5,4.2,7.5,NTV,衝撃のアノ人に会ってみた！
2017/3/23,木,20,15,ワゴンR,4.1,3,2.4,3.3,3.7,8.1,3.9,1.5,1.5,2.8,3.6,6.5,4.2,7.4,NTV,衝撃のアノ人に会ってみた！
2017/3/23,木,19,15,スイフト,4.6,8.3,2.4,4.1,6.1,5.6,9.1,5.5,2.4,1.8,3.2,3.1,5.2,7.7,CX,ＶＳ嵐
2017/3/23,木,19,15,ラパン,4.6,8.3,2.4,4.1,6.1,5.6,9.4,5.5,2.4,1.6,3.2,3.2,5.2,7.8,CX,ＶＳ嵐
2017/3/23,木,14,15,スイフト,0.8,0.3,0,0.8,0.9,1.4,1,0.4,0,1,0.5,1.2,1.6,1.9,EX,Ｗ杯出場へ！今夜サッカー日本代表が決戦！
2017/3/22,水,21,15,スペーシア カスタムZ,4.1,2.7,3.4,4.5,6.1,5.9,4.5,3.6,1.5,1.4,4.7,3.6,2.6,7.1,NTV,ザ！世界仰天ニュース
2017/3/22,水,21,15,スイフト,4.2,2.7,3.4,4.5,6.3,5.9,4.9,3.6,2,1.4,4.7,3.6,2.6,7.2,NTV,ザ！世界仰天ニュース
2017/3/22,水,20,15,スイフト,5.3,1.3,1.5,2.5,2.8,10.2,15.6,1.1,1.5,3,2.1,7.8,16.9,9.5,EX,相棒ｓｅａｓｏｎ１５最終回２時間スペシャル
2017/3/22,水,20,15,スペーシア カスタムZ,5.3,1.3,1.5,2.5,2.8,10.2,15.6,1.1,1.5,3,2.1,7.8,16.9,9.5,EX,相棒ｓｅａｓｏｎ１５最終回２時間スペシャル
2017/3/22,水,9,15,スイフト,2.4,0.3,0,1.2,1.9,3.8,5.5,0.7,0.5,1.6,1.9,3.2,7.8,5.2,TBS,２０１７ＷＢＣ準決勝日本ＶＳアメリカ
2017/3/19,日,22,15,スイフト,4.4,0.7,1.5,2.5,4.2,5.6,7.4,0.7,1.4,1.4,5.8,7.2,8.8,8,CX,フルタチさん×Ｍｒ．サンデー合体スペシャル
2017/3/19,日,22,15,ソリオ バンディット ハイブリッド,4.2,1.3,2.4,2.5,4.5,8,7.1,0,1.9,3.9,3,5.6,7.1,7.1,TBS,日曜劇場「ＡＬＩＦＥ～愛しき人～」
2017/3/19,日,21,15,ワゴンR スティングレー,2.9,0.7,1,2.2,2.9,3.3,5.5,1.8,0.5,1,3.8,4.6,4.2,5,CX,フルタチさん×Ｍｒ．サンデー合体スペシャル
2017/3/19,日,21,15,ハスラー,3.4,0.7,1.5,1.4,3.4,5.4,9.4,1.4,0.5,0.8,2.5,5.3,7.5,5.6,EX,追悼特別番組タクシードライバーの推理日誌３２
2017/3/19,日,21,15,ワゴンR スティングレー,3.4,0.7,1.5,1.6,3.4,5.4,9.4,1.4,0.5,0.8,2.5,5.3,7.5,5.7,EX,追悼特別番組タクシードライバーの推理日誌３２
2017/3/19,日,21,15,イグニス,3.4,0.7,1.9,1.2,3.9,5.1,8.7,2.2,0.5,1,2.9,4.8,7.1,5.7,EX,追悼特別番組タクシードライバーの推理日誌３２
2017/3/19,日,21,15,スイフト,3.5,0.7,1.9,1.4,4,5.3,8.7,2.2,0.5,1,3,4.8,7.1,5.8,EX,追悼特別番組タクシードライバーの推理日誌３２
2017/3/19,日,20,15,スイフト,3.9,1.3,2.9,2.5,3.8,8,5.8,0.7,2.4,3.2,2.5,5.8,5.2,6.5,TBS,フラッシュニュース
2017/3/19,日,20,15,ソリオ ハイブリッド,2.3,1,0,1.8,2.3,3.3,4.5,0.4,0.5,1,2.5,2.9,4.5,3.9,CX,フルタチさん×Ｍｒ．サンデー合体スペシャル
2017/3/19,日,19,15,ワゴンR スティングレー,3.4,2.7,2.4,3.7,3.8,4.9,5.8,1.4,1,1.6,2.6,4.3,5.2,5.5,TBS,ピラミッド・ダービー
2017/3/19,日,17,15,スイフト,1.2,0.7,0.5,1,2,0.7,1.6,1.1,0,1,1.4,1.2,1,2.2,CX,たしなみＬａｄｙ
2017/3/19,日,17,15,ソリオ バンディット ハイブリッド,1.2,0.7,0.5,1,2,0.7,1.6,1.1,0,1,1.6,0.9,1,2.2,CX,たしなみＬａｄｙ
2017/3/19,日,17,15,スイフト,1.3,0.3,0.5,1.4,1.5,1.3,2.6,1.1,0,1,1.3,1.2,2.9,2.7,CX,スペシャルドラマ炎の経営者
2017/3/19,日,16,15,スイフト,1.3,0.3,1,1.8,1.3,1.3,1.9,0,0,1.4,1.2,1.7,2.3,2.5,CX,スペシャルドラマ炎の経営者
2017/3/19,日,16,15,スイフト,1.9,0.3,0,0.8,2.6,3.4,2.3,0.4,0.5,1.6,1.9,2.7,2.6,3.9,TBS,「ＡＬＩＦＥ～愛しき人～」最終回直前！徹底ガイド！
2017/3/19,日,16,15,ソリオ ハイブリッド,1.1,0.3,0.5,1.8,1.3,1.1,1.6,0,0,0.8,1,1.5,1.9,2.2,CX,スペシャルドラマ炎の経営者
2017/3/19,日,16,15,ワゴンR,1.2,0.3,0.5,1.4,1.4,1.8,1.9,0,0,0.8,1.1,1.4,2.6,2.4,CX,スペシャルドラマ炎の経営者
2017/3/19,日,16,15,ワゴンR,1.7,0.3,0,0.6,2.3,3.4,2.6,0.4,0.5,1.2,1.6,2.7,2.3,3.6,TBS,「ＡＬＩＦＥ～愛しき人～」最終回直前！徹底ガイド！
2017/3/19,日,16,15,ソリオ バンディット ハイブリッド,1.5,1,1,1.6,2,2.2,1.6,0,0,1,1.8,1.9,1.9,2.9,NTV,木曜夜７時は…衝撃のアノ人に会ってみた！
2017/3/19,日,15,15,ワゴンR スティングレー,1.5,0.3,1,1.8,1.5,1.8,0.3,0.4,0,1.2,2,2.4,2.9,3,CX,みんなのＫＥＩＢＡ
2017/3/19,日,15,15,ワゴンR スティングレー,1.9,0.7,0,0.4,2.6,3.6,3.2,0.4,0.5,1.2,2,2.6,2.3,3.8,TBS,「ＡＬＩＦＥ～愛しき人～」最終回直前！徹底ガイド！
2017/3/19,日,15,15,スイフト,1.7,0.3,1,2,1.5,2,1.6,0,0,0.8,2.5,2.9,2.9,3.3,CX,みんなのＫＥＩＢＡ
2017/3/19,日,15,15,ソリオ ハイブリッド,1.7,0.3,1,2,1.5,2,1.6,0,0,0.8,2.5,2.9,2.9,3.3,CX,みんなのＫＥＩＢＡ
2017/3/19,日,15,15,ワゴンR スティングレー,1.3,0,1,0.6,0.9,1.8,5.2,0,0,0.8,0.5,1.9,4.2,2.7,TX,北海道警事件ファイル警部補五条聖子５
2017/3/19,日,15,15,スイフト,1.8,0.3,1,1.8,2,2.4,1.3,0,0,0.8,1.8,3.4,3.2,3.4,CX,みんなのＫＥＩＢＡ
2017/3/19,日,15,15,ソリオ バンディット ハイブリッド,1.7,0.3,1,1.8,1.8,2.4,1.6,0,0,0.8,1.9,3.2,2.9,3.3,CX,みんなのＫＥＩＢＡ
2017/3/19,日,15,15,ワゴンR スティングレー,1.7,0.3,1,1.8,1.9,2.4,1.6,0,0,0.8,1.9,3.2,2.9,3.4,CX,みんなのＫＥＩＢＡ
2017/3/19,日,15,15,ワゴンR,1.8,0.3,1,1.8,1.9,2.5,1.6,0,0,0.8,2.2,3.4,2.9,3.5,CX,みんなのＫＥＩＢＡ
2017/3/19,日,15,15,スイフト,1.8,0.3,0,0.6,2.4,3.3,3.9,0.4,0.5,1,1.8,2.9,2.3,3.7,TBS,「ＡＬＩＦＥ～愛しき人～」最終回直前！徹底ガイド！
2017/3/19,日,14,15,ワゴンR,1.3,0,1,0.4,0.8,2.2,5.2,0,0,0.8,0.5,1.9,4.9,2.8,TX,北海道警事件ファイル警部補五条聖子５
2017/3/19,日,14,15,ワゴンR,1.9,0.3,0.5,0.6,2.4,3.6,3.5,0.4,1.4,1,1.9,2.9,2.3,3.7,TBS,「ＡＬＩＦＥ～愛しき人～」最終回直前！徹底ガイド！
2017/3/19,日,13,15,スイフト,1.8,1,2.4,1,2.6,2.5,0.6,0.7,0.5,1.4,2.4,1.7,1.6,3.2,NTV,金のなる木は見分けられる？黒字のタネ赤字のタネ
2017/3/19,日,13,15,スイフト,1.6,0.3,0,1,0.5,2.7,4.2,0.4,0,1,1.1,2.2,7.1,3.1,TX,開運！なんでも鑑定団（再）
2017/3/19,日,12,15,ワゴンR,2.4,0.3,1.5,2.2,2.5,3.1,2.3,0.4,0.5,2,2.4,4.1,3.9,4.4,CX,ウチくる！？
2017/3/19,日,11,15,ワゴンR スティングレー,1.8,1,1,2.7,2.3,1.6,1.3,1.1,0,1,1.8,2.6,2.6,3.2,CX,ＦＮＮスピーク
2017/3/19,日,10,15,ワゴンR,1.4,2.7,0.5,0.4,1.3,2.5,4.2,0.7,0,0.2,1.2,1.5,1.9,2.5,EX,帰れまサンデー
2017/3/19,日,10,15,スイフト,2.4,0.7,1.9,1.4,3.4,5.6,2.9,0.7,1.4,0.6,2.2,2.4,3.2,4.6,NTV,誰だって波瀾爆笑
2017/3/19,日,10,15,ワゴンR スティングレー,1.3,2.3,0.5,0.4,1.4,1.6,4.5,1.8,0,0,0.8,1.4,2.6,2.4,EX,帰れまサンデー
2017/3/19,日,10,15,ワゴンR,2.4,0.7,1.5,1.6,3.5,4.7,2.9,0.7,1.4,0.4,2.3,2.6,3.9,4.5,NTV,誰だって波瀾爆笑
2017/3/19,日,10,15,ソリオ バンディット ハイブリッド,1.3,1.7,0.5,0.2,1.6,1.3,3.9,2.2,0,0,1.2,1.2,2.3,2.3,EX,帰れまサンデー
2017/3/19,日,9,15,スイフト,1.1,1.3,0.5,0.2,1.1,1.1,2.9,2.2,0,0.4,1,1.2,2.3,1.9,EX,ペットの王国ワンだランド
2017/3/19,日,9,15,ワゴンR スティングレー,2.9,1,1.9,3.1,4.7,5.1,2.9,0.4,1.4,1.2,3.1,2.6,2.9,5.5,NTV,誰だって波瀾爆笑
2017/3/19,日,9,15,ソリオ ハイブリッド,3.5,1,1.9,3.9,5.5,6,3.9,0.7,1.9,1.6,3.7,3.4,3.2,6.8,NTV,シューイチ
2017/3/19,日,8,15,スイフト,4.9,2.3,3.4,4.1,6.9,8,6.8,1.8,2.4,2,4.7,6,4.5,9,NTV,シューイチ
2017/3/18,土,24,15,スイフト,2.7,2.3,1.5,1.4,3,4,2.3,1.1,0.5,1.4,4,4.1,1.9,5.1,NTV,Ｇｏｉｎｇ！Ｓｐｏｒｔｓ＆Ｎｅｗｓ
2017/3/18,土,23,15,ワゴンR,4,0.3,1,2.5,5.4,6,6.5,0.7,1.4,3.7,4.9,5.1,2.9,7.4,EX,ＳｍａＳＴＡＴＩＯＮ！！
2017/3/18,土,23,15,スイフト,1.9,0.7,1,1.6,2.3,2.5,1.9,0.4,1.4,2.2,2.4,1.9,1.6,3.2,CX,芸能人が本気で考えた！ドッキリさせちゃうぞＧＰ
2017/3/18,土,23,15,ワゴンR,2,1,1,1.8,2.6,2.5,1.9,0.4,1.4,2.4,2.6,1.9,1.6,3.4,CX,芸能人が本気で考えた！ドッキリさせちゃうぞＧＰ
2017/3/18,土,23,15,スイフト,2,1,1,1.8,2.6,2.5,1.9,0.4,1.4,2.6,2.5,1.9,1.6,3.4,CX,芸能人が本気で考えた！ドッキリさせちゃうぞＧＰ
2017/3/18,土,23,15,ワゴンR スティングレー,2.1,1,1,2.2,2.6,2.5,1.9,0.4,1.4,2.6,2.6,2,1.9,3.5,CX,芸能人が本気で考えた！ドッキリさせちゃうぞＧＰ
2017/3/18,土,23,15,ワゴンR,2.4,1,1,2.2,2.9,3.1,2.6,0.4,1.4,2.8,2.8,2.4,2.3,4,CX,芸能人が本気で考えた！ドッキリさせちゃうぞＧＰ
2017/3/18,土,23,15,ワゴンR,2,0.7,0.5,1.6,2.4,2.9,5.8,0.4,0.5,0.6,1.7,1.9,4.9,4.1,EX,古舘伊知郎ショー～ＴＨＥ・マッチメイカー～
2017/3/18,土,23,15,ソリオ バンディット ハイブリッド,2.5,1,1.5,2.9,2.9,3.1,2.6,0.4,1.9,2.8,2.8,2.6,2.3,4.2,CX,芸能人が本気で考えた！ドッキリさせちゃうぞＧＰ
2017/3/18,土,22,15,ソリオ バンディット ハイブリッド,4.3,2.3,5.3,3.1,6.2,5.8,7.4,1.8,3.8,3.4,3.6,4.8,2.3,7.6,NTV,嵐にしやがれ
2017/3/18,土,22,15,スイフト,5,3,5.3,3.9,7.1,6.7,9,2.9,3.8,3.4,4.4,4.8,2.6,8.5,NTV,嵐にしやがれ
2017/3/18,土,22,15,スイフト,1.9,0.7,0.5,1,1.4,3.1,5.2,0.4,1,0.6,1.4,2.7,4.9,3.8,EX,古舘伊知郎ショー～ＴＨＥ・マッチメイカー～
2017/3/18,土,22,15,ワゴンR スティングレー,1.9,0.7,0.5,0.8,1.4,2.9,6.8,0.7,1,0.4,1.4,2.7,4.9,3.9,EX,古舘伊知郎ショー～ＴＨＥ・マッチメイカー～
2017/3/18,土,22,15,スイフト,2.9,2,1,3.3,3,3.4,2.9,1.8,1.9,3.4,3.2,3.6,2.3,5,CX,芸能人が本気で考えた！ドッキリさせちゃうぞＧＰ
2017/3/18,土,22,15,ワゴンR,2.8,1.7,1,3.3,2.9,3.3,2.9,1.8,1.4,3.4,3.1,3.4,2.3,4.7,CX,芸能人が本気で考えた！ドッキリさせちゃうぞＧＰ
2017/3/18,土,21,15,ワゴンR スティングレー,5.4,4.7,7.3,4.3,7.2,6.3,7.4,4.7,5.3,3.2,4.9,6,1.9,8.2,NTV,輝きＹＥＬＬ！
2017/3/18,土,21,15,ワゴンR,5.2,5,7.3,4.1,7.1,6.2,6.8,4.7,5.3,2.4,5,6,1.6,7.9,NTV,輝きＹＥＬＬ！
2017/3/18,土,21,15,ソリオ ハイブリッド,2.5,1,1.9,0.4,1.8,3.8,8.4,0.7,1.9,0.4,1.4,3.4,7.8,4.5,EX,古舘伊知郎ショー～ＴＨＥ・マッチメイカー～
2017/3/18,土,21,15,スイフト,5.8,6,8.3,4.3,7.7,6.3,6.1,5.7,6.3,2.6,5.8,7.2,2.6,8.9,NTV,スーパーサラリーマン左江内氏
2017/3/18,土,21,15,ワゴンR スティングレー,5.9,6,8.3,4.3,7.8,6.5,6.1,5.7,6.3,2.8,5.9,7.5,2.3,9,NTV,スーパーサラリーマン左江内氏
2017/3/18,土,21,15,スイフト,3,1.3,1,2.2,2.9,4,4.5,3.6,0,2.6,3.2,3.4,4.2,4.9,CX,芸能人が本気で考えた！ドッキリさせちゃうぞＧＰ
2017/3/18,土,21,15,ワゴンR,3,1.3,1,2.2,2.9,4,4.5,3.6,0,2.6,3.2,3.4,4.2,4.9,CX,芸能人が本気で考えた！ドッキリさせちゃうぞＧＰ
2017/3/18,土,21,15,ソリオ バンディット ハイブリッド,5.7,5.7,7.3,4.1,7.9,6.3,5.5,5.4,5.8,2.8,5.6,6.8,2.6,8.6,NTV,スーパーサラリーマン左江内氏
2017/3/18,土,21,15,ソリオ ハイブリッド,5.7,5.7,7.3,3.9,7.9,6.3,5.8,5.4,5.8,2.8,5.6,6.8,2.6,8.6,NTV,スーパーサラリーマン左江内氏
2017/3/18,土,20,15,ワゴンR,3.9,2,1,1.8,2.8,6.5,9.7,2.2,1.9,1.8,3.4,5.3,8.4,6.3,EX,世界が驚いたニッポン！スゴ～イデスネ！！視察団ＳＰ
2017/3/18,土,20,15,ワゴンR,3.9,2,1,1.8,2.8,6.5,9.7,2.2,1.9,1.8,3.4,5.3,8.4,6.3,EX,世界が驚いたニッポン！スゴ～イデスネ！！視察団ＳＰ
2017/3/18,土,19,15,ワゴンR スティングレー,3.5,1.7,0.5,1,2.6,5.3,10.3,2.2,1,1.2,2.6,5.6,8.8,6.1,EX,世界が驚いたニッポン！スゴ～イデスネ！！視察団ＳＰ
2017/3/18,土,19,15,スイフト,3.5,1.7,0.5,1,2.8,5.3,10.3,2.2,1,1.2,2.5,5.5,8.4,6,EX,世界が驚いたニッポン！スゴ～イデスネ！！視察団ＳＰ
2017/3/18,土,16,15,ワゴンR スティングレー,0.9,0,1,1.2,0.9,1.8,0.6,0.4,0,1.4,0.5,1.2,1,1.9,TBS,日本初！３６０度回転劇場髑髏城の七人ナマ体感ＳＰ
2017/3/18,土,16,15,ワゴンR,2.1,1,0.5,1.2,1.1,3.4,5.5,1.4,1,0.8,1.3,3.9,3.6,3.7,EX,おべんとレター。
2017/3/18,土,16,15,ワゴンR スティングレー,0.6,0,0,0.2,0.3,1.3,1,0.7,0,0.2,1,0.5,1,1.1,TX,人生の切符
2017/3/18,土,15,15,ソリオ ハイブリッド,0.6,0,0,0.2,0.3,1.3,1,0.7,0,0.2,1.1,0.5,1,1.2,TX,ウイニング競馬
2017/3/18,土,15,15,スイフト,1.1,0,1.9,1.4,1,1.8,0,0.4,0,1.2,1.2,2,1,2.4,TBS,アッコにおまかせ！特別編
2017/3/18,土,15,15,ソリオ ハイブリッド,1,0,0.5,1,0.9,2.2,0.3,0,0,1.2,1.1,2.2,0.3,2.3,TBS,アッコにおまかせ！特別編
2017/3/18,土,14,15,ワゴンR,0.5,0,0,0.2,0.1,1.4,1,0.7,0,0,0.6,0.5,1.9,1,TX,夢、叶えるために…
2017/3/18,土,14,15,スイフト,0.4,0,0,0.4,0.1,0.9,1,0.7,0,0.2,0.2,0.5,0,0.7,TX,厳選いい宿＆虎ノ門市場スペシャル東北編
2017/3/18,土,13,15,ワゴンR スティングレー,1.4,0.7,1.5,0.2,2.4,1.6,1,1.4,0.5,0.8,2,1.2,1.3,2.6,CX,関ジャニ∞クロニクル
2017/3/18,土,13,15,ソリオ ハイブリッド,1.5,1,1.5,0.2,2.6,1.8,1,1.4,1,0.8,2,1.4,1.3,2.8,CX,関ジャニ∞クロニクル
2017/3/18,土,13,15,ワゴンR,1.6,1,1.9,0.2,2.6,2.2,1.3,1.4,1,0.8,2,1.4,1.6,3,CX,関ジャニ∞クロニクル
2017/3/18,土,13,15,ワゴンR スティングレー,1.6,1,2.4,0.2,2.9,2,1.6,1.4,0.5,0.8,2,1.2,1.9,3.1,CX,関ジャニ∞クロニクル
2017/3/18,土,12,15,スイフト,2.5,1,1.9,0.4,3.4,3.4,2.9,1.4,0.5,1.8,3,2.4,5.2,4.8,CX,ぶらぶらサタデー
2017/3/18,土,12,15,ソリオ バンディット ハイブリッド,1.8,0.7,1.9,0.2,3.3,1.8,2.6,1.1,0.5,0.8,2.4,1.5,3.2,3.5,CX,ぶらぶらサタデー
2017/3/18,土,11,15,スイフト,1.3,0.7,1.5,0.4,2.1,1.1,1.3,1.1,0.5,0.8,1.4,1.2,3.2,2.4,CX,ＨＫＴ４８の離島へＧＯ！
2017/3/18,土,11,15,ソリオ ハイブリッド,1.4,1,1.5,0.4,1.8,1.8,1.9,1.1,0.5,0.8,1.4,1.4,2.6,2.5,CX,フィギュアスケート本田４兄妹わたしたちのレベル４
2017/3/18,土,11,15,ワゴンR スティングレー,1.4,0.3,1.5,0.4,1.5,2.2,2.3,1.1,0.5,0.6,1.4,1.7,2.6,2.5,CX,フィギュアスケート本田４兄妹わたしたちのレベル４
2017/3/18,土,11,15,ワゴンR,1.5,0,1.5,1.2,1.4,2.4,2.3,1.1,0.5,0.4,1.3,2,2.9,2.6,CX,フィギュアスケート本田４兄妹わたしたちのレベル４
2017/3/18,土,11,15,ワゴンR スティングレー,1.5,0.3,1.5,1,1.9,1.8,2.9,1.4,0.5,0.6,1.6,1.5,2.3,2.6,CX,フィギュアスケート本田４兄妹わたしたちのレベル４
2017/3/18,土,10,15,ソリオ バンディット ハイブリッド,1.5,0.3,1,1.2,2,2,2.6,1.1,0.5,0.8,1.9,1.2,2.3,2.9,CX,フィギュアスケート本田４兄妹わたしたちのレベル４
2017/3/18,土,10,15,ワゴンR スティングレー,1.6,0.7,1.9,1.2,2.6,1.6,1.9,1.1,0.5,0.8,1.9,1.4,2.3,3,CX,ライオンのグータッチ
