StartDate,Geo,Query,Impressions,Clicks,Queries
2016-05-24,Japan / Saitama (Prefecture),toyota,132,35,116
2016-05-24,Japan / Chiba (Prefecture),トヨタ,757,119,722
2016-05-24,Japan / Chiba (Prefecture),toyota,97,10,97
2016-05-24,Japan / Tokyo (Prefecture),トヨタ,3594,513,3701
2016-05-24,Japan / Tokyo (Prefecture),toyota,747,116,790
2016-05-24,Japan / Kanagawa (Prefecture),トヨタ,1397,198,1274
2016-05-24,Japan / Kanagawa (Prefecture),toyota,307,47,291
2016-05-25,Japan,トヨタ,20122,2833,20079
2016-05-25,Japan,toyota,3313,559,3247
2016-05-25,Japan / Ibaraki (Prefecture),トヨタ,453,61,423
2016-05-25,Japan / Ibaraki (Prefecture),toyota,62,9,50
2016-05-25,Japan / Tochigi (Prefecture),トヨタ,252,34,274
2016-05-25,Japan / Tochigi (Prefecture),toyota,55,7,56
2016-05-25,Japan / Gunma (Prefecture),トヨタ,296,42,289
2016-05-25,Japan / Gunma (Prefecture),toyota,52,11,39
2016-05-25,Japan / Saitama (Prefecture),トヨタ,830,124,837
2016-05-25,Japan / Saitama (Prefecture),toyota,140,22,136
2016-05-25,Japan / Chiba (Prefecture),トヨタ,710,104,696
2016-05-25,Japan / Chiba (Prefecture),toyota,82,14,92
2016-05-25,Japan / Tokyo (Prefecture),トヨタ,3498,505,3730
2016-05-25,Japan / Tokyo (Prefecture),toyota,696,113,765
2016-05-25,Japan / Kanagawa (Prefecture),トヨタ,1414,194,1266
2016-05-25,Japan / Kanagawa (Prefecture),toyota,240,50,250
2016-05-26,Japan,トヨタ,17464,2189,20033
2016-05-26,Japan,toyota,2767,449,3298
2016-05-26,Japan / Ibaraki (Prefecture),トヨタ,336,56,444
2016-05-26,Japan / Ibaraki (Prefecture),toyota,35,3,50
2016-05-26,Japan / Tochigi (Prefecture),トヨタ,211,32,270
2016-05-26,Japan / Tochigi (Prefecture),toyota,41,10,54
2016-05-26,Japan / Gunma (Prefecture),トヨタ,276,37,315
2016-05-26,Japan / Gunma (Prefecture),toyota,45,11,48
2016-05-26,Japan / Saitama (Prefecture),トヨタ,683,81,813
2016-05-26,Japan / Saitama (Prefecture),toyota,91,15,114
2016-05-26,Japan / Chiba (Prefecture),トヨタ,555,69,697
2016-05-26,Japan / Chiba (Prefecture),toyota,73,9,102
2016-05-26,Japan / Tokyo (Prefecture),トヨタ,2877,351,3621
2016-05-26,Japan / Tokyo (Prefecture),toyota,635,87,769
2016-05-26,Japan / Kanagawa (Prefecture),トヨタ,1190,167,1226
2016-05-26,Japan / Kanagawa (Prefecture),toyota,208,32,259
2016-05-27,Japan,トヨタ,22783,2935,19829
2016-05-27,Japan,toyota,2582,431,2625
2016-05-27,Japan / Ibaraki (Prefecture),トヨタ,499,61,464
2016-05-27,Japan / Ibaraki (Prefecture),toyota,35,6,37
2016-05-27,Japan / Tochigi (Prefecture),トヨタ,299,44,279
2016-05-27,Japan / Tochigi (Prefecture),toyota,30,4,27
2016-05-27,Japan / Gunma (Prefecture),トヨタ,291,37,275
2016-05-27,Japan / Gunma (Prefecture),toyota,23,5,28
2016-05-27,Japan / Saitama (Prefecture),トヨタ,1073,148,937
2016-05-27,Japan / Saitama (Prefecture),toyota,112,23,171
2016-05-27,Japan / Chiba (Prefecture),トヨタ,919,158,793
2016-05-27,Japan / Chiba (Prefecture),toyota,88,18,94
2016-05-27,Japan / Tokyo (Prefecture),トヨタ,3294,434,3092
2016-05-27,Japan / Tokyo (Prefecture),toyota,426,68,506
2016-05-27,Japan / Kanagawa (Prefecture),トヨタ,1520,202,1276
2016-05-27,Japan / Kanagawa (Prefecture),toyota,212,31,196
2016-05-28,Japan,トヨタ,23303,3029,22123
2016-05-28,Japan,toyota,2588,412,2763
2016-05-28,Japan / Ibaraki (Prefecture),トヨタ,526,58,464
2016-05-28,Japan / Ibaraki (Prefecture),toyota,51,7,58
2016-05-28,Japan / Tochigi (Prefecture),トヨタ,354,40,326
2016-05-28,Japan / Tochigi (Prefecture),toyota,29,6,50
2016-05-28,Japan / Gunma (Prefecture),トヨタ,389,49,363
2016-05-28,Japan / Gunma (Prefecture),toyota,43,3,41
2016-05-28,Japan / Saitama (Prefecture),トヨタ,1101,151,1058
2016-05-28,Japan / Saitama (Prefecture),toyota,100,19,111
2016-05-28,Japan / Chiba (Prefecture),トヨタ,903,110,891
2016-05-28,Japan / Chiba (Prefecture),toyota,97,10,127
2016-05-28,Japan / Tokyo (Prefecture),トヨタ,3145,388,3178
2016-05-28,Japan / Tokyo (Prefecture),toyota,430,75,484
2016-05-28,Japan / Kanagawa (Prefecture),トヨタ,1672,236,1454
2016-05-28,Japan / Kanagawa (Prefecture),toyota,168,28,181
2016-05-29,Japan,トヨタ,22109,2880,22166
2016-05-29,Japan,toyota,3245,542,3246
2016-05-29,Japan / Ibaraki (Prefecture),トヨタ,455,79,468
2016-05-29,Japan / Ibaraki (Prefecture),toyota,67,14,77
2016-05-29,Japan / Tochigi (Prefecture),トヨタ,331,36,311
2016-05-29,Japan / Tochigi (Prefecture),toyota,38,6,39
2016-05-29,Japan / Gunma (Prefecture),トヨタ,298,29,307
2016-05-29,Japan / Gunma (Prefecture),toyota,29,0,36
2016-05-29,Japan / Saitama (Prefecture),トヨタ,1005,137,954
2016-05-29,Japan / Saitama (Prefecture),toyota,146,19,124
2016-05-29,Japan / Chiba (Prefecture),トヨタ,861,130,855
2016-05-29,Japan / Chiba (Prefecture),toyota,113,24,116
2016-05-29,Japan / Tokyo (Prefecture),トヨタ,3694,455,3899
2016-05-29,Japan / Tokyo (Prefecture),toyota,627,99,668
2016-05-29,Japan / Kanagawa (Prefecture),トヨタ,1460,209,1328
2016-05-29,Japan / Kanagawa (Prefecture),toyota,235,49,236
2016-05-30,Japan,トヨタ,26887,3299,24553
2016-05-30,Japan,toyota,3552,597,3701
2016-05-30,Japan / Ibaraki (Prefecture),トヨタ,410,67,405
2016-05-30,Japan / Ibaraki (Prefecture),toyota,40,8,51
2016-05-30,Japan / Tochigi (Prefecture),トヨタ,338,46,305
2016-05-30,Japan / Tochigi (Prefecture),toyota,45,4,51
2016-05-30,Japan / Gunma (Prefecture),トヨタ,329,44,310
2016-05-30,Japan / Gunma (Prefecture),toyota,35,6,37
2016-05-30,Japan / Saitama (Prefecture),トヨタ,1010,129,954
2016-05-30,Japan / Saitama (Prefecture),toyota,124,12,136
2016-05-30,Japan / Chiba (Prefecture),トヨタ,878,150,787
2016-05-30,Japan / Chiba (Prefecture),toyota,113,16,126
2016-05-30,Japan / Tokyo (Prefecture),トヨタ,4439,597,4207
2016-05-30,Japan / Tokyo (Prefecture),toyota,786,118,865
2016-05-30,Japan / Kanagawa (Prefecture),トヨタ,1848,213,1431
2016-05-30,Japan / Kanagawa (Prefecture),toyota,268,42,268
2016-05-31,Japan,トヨタ,31369,3984,26530
2016-05-31,Japan,toyota,3542,594,3492
2016-05-31,Japan / Ibaraki (Prefecture),トヨタ,462,64,387
2016-05-31,Japan / Ibaraki (Prefecture),toyota,47,11,53
2016-05-31,Japan / Tochigi (Prefecture),トヨタ,342,33,292
2016-05-31,Japan / Tochigi (Prefecture),toyota,47,8,45
2016-05-31,Japan / Gunma (Prefecture),トヨタ,320,41,277
2016-05-31,Japan / Gunma (Prefecture),toyota,35,7,36
2016-05-31,Japan / Saitama (Prefecture),トヨタ,1093,173,902
2016-05-31,Japan / Saitama (Prefecture),toyota,141,21,141
2016-05-31,Japan / Chiba (Prefecture),トヨタ,813,110,669
2016-05-31,Japan / Chiba (Prefecture),toyota,101,20,115
2016-05-31,Japan / Tokyo (Prefecture),トヨタ,4849,714,4360
2016-05-31,Japan / Tokyo (Prefecture),toyota,854,129,874
2016-05-31,Japan / Kanagawa (Prefecture),トヨタ,1835,251,1306
2016-05-31,Japan / Kanagawa (Prefecture),toyota,235,46,237
2016-06-01,Japan,トヨタ,27823,4227,23963
2016-06-01,Japan,toyota,3507,604,3366
2016-06-01,Japan / Ibaraki (Prefecture),トヨタ,563,92,471
2016-06-01,Japan / Ibaraki (Prefecture),toyota,58,13,55
2016-06-01,Japan / Tochigi (Prefecture),トヨタ,382,67,340
2016-06-01,Japan / Tochigi (Prefecture),toyota,94,10,51
2016-06-01,Japan / Gunma (Prefecture),トヨタ,355,51,302
2016-06-01,Japan / Gunma (Prefecture),toyota,29,4,29
2016-06-01,Japan / Saitama (Prefecture),トヨタ,1100,183,938
2016-06-01,Japan / Saitama (Prefecture),toyota,114,22,113
2016-06-01,Japan / Chiba (Prefecture),トヨタ,873,167,774
2016-06-01,Japan / Chiba (Prefecture),toyota,114,20,121
2016-06-01,Japan / Tokyo (Prefecture),トヨタ,4425,726,4259
2016-06-01,Japan / Tokyo (Prefecture),toyota,702,116,756
2016-06-01,Japan / Kanagawa (Prefecture),トヨタ,1879,283,1390
2016-06-01,Japan / Kanagawa (Prefecture),toyota,253,46,255
2016-06-02,Japan,トヨタ,24225,3152,20541
2016-06-02,Japan,toyota,3565,571,3292
2016-06-02,Japan / Ibaraki (Prefecture),トヨタ,447,54,388
2016-06-02,Japan / Ibaraki (Prefecture),toyota,75,20,67
2016-06-02,Japan / Tochigi (Prefecture),トヨタ,303,45,275
2016-06-02,Japan / Tochigi (Prefecture),toyota,42,12,40
2016-06-02,Japan / Gunma (Prefecture),トヨタ,309,40,261
2016-06-02,Japan / Gunma (Prefecture),toyota,46,5,48
2016-06-02,Japan / Saitama (Prefecture),トヨタ,1022,131,829
2016-06-02,Japan / Saitama (Prefecture),toyota,120,13,116
2016-06-02,Japan / Chiba (Prefecture),トヨタ,826,118,714
2016-06-02,Japan / Chiba (Prefecture),toyota,91,16,85
2016-06-02,Japan / Tokyo (Prefecture),トヨタ,3876,568,3679
2016-06-02,Japan / Tokyo (Prefecture),toyota,770,114,800
2016-06-02,Japan / Kanagawa (Prefecture),トヨタ,1748,228,1317
2016-06-02,Japan / Kanagawa (Prefecture),toyota,254,46,251
2016-06-03,Japan,トヨタ,25283,3413,21244
2016-06-03,Japan,toyota,3009,560,2611
2016-06-03,Japan / Ibaraki (Prefecture),トヨタ,514,62,444
2016-06-03,Japan / Ibaraki (Prefecture),toyota,53,5,49
2016-06-03,Japan / Tochigi (Prefecture),トヨタ,351,63,289
2016-06-03,Japan / Tochigi (Prefecture),toyota,49,5,36
2016-06-03,Japan / Gunma (Prefecture),トヨタ,465,53,361
2016-06-03,Japan / Gunma (Prefecture),toyota,54,9,42
2016-06-03,Japan / Saitama (Prefecture),トヨタ,1096,180,916
2016-06-03,Japan / Saitama (Prefecture),toyota,131,28,112
2016-06-03,Japan / Chiba (Prefecture),トヨタ,942,151,805
2016-06-03,Japan / Chiba (Prefecture),toyota,120,26,114
2016-06-03,Japan / Tokyo (Prefecture),トヨタ,3659,509,3447
2016-06-03,Japan / Tokyo (Prefecture),toyota,483,95,494
2016-06-03,Japan / Kanagawa (Prefecture),トヨタ,1777,236,1308
2016-06-03,Japan / Kanagawa (Prefecture),toyota,212,41,195
2016-06-04,Japan,トヨタ,28578,4126,23448
2016-06-04,Japan,toyota,3087,592,2687
2016-06-04,Japan / Ibaraki (Prefecture),トヨタ,667,95,503
2016-06-04,Japan / Ibaraki (Prefecture),toyota,52,11,49
2016-06-04,Japan / Tochigi (Prefecture),トヨタ,468,80,376
2016-06-04,Japan / Tochigi (Prefecture),toyota,59,12,36
2016-06-04,Japan / Gunma (Prefecture),トヨタ,349,51,314
2016-06-04,Japan / Gunma (Prefecture),toyota,36,5,33
2016-06-04,Japan / Saitama (Prefecture),トヨタ,1270,195,1077
2016-06-04,Japan / Saitama (Prefecture),toyota,138,29,113
2016-06-04,Japan / Chiba (Prefecture),トヨタ,1113,182,916
2016-06-04,Japan / Chiba (Prefecture),toyota,153,15,131
2016-06-04,Japan / Tokyo (Prefecture),トヨタ,3582,512,3340
2016-06-04,Japan / Tokyo (Prefecture),toyota,445,84,445
2016-06-04,Japan / Kanagawa (Prefecture),トヨタ,2012,295,1479
2016-06-04,Japan / Kanagawa (Prefecture),toyota,230,43,194
2016-06-05,Japan,トヨタ,28394,3988,24486
2016-06-05,Japan,toyota,4155,645,3607
2016-06-05,Japan / Ibaraki (Prefecture),トヨタ,588,95,512
2016-06-05,Japan / Ibaraki (Prefecture),toyota,99,17,69
2016-06-05,Japan / Tochigi (Prefecture),トヨタ,429,55,383
2016-06-05,Japan / Tochigi (Prefecture),toyota,55,7,54
2016-06-05,Japan / Gunma (Prefecture),トヨタ,389,52,358
2016-06-05,Japan / Gunma (Prefecture),toyota,48,12,42
2016-06-05,Japan / Saitama (Prefecture),トヨタ,1283,194,1102
2016-06-05,Japan / Saitama (Prefecture),toyota,170,27,154
2016-06-05,Japan / Chiba (Prefecture),トヨタ,1131,185,992
2016-06-05,Japan / Chiba (Prefecture),toyota,143,29,129
2016-06-05,Japan / Tokyo (Prefecture),トヨタ,4627,665,4315
2016-06-05,Japan / Tokyo (Prefecture),toyota,838,122,789
2016-06-05,Japan / Kanagawa (Prefecture),トヨタ,2156,278,1684
2016-06-05,Japan / Kanagawa (Prefecture),toyota,323,54,273
2016-06-06,Japan,トヨタ,31466,4820,28017
2016-06-06,Japan,toyota,5612,995,5118
2016-06-06,Japan / Ibaraki (Prefecture),トヨタ,658,77,589
2016-06-06,Japan / Ibaraki (Prefecture),toyota,78,13,70
2016-06-06,Japan / Tochigi (Prefecture),トヨタ,429,74,386
2016-06-06,Japan / Tochigi (Prefecture),toyota,83,15,82
2016-06-06,Japan / Gunma (Prefecture),トヨタ,367,55,356
2016-06-06,Japan / Gunma (Prefecture),toyota,79,13,68
2016-06-06,Japan / Saitama (Prefecture),トヨタ,1426,227,1225
2016-06-06,Japan / Saitama (Prefecture),toyota,181,41,176
2016-06-06,Japan / Chiba (Prefecture),トヨタ,1230,197,1068
2016-06-06,Japan / Chiba (Prefecture),toyota,207,47,192
2016-06-06,Japan / Tokyo (Prefecture),トヨタ,5269,844,5071
2016-06-06,Japan / Tokyo (Prefecture),toyota,1115,201,1156
2016-06-06,Japan / Kanagawa (Prefecture),トヨタ,2180,367,1807
2016-06-06,Japan / Kanagawa (Prefecture),toyota,428,78,398
2016-06-07,Japan,トヨタ,29514,4189,23839
2016-06-07,Japan,toyota,4470,721,4020
2016-06-07,Japan / Ibaraki (Prefecture),トヨタ,489,89,431
2016-06-07,Japan / Ibaraki (Prefecture),toyota,82,15,72
2016-06-07,Japan / Tochigi (Prefecture),トヨタ,415,66,321
2016-06-07,Japan / Tochigi (Prefecture),toyota,84,12,61
2016-06-07,Japan / Gunma (Prefecture),トヨタ,370,57,285
2016-06-07,Japan / Gunma (Prefecture),toyota,64,14,52
2016-06-07,Japan / Saitama (Prefecture),トヨタ,1273,214,1022
2016-06-07,Japan / Saitama (Prefecture),toyota,182,31,183
2016-06-07,Japan / Chiba (Prefecture),トヨタ,1060,190,867
2016-06-07,Japan / Chiba (Prefecture),toyota,132,31,128
2016-06-07,Japan / Tokyo (Prefecture),トヨタ,4762,677,4190
2016-06-07,Japan / Tokyo (Prefecture),toyota,882,128,892
2016-06-07,Japan / Kanagawa (Prefecture),トヨタ,2048,312,1545
2016-06-07,Japan / Kanagawa (Prefecture),toyota,304,45,283
2016-06-08,Japan,トヨタ,27509,3883,22812
2016-06-08,Japan,toyota,4239,745,3947
2016-06-08,Japan / Ibaraki (Prefecture),トヨタ,538,79,464
2016-06-08,Japan / Ibaraki (Prefecture),toyota,65,14,57
2016-06-08,Japan / Tochigi (Prefecture),トヨタ,386,70,301
2016-06-08,Japan / Tochigi (Prefecture),toyota,92,5,76
2016-06-08,Japan / Gunma (Prefecture),トヨタ,394,62,332
2016-06-08,Japan / Gunma (Prefecture),toyota,74,9,59
2016-06-08,Japan / Saitama (Prefecture),トヨタ,1099,164,902
2016-06-08,Japan / Saitama (Prefecture),toyota,159,20,145
2016-06-08,Japan / Chiba (Prefecture),トヨタ,1009,191,847
2016-06-08,Japan / Chiba (Prefecture),toyota,164,34,140
2016-06-08,Japan / Tokyo (Prefecture),トヨタ,4638,632,4130
2016-06-08,Japan / Tokyo (Prefecture),toyota,905,138,914
2016-06-08,Japan / Kanagawa (Prefecture),トヨタ,2031,294,1508
2016-06-08,Japan / Kanagawa (Prefecture),toyota,264,58,261
2016-06-09,Japan,トヨタ,25214,3521,21926
2016-06-09,Japan,toyota,3940,711,3635
2016-06-09,Japan / Ibaraki (Prefecture),トヨタ,521,91,430
2016-06-09,Japan / Ibaraki (Prefecture),toyota,73,15,64
2016-06-09,Japan / Tochigi (Prefecture),トヨタ,359,60,298
2016-06-09,Japan / Tochigi (Prefecture),toyota,49,11,43
2016-06-09,Japan / Gunma (Prefecture),トヨタ,302,54,304
2016-06-09,Japan / Gunma (Prefecture),toyota,50,5,49
2016-06-09,Japan / Saitama (Prefecture),トヨタ,998,152,879
2016-06-09,Japan / Saitama (Prefecture),toyota,150,31,141
2016-06-09,Japan / Chiba (Prefecture),トヨタ,860,110,752
2016-06-09,Japan / Chiba (Prefecture),toyota,123,26,117
2016-06-09,Japan / Tokyo (Prefecture),トヨタ,4390,601,3969
2016-06-09,Japan / Tokyo (Prefecture),toyota,853,138,863
2016-06-09,Japan / Kanagawa (Prefecture),トヨタ,1650,239,1371
2016-06-09,Japan / Kanagawa (Prefecture),toyota,301,66,241
2016-06-10,Japan,トヨタ,25426,3634,20787
2016-06-10,Japan,toyota,3300,626,2925
2016-06-10,Japan / Ibaraki (Prefecture),トヨタ,533,60,441
2016-06-10,Japan / Ibaraki (Prefecture),toyota,51,11,43
2016-06-10,Japan / Tochigi (Prefecture),トヨタ,321,50,282
2016-06-10,Japan / Tochigi (Prefecture),toyota,29,8,32
2016-06-10,Japan / Gunma (Prefecture),トヨタ,359,35,304
2016-06-10,Japan / Gunma (Prefecture),toyota,41,4,42
2016-06-10,Japan / Saitama (Prefecture),トヨタ,1136,180,857
2016-06-10,Japan / Saitama (Prefecture),toyota,150,26,122
2016-06-10,Japan / Chiba (Prefecture),トヨタ,927,183,750
2016-06-10,Japan / Chiba (Prefecture),toyota,164,32,141
2016-06-10,Japan / Tokyo (Prefecture),トヨタ,3910,536,3374
2016-06-10,Japan / Tokyo (Prefecture),toyota,593,131,580
2016-06-10,Japan / Kanagawa (Prefecture),トヨタ,1858,264,1353
2016-06-10,Japan / Kanagawa (Prefecture),toyota,251,56,224
2016-06-11,Japan,トヨタ,27935,4128,22786
2016-06-11,Japan,toyota,3145,694,2819
2016-06-11,Japan / Ibaraki (Prefecture),トヨタ,695,117,524
2016-06-11,Japan / Ibaraki (Prefecture),toyota,70,18,56
2016-06-11,Japan / Tochigi (Prefecture),トヨタ,409,68,332
2016-06-11,Japan / Tochigi (Prefecture),toyota,28,8,30
2016-06-11,Japan / Gunma (Prefecture),トヨタ,472,45,342
2016-06-11,Japan / Gunma (Prefecture),toyota,44,12,31
2016-06-11,Japan / Saitama (Prefecture),トヨタ,1268,201,966
2016-06-11,Japan / Saitama (Prefecture),toyota,148,36,128
2016-06-11,Japan / Chiba (Prefecture),トヨタ,1064,166,883
2016-06-11,Japan / Chiba (Prefecture),toyota,139,34,119
2016-06-11,Japan / Tokyo (Prefecture),トヨタ,3832,578,3307
2016-06-11,Japan / Tokyo (Prefecture),toyota,474,97,459
2016-06-11,Japan / Kanagawa (Prefecture),トヨタ,2035,288,1469
2016-06-11,Japan / Kanagawa (Prefecture),toyota,256,59,223
2016-06-12,Japan,トヨタ,27553,4053,23432
2016-06-12,Japan,toyota,4108,791,3733
2016-06-12,Japan / Ibaraki (Prefecture),トヨタ,612,83,459
2016-06-12,Japan / Ibaraki (Prefecture),toyota,67,20,58
2016-06-12,Japan / Tochigi (Prefecture),トヨタ,321,51,298
2016-06-12,Japan / Tochigi (Prefecture),toyota,61,12,52
2016-06-12,Japan / Gunma (Prefecture),トヨタ,431,78,362
2016-06-12,Japan / Gunma (Prefecture),toyota,57,14,52
2016-06-12,Japan / Saitama (Prefecture),トヨタ,1261,168,968
2016-06-12,Japan / Saitama (Prefecture),toyota,152,36,140
2016-06-12,Japan / Chiba (Prefecture),トヨタ,1081,189,968
2016-06-12,Japan / Chiba (Prefecture),toyota,121,23,124
2016-06-12,Japan / Tokyo (Prefecture),トヨタ,4389,722,3939
2016-06-12,Japan / Tokyo (Prefecture),toyota,784,139,808
2016-06-12,Japan / Kanagawa (Prefecture),トヨタ,1880,283,1472
2016-06-12,Japan / Kanagawa (Prefecture),toyota,330,78,292
2016-06-13,Japan,トヨタ,28194,4058,24252
2016-06-13,Japan,toyota,4547,820,4174
2016-06-13,Japan / Ibaraki (Prefecture),トヨタ,518,81,471
2016-06-13,Japan / Ibaraki (Prefecture),toyota,63,15,60
2016-06-13,Japan / Tochigi (Prefecture),トヨタ,376,57,321
2016-06-13,Japan / Tochigi (Prefecture),toyota,73,11,70
2016-06-13,Japan / Gunma (Prefecture),トヨタ,363,49,338
2016-06-13,Japan / Gunma (Prefecture),toyota,50,9,52
2016-06-13,Japan / Saitama (Prefecture),トヨタ,1291,192,1056
2016-06-13,Japan / Saitama (Prefecture),toyota,232,47,204
2016-06-13,Japan / Chiba (Prefecture),トヨタ,983,149,889
2016-06-13,Japan / Chiba (Prefecture),toyota,175,36,153
2016-06-13,Japan / Tokyo (Prefecture),トヨタ,4539,680,4287
2016-06-13,Japan / Tokyo (Prefecture),toyota,949,132,927
2016-06-13,Japan / Kanagawa (Prefecture),トヨタ,1959,297,1497
2016-06-13,Japan / Kanagawa (Prefecture),toyota,306,72,303
2016-06-14,Japan,トヨタ,24714,3671,21329
2016-06-14,Japan,toyota,4006,710,3667
2016-06-14,Japan / Ibaraki (Prefecture),トヨタ,448,69,401
2016-06-14,Japan / Ibaraki (Prefecture),toyota,65,14,63
2016-06-14,Japan / Tochigi (Prefecture),トヨタ,337,51,317
2016-06-14,Japan / Tochigi (Prefecture),toyota,65,15,53
2016-06-14,Japan / Gunma (Prefecture),トヨタ,337,39,276
2016-06-14,Japan / Gunma (Prefecture),toyota,56,10,52
2016-06-14,Japan / Saitama (Prefecture),トヨタ,1140,165,900
2016-06-14,Japan / Saitama (Prefecture),toyota,157,34,138
2016-06-14,Japan / Chiba (Prefecture),トヨタ,825,139,719
2016-06-14,Japan / Chiba (Prefecture),toyota,100,24,99
2016-06-14,Japan / Tokyo (Prefecture),トヨタ,4290,614,4010
2016-06-14,Japan / Tokyo (Prefecture),toyota,914,126,912
2016-06-14,Japan / Kanagawa (Prefecture),トヨタ,1691,277,1363
2016-06-14,Japan / Kanagawa (Prefecture),toyota,246,58,241
2016-06-15,Japan,トヨタ,27133,4054,22457
2016-06-15,Japan,toyota,4013,822,3749
2016-06-15,Japan / Ibaraki (Prefecture),トヨタ,504,87,451
2016-06-15,Japan / Ibaraki (Prefecture),toyota,61,10,56
2016-06-15,Japan / Tochigi (Prefecture),トヨタ,344,48,297
2016-06-15,Japan / Tochigi (Prefecture),toyota,58,16,54
2016-06-15,Japan / Gunma (Prefecture),トヨタ,339,52,301
2016-06-15,Japan / Gunma (Prefecture),toyota,50,12,49
2016-06-15,Japan / Saitama (Prefecture),トヨタ,1487,189,877
2016-06-15,Japan / Saitama (Prefecture),toyota,163,34,180
2016-06-15,Japan / Chiba (Prefecture),トヨタ,927,149,830
2016-06-15,Japan / Chiba (Prefecture),toyota,104,19,108
2016-06-15,Japan / Tokyo (Prefecture),トヨタ,4817,711,3964
2016-06-15,Japan / Tokyo (Prefecture),toyota,852,148,866
2016-06-15,Japan / Kanagawa (Prefecture),トヨタ,1847,264,1446
2016-06-15,Japan / Kanagawa (Prefecture),toyota,257,63,241
2016-06-16,Japan,トヨタ,25221,3873,21849
2016-06-16,Japan,toyota,4007,852,3655
2016-06-16,Japan / Ibaraki (Prefecture),トヨタ,483,93,428
2016-06-16,Japan / Ibaraki (Prefecture),toyota,54,15,55
2016-06-16,Japan / Tochigi (Prefecture),トヨタ,347,67,301
2016-06-16,Japan / Tochigi (Prefecture),toyota,63,14,59
2016-06-16,Japan / Gunma (Prefecture),トヨタ,303,53,294
2016-06-16,Japan / Gunma (Prefecture),toyota,43,6,41
2016-06-16,Japan / Saitama (Prefecture),トヨタ,1557,180,923
2016-06-16,Japan / Saitama (Prefecture),toyota,175,33,151
2016-06-16,Japan / Chiba (Prefecture),トヨタ,845,164,780
2016-06-16,Japan / Chiba (Prefecture),toyota,110,31,98
2016-06-16,Japan / Tokyo (Prefecture),トヨタ,4311,679,3912
2016-06-16,Japan / Tokyo (Prefecture),toyota,769,174,785
2016-06-16,Japan / Kanagawa (Prefecture),トヨタ,1875,254,1483
2016-06-16,Japan / Kanagawa (Prefecture),toyota,297,58,315
2016-06-17,Japan,トヨタ,24709,3451,21173
2016-06-17,Japan,toyota,2837,587,2817
2016-06-17,Japan / Ibaraki (Prefecture),トヨタ,432,71,428
2016-06-17,Japan / Ibaraki (Prefecture),toyota,61,17,62
2016-06-17,Japan / Tochigi (Prefecture),トヨタ,303,46,279
2016-06-17,Japan / Tochigi (Prefecture),toyota,35,7,45
2016-06-17,Japan / Gunma (Prefecture),トヨタ,391,59,338
2016-06-17,Japan / Gunma (Prefecture),toyota,21,3,32
2016-06-17,Japan / Saitama (Prefecture),トヨタ,1573,177,948
2016-06-17,Japan / Saitama (Prefecture),toyota,139,24,143
2016-06-17,Japan / Chiba (Prefecture),トヨタ,861,132,806
2016-06-17,Japan / Chiba (Prefecture),toyota,117,21,122
2016-06-17,Japan / Tokyo (Prefecture),トヨタ,3700,501,3376
2016-06-17,Japan / Tokyo (Prefecture),toyota,510,101,538
2016-06-17,Japan / Kanagawa (Prefecture),トヨタ,1680,230,1309
2016-06-17,Japan / Kanagawa (Prefecture),toyota,222,39,221
2016-06-18,Japan,トヨタ,29742,4685,24175
2016-06-18,Japan,toyota,3340,687,3092
2016-06-18,Japan / Ibaraki (Prefecture),トヨタ,535,94,464
2016-06-18,Japan / Ibaraki (Prefecture),toyota,58,15,60
2016-06-18,Japan / Tochigi (Prefecture),トヨタ,419,76,391
2016-06-18,Japan / Tochigi (Prefecture),toyota,53,16,44
2016-06-18,Japan / Gunma (Prefecture),トヨタ,449,60,373
2016-06-18,Japan / Gunma (Prefecture),toyota,49,4,42
2016-06-18,Japan / Saitama (Prefecture),トヨタ,1717,255,1080
2016-06-18,Japan / Saitama (Prefecture),toyota,162,35,170
2016-06-18,Japan / Chiba (Prefecture),トヨタ,1108,225,965
2016-06-18,Japan / Chiba (Prefecture),toyota,157,33,147
2016-06-18,Japan / Tokyo (Prefecture),トヨタ,4450,670,3729
2016-06-18,Japan / Tokyo (Prefecture),toyota,497,98,503
2016-06-18,Japan / Kanagawa (Prefecture),トヨタ,2062,360,1543
2016-06-18,Japan / Kanagawa (Prefecture),toyota,275,48,242
2016-06-19,Japan,トヨタ,30256,3673,30562
2016-06-19,Japan,toyota,4571,856,5253
2016-06-19,Japan / Ibaraki (Prefecture),トヨタ,463,59,559
2016-06-19,Japan / Ibaraki (Prefecture),toyota,61,13,80
2016-06-19,Japan / Tochigi (Prefecture),トヨタ,390,57,460
2016-06-19,Japan / Tochigi (Prefecture),toyota,76,15,82
2016-06-19,Japan / Gunma (Prefecture),トヨタ,364,42,405
2016-06-19,Japan / Gunma (Prefecture),toyota,51,9,63
2016-06-19,Japan / Saitama (Prefecture),トヨタ,1841,157,1394
2016-06-19,Japan / Saitama (Prefecture),toyota,204,37,247
2016-06-19,Japan / Chiba (Prefecture),トヨタ,923,134,1098
2016-06-19,Japan / Chiba (Prefecture),toyota,180,43,206
2016-06-19,Japan / Tokyo (Prefecture),トヨタ,5958,676,5622
2016-06-19,Japan / Tokyo (Prefecture),toyota,951,174,1165
2016-06-19,Japan / Kanagawa (Prefecture),トヨタ,2305,314,2294
