StartDate,Geo,Query,Impressions,Clicks,Queries
2016-09-01,Japan / Tochigi (Prefecture),トヨタ,288,54,309
2016-09-01,Japan / Tochigi (Prefecture),toyota,45,6,47
2016-09-01,Japan / Gunma (Prefecture),トヨタ,316,54,298
2016-09-01,Japan / Gunma (Prefecture),toyota,41,12,39
2016-09-01,Japan / Saitama (Prefecture),トヨタ,848,155,799
2016-09-01,Japan / Saitama (Prefecture),toyota,123,22,118
2016-09-01,Japan / Chiba (Prefecture),トヨタ,730,105,758
2016-09-01,Japan / Chiba (Prefecture),toyota,98,18,103
2016-09-01,Japan / Tokyo (Prefecture),トヨタ,3339,640,3364
2016-09-01,Japan / Tokyo (Prefecture),toyota,669,150,777
2016-09-01,Japan / Kanagawa (Prefecture),トヨタ,1514,237,1315
2016-09-01,Japan / Kanagawa (Prefecture),toyota,204,57,216
2016-09-02,Japan,トヨタ,21200,3733,22579
2016-09-02,Japan,toyota,2791,659,2974
2016-09-02,Japan / Ibaraki (Prefecture),トヨタ,491,89,535
2016-09-02,Japan / Ibaraki (Prefecture),toyota,50,9,54
2016-09-02,Japan / Tochigi (Prefecture),トヨタ,372,60,382
2016-09-02,Japan / Tochigi (Prefecture),toyota,44,13,45
2016-09-02,Japan / Gunma (Prefecture),トヨタ,336,60,360
2016-09-02,Japan / Gunma (Prefecture),toyota,33,7,37
2016-09-02,Japan / Saitama (Prefecture),トヨタ,978,177,1005
2016-09-02,Japan / Saitama (Prefecture),toyota,162,44,146
2016-09-02,Japan / Chiba (Prefecture),トヨタ,823,138,858
2016-09-02,Japan / Chiba (Prefecture),toyota,109,28,126
2016-09-02,Japan / Tokyo (Prefecture),トヨタ,3000,553,3242
2016-09-02,Japan / Tokyo (Prefecture),toyota,474,92,567
2016-09-02,Japan / Kanagawa (Prefecture),トヨタ,1478,260,1443
2016-09-02,Japan / Kanagawa (Prefecture),toyota,212,52,236
2016-09-03,Japan,トヨタ,22763,4002,23785
2016-09-03,Japan,toyota,2757,619,2809
2016-09-03,Japan / Ibaraki (Prefecture),トヨタ,531,91,551
2016-09-03,Japan / Ibaraki (Prefecture),toyota,80,21,76
2016-09-03,Japan / Tochigi (Prefecture),トヨタ,353,65,384
2016-09-03,Japan / Tochigi (Prefecture),toyota,20,3,23
2016-09-03,Japan / Gunma (Prefecture),トヨタ,429,66,403
2016-09-03,Japan / Gunma (Prefecture),toyota,25,7,28
2016-09-03,Japan / Saitama (Prefecture),トヨタ,1134,167,1077
2016-09-03,Japan / Saitama (Prefecture),toyota,148,29,145
2016-09-03,Japan / Chiba (Prefecture),トヨタ,963,199,1000
2016-09-03,Japan / Chiba (Prefecture),toyota,119,40,122
2016-09-03,Japan / Tokyo (Prefecture),トヨタ,2946,525,3264
2016-09-03,Japan / Tokyo (Prefecture),toyota,350,72,448
2016-09-03,Japan / Kanagawa (Prefecture),トヨタ,1597,290,1559
2016-09-03,Japan / Kanagawa (Prefecture),toyota,249,52,203
2016-09-04,Japan,トヨタ,21586,3642,21699
2016-09-04,Japan,toyota,3116,692,3152
2016-09-04,Japan / Ibaraki (Prefecture),トヨタ,444,74,485
2016-09-04,Japan / Ibaraki (Prefecture),toyota,56,15,58
2016-09-04,Japan / Tochigi (Prefecture),トヨタ,288,54,316
2016-09-04,Japan / Tochigi (Prefecture),toyota,36,10,36
2016-09-04,Japan / Gunma (Prefecture),トヨタ,295,47,306
2016-09-04,Japan / Gunma (Prefecture),toyota,37,11,39
2016-09-04,Japan / Saitama (Prefecture),トヨタ,961,144,917
2016-09-04,Japan / Saitama (Prefecture),toyota,125,28,119
2016-09-04,Japan / Chiba (Prefecture),トヨタ,709,127,780
2016-09-04,Japan / Chiba (Prefecture),toyota,129,24,141
2016-09-04,Japan / Tokyo (Prefecture),トヨタ,3385,585,3476
2016-09-04,Japan / Tokyo (Prefecture),toyota,570,137,636
2016-09-04,Japan / Kanagawa (Prefecture),トヨタ,1526,257,1507
2016-09-04,Japan / Kanagawa (Prefecture),toyota,217,38,220
2016-09-05,Japan,トヨタ,21055,3464,20663
2016-09-05,Japan,toyota,3326,756,3455
2016-09-05,Japan / Ibaraki (Prefecture),トヨタ,418,93,473
2016-09-05,Japan / Ibaraki (Prefecture),toyota,52,10,56
2016-09-05,Japan / Tochigi (Prefecture),トヨタ,253,40,272
2016-09-05,Japan / Tochigi (Prefecture),toyota,60,8,57
2016-09-05,Japan / Gunma (Prefecture),トヨタ,308,47,315
2016-09-05,Japan / Gunma (Prefecture),toyota,53,15,56
2016-09-05,Japan / Saitama (Prefecture),トヨタ,844,142,790
2016-09-05,Japan / Saitama (Prefecture),toyota,128,35,146
2016-09-05,Japan / Chiba (Prefecture),トヨタ,637,100,659
2016-09-05,Japan / Chiba (Prefecture),toyota,131,28,144
2016-09-05,Japan / Tokyo (Prefecture),トヨタ,3261,608,3465
2016-09-05,Japan / Tokyo (Prefecture),toyota,614,141,724
2016-09-05,Japan / Kanagawa (Prefecture),トヨタ,1494,236,1338
2016-09-05,Japan / Kanagawa (Prefecture),toyota,209,38,230
2016-09-06,Japan,トヨタ,18977,3081,20145
2016-09-06,Japan,toyota,3024,690,3238
2016-09-06,Japan / Ibaraki (Prefecture),トヨタ,399,67,431
2016-09-06,Japan / Ibaraki (Prefecture),toyota,48,10,58
2016-09-06,Japan / Tochigi (Prefecture),トヨタ,263,46,305
2016-09-06,Japan / Tochigi (Prefecture),toyota,46,18,45
2016-09-06,Japan / Gunma (Prefecture),トヨタ,281,52,277
2016-09-06,Japan / Gunma (Prefecture),toyota,18,2,30
2016-09-06,Japan / Saitama (Prefecture),トヨタ,724,132,777
2016-09-06,Japan / Saitama (Prefecture),toyota,124,26,119
2016-09-06,Japan / Chiba (Prefecture),トヨタ,649,103,695
2016-09-06,Japan / Chiba (Prefecture),toyota,120,26,114
2016-09-06,Japan / Tokyo (Prefecture),トヨタ,2993,505,3338
2016-09-06,Japan / Tokyo (Prefecture),toyota,639,154,740
2016-09-06,Japan / Kanagawa (Prefecture),トヨタ,1199,217,1259
2016-09-06,Japan / Kanagawa (Prefecture),toyota,185,41,202
2016-09-07,Japan,トヨタ,20963,3589,21732
2016-09-07,Japan,toyota,3147,695,3373
2016-09-07,Japan / Ibaraki (Prefecture),トヨタ,502,90,504
2016-09-07,Japan / Ibaraki (Prefecture),toyota,57,16,64
2016-09-07,Japan / Tochigi (Prefecture),トヨタ,306,52,304
2016-09-07,Japan / Tochigi (Prefecture),toyota,61,9,55
2016-09-07,Japan / Gunma (Prefecture),トヨタ,324,58,329
2016-09-07,Japan / Gunma (Prefecture),toyota,32,8,38
2016-09-07,Japan / Saitama (Prefecture),トヨタ,914,146,907
2016-09-07,Japan / Saitama (Prefecture),toyota,143,29,129
2016-09-07,Japan / Chiba (Prefecture),トヨタ,711,120,754
2016-09-07,Japan / Chiba (Prefecture),toyota,92,27,106
2016-09-07,Japan / Tokyo (Prefecture),トヨタ,3296,581,3536
2016-09-07,Japan / Tokyo (Prefecture),toyota,684,141,803
2016-09-07,Japan / Kanagawa (Prefecture),トヨタ,1310,236,1304
2016-09-07,Japan / Kanagawa (Prefecture),toyota,212,53,234
2016-09-08,Japan,トヨタ,22832,4020,22763
2016-09-08,Japan,toyota,3373,740,3439
2016-09-08,Japan / Ibaraki (Prefecture),トヨタ,542,99,525
2016-09-08,Japan / Ibaraki (Prefecture),toyota,52,13,61
2016-09-08,Japan / Tochigi (Prefecture),トヨタ,322,69,332
2016-09-08,Japan / Tochigi (Prefecture),toyota,68,15,59
2016-09-08,Japan / Gunma (Prefecture),トヨタ,323,62,332
2016-09-08,Japan / Gunma (Prefecture),toyota,50,4,42
2016-09-08,Japan / Saitama (Prefecture),トヨタ,1007,174,928
2016-09-08,Japan / Saitama (Prefecture),toyota,120,25,118
2016-09-08,Japan / Chiba (Prefecture),トヨタ,776,150,781
2016-09-08,Japan / Chiba (Prefecture),toyota,103,30,107
2016-09-08,Japan / Tokyo (Prefecture),トヨタ,3513,681,3635
2016-09-08,Japan / Tokyo (Prefecture),toyota,649,129,726
2016-09-08,Japan / Kanagawa (Prefecture),トヨタ,1418,244,1358
2016-09-08,Japan / Kanagawa (Prefecture),toyota,237,56,257
2016-09-09,Japan,トヨタ,25014,4184,23764
2016-09-09,Japan,toyota,3028,711,2955
2016-09-09,Japan / Ibaraki (Prefecture),トヨタ,508,75,522
2016-09-09,Japan / Ibaraki (Prefecture),toyota,45,10,50
2016-09-09,Japan / Tochigi (Prefecture),トヨタ,449,71,444
2016-09-09,Japan / Tochigi (Prefecture),toyota,38,14,29
2016-09-09,Japan / Gunma (Prefecture),トヨタ,411,69,399
2016-09-09,Japan / Gunma (Prefecture),toyota,45,14,50
2016-09-09,Japan / Saitama (Prefecture),トヨタ,1140,197,1020
2016-09-09,Japan / Saitama (Prefecture),toyota,192,40,154
2016-09-09,Japan / Chiba (Prefecture),トヨタ,869,155,835
2016-09-09,Japan / Chiba (Prefecture),toyota,108,38,114
2016-09-09,Japan / Tokyo (Prefecture),トヨタ,3248,576,3305
2016-09-09,Japan / Tokyo (Prefecture),toyota,512,135,556
2016-09-09,Japan / Kanagawa (Prefecture),トヨタ,1457,268,1344
2016-09-09,Japan / Kanagawa (Prefecture),toyota,214,55,220
2016-09-10,Japan,トヨタ,25839,4537,25134
2016-09-10,Japan,toyota,2516,604,2715
2016-09-10,Japan / Ibaraki (Prefecture),トヨタ,673,123,631
2016-09-10,Japan / Ibaraki (Prefecture),toyota,60,20,63
2016-09-10,Japan / Tochigi (Prefecture),トヨタ,396,70,379
2016-09-10,Japan / Tochigi (Prefecture),toyota,36,4,41
2016-09-10,Japan / Gunma (Prefecture),トヨタ,357,45,371
2016-09-10,Japan / Gunma (Prefecture),toyota,35,9,44
2016-09-10,Japan / Saitama (Prefecture),トヨタ,1290,248,1154
2016-09-10,Japan / Saitama (Prefecture),toyota,126,32,131
2016-09-10,Japan / Chiba (Prefecture),トヨタ,1145,233,1099
2016-09-10,Japan / Chiba (Prefecture),toyota,93,23,171
2016-09-10,Japan / Tokyo (Prefecture),トヨタ,3300,604,3439
2016-09-10,Japan / Tokyo (Prefecture),toyota,368,66,443
2016-09-10,Japan / Kanagawa (Prefecture),トヨタ,1986,340,1715
2016-09-10,Japan / Kanagawa (Prefecture),toyota,228,49,206
2016-09-11,Japan,トヨタ,24910,4325,23470
2016-09-11,Japan,toyota,3449,780,3318
2016-09-11,Japan / Ibaraki (Prefecture),トヨタ,617,120,587
2016-09-11,Japan / Ibaraki (Prefecture),toyota,66,16,54
2016-09-11,Japan / Tochigi (Prefecture),トヨタ,359,51,362
2016-09-11,Japan / Tochigi (Prefecture),toyota,51,19,46
2016-09-11,Japan / Gunma (Prefecture),トヨタ,424,70,376
2016-09-11,Japan / Gunma (Prefecture),toyota,51,6,40
2016-09-11,Japan / Saitama (Prefecture),トヨタ,1177,192,1096
2016-09-11,Japan / Saitama (Prefecture),toyota,123,23,114
2016-09-11,Japan / Chiba (Prefecture),トヨタ,1093,217,981
2016-09-11,Japan / Chiba (Prefecture),toyota,163,30,148
2016-09-11,Japan / Tokyo (Prefecture),トヨタ,3688,634,3650
2016-09-11,Japan / Tokyo (Prefecture),toyota,629,138,703
2016-09-11,Japan / Kanagawa (Prefecture),トヨタ,1630,298,1509
2016-09-11,Japan / Kanagawa (Prefecture),toyota,268,77,281
2016-09-12,Japan,トヨタ,25688,4511,22964
2016-09-12,Japan,toyota,3710,868,3556
2016-09-12,Japan / Ibaraki (Prefecture),トヨタ,628,92,548
2016-09-12,Japan / Ibaraki (Prefecture),toyota,76,16,62
2016-09-12,Japan / Tochigi (Prefecture),トヨタ,355,83,350
2016-09-12,Japan / Tochigi (Prefecture),toyota,72,22,58
2016-09-12,Japan / Gunma (Prefecture),トヨタ,383,61,328
2016-09-12,Japan / Gunma (Prefecture),toyota,67,10,42
2016-09-12,Japan / Saitama (Prefecture),トヨタ,1167,198,1017
2016-09-12,Japan / Saitama (Prefecture),toyota,133,30,150
2016-09-12,Japan / Chiba (Prefecture),トヨタ,952,186,824
2016-09-12,Japan / Chiba (Prefecture),toyota,137,39,139
2016-09-12,Japan / Tokyo (Prefecture),トヨタ,3940,706,3756
2016-09-12,Japan / Tokyo (Prefecture),toyota,707,143,767
2016-09-12,Japan / Kanagawa (Prefecture),トヨタ,1537,285,1429
2016-09-12,Japan / Kanagawa (Prefecture),toyota,251,48,247
2016-09-13,Japan,トヨタ,26453,4534,22516
2016-09-13,Japan,toyota,3562,782,3411
2016-09-13,Japan / Ibaraki (Prefecture),トヨタ,528,87,501
2016-09-13,Japan / Ibaraki (Prefecture),toyota,50,8,51
2016-09-13,Japan / Tochigi (Prefecture),トヨタ,372,62,325
2016-09-13,Japan / Tochigi (Prefecture),toyota,63,14,57
2016-09-13,Japan / Gunma (Prefecture),トヨタ,385,60,351
2016-09-13,Japan / Gunma (Prefecture),toyota,61,12,59
2016-09-13,Japan / Saitama (Prefecture),トヨタ,1173,198,963
2016-09-13,Japan / Saitama (Prefecture),toyota,156,27,157
2016-09-13,Japan / Chiba (Prefecture),トヨタ,1003,202,829
2016-09-13,Japan / Chiba (Prefecture),toyota,138,32,117
2016-09-13,Japan / Tokyo (Prefecture),トヨタ,3887,700,3682
2016-09-13,Japan / Tokyo (Prefecture),toyota,692,148,767
2016-09-13,Japan / Kanagawa (Prefecture),トヨタ,1621,263,1354
2016-09-13,Japan / Kanagawa (Prefecture),toyota,186,53,205
2016-09-14,Japan,トヨタ,26576,4221,22480
2016-09-14,Japan,toyota,3405,771,3352
2016-09-14,Japan / Ibaraki (Prefecture),トヨタ,600,89,483
2016-09-14,Japan / Ibaraki (Prefecture),toyota,57,16,63
2016-09-14,Japan / Tochigi (Prefecture),トヨタ,373,71,334
2016-09-14,Japan / Tochigi (Prefecture),toyota,57,16,58
2016-09-14,Japan / Gunma (Prefecture),トヨタ,371,56,330
2016-09-14,Japan / Gunma (Prefecture),toyota,35,7,36
2016-09-14,Japan / Saitama (Prefecture),トヨタ,1164,204,953
2016-09-14,Japan / Saitama (Prefecture),toyota,121,27,103
2016-09-14,Japan / Chiba (Prefecture),トヨタ,974,172,779
2016-09-14,Japan / Chiba (Prefecture),toyota,101,22,100
2016-09-14,Japan / Tokyo (Prefecture),トヨタ,4041,666,3622
2016-09-14,Japan / Tokyo (Prefecture),toyota,742,150,800
2016-09-14,Japan / Kanagawa (Prefecture),トヨタ,1588,227,1344
2016-09-14,Japan / Kanagawa (Prefecture),toyota,199,43,209
2016-09-15,Japan,トヨタ,23449,3787,21751
2016-09-15,Japan,toyota,3400,793,3516
2016-09-15,Japan / Ibaraki (Prefecture),トヨタ,522,84,498
2016-09-15,Japan / Ibaraki (Prefecture),toyota,49,10,49
2016-09-15,Japan / Tochigi (Prefecture),トヨタ,382,72,335
2016-09-15,Japan / Tochigi (Prefecture),toyota,77,18,86
2016-09-15,Japan / Gunma (Prefecture),トヨタ,339,59,313
2016-09-15,Japan / Gunma (Prefecture),toyota,90,15,62
2016-09-15,Japan / Saitama (Prefecture),トヨタ,1038,142,914
2016-09-15,Japan / Saitama (Prefecture),toyota,116,35,122
2016-09-15,Japan / Chiba (Prefecture),トヨタ,943,141,843
2016-09-15,Japan / Chiba (Prefecture),toyota,120,21,120
2016-09-15,Japan / Tokyo (Prefecture),トヨタ,3565,617,3500
2016-09-15,Japan / Tokyo (Prefecture),toyota,652,160,763
2016-09-15,Japan / Kanagawa (Prefecture),トヨタ,1581,228,1388
2016-09-15,Japan / Kanagawa (Prefecture),toyota,258,62,262
2016-09-16,Japan,トヨタ,24744,4107,23236
2016-09-16,Japan,toyota,2691,692,2997
2016-09-16,Japan / Ibaraki (Prefecture),トヨタ,573,89,520
2016-09-16,Japan / Ibaraki (Prefecture),toyota,48,18,48
2016-09-16,Japan / Tochigi (Prefecture),トヨタ,363,65,373
2016-09-16,Japan / Tochigi (Prefecture),toyota,40,8,43
2016-09-16,Japan / Gunma (Prefecture),トヨタ,356,59,323
2016-09-16,Japan / Gunma (Prefecture),toyota,31,8,49
2016-09-16,Japan / Saitama (Prefecture),トヨタ,1195,205,1086
2016-09-16,Japan / Saitama (Prefecture),toyota,134,33,171
2016-09-16,Japan / Chiba (Prefecture),トヨタ,956,181,869
2016-09-16,Japan / Chiba (Prefecture),toyota,119,31,123
2016-09-16,Japan / Tokyo (Prefecture),トヨタ,3448,632,3436
2016-09-16,Japan / Tokyo (Prefecture),toyota,465,103,576
2016-09-16,Japan / Kanagawa (Prefecture),トヨタ,1580,272,1380
2016-09-16,Japan / Kanagawa (Prefecture),toyota,145,38,163
2016-09-17,Japan,トヨタ,29515,4794,25920
2016-09-17,Japan,toyota,2740,616,2813
2016-09-17,Japan / Ibaraki (Prefecture),トヨタ,669,122,617
2016-09-17,Japan / Ibaraki (Prefecture),toyota,41,9,51
2016-09-17,Japan / Tochigi (Prefecture),トヨタ,503,80,444
2016-09-17,Japan / Tochigi (Prefecture),toyota,37,14,39
2016-09-17,Japan / Gunma (Prefecture),トヨタ,543,92,448
2016-09-17,Japan / Gunma (Prefecture),toyota,49,14,51
2016-09-17,Japan / Saitama (Prefecture),トヨタ,1429,268,1236
2016-09-17,Japan / Saitama (Prefecture),toyota,115,21,137
2016-09-17,Japan / Chiba (Prefecture),トヨタ,1211,200,1049
2016-09-17,Japan / Chiba (Prefecture),toyota,103,33,115
2016-09-17,Japan / Tokyo (Prefecture),トヨタ,3491,583,3428
2016-09-17,Japan / Tokyo (Prefecture),toyota,393,78,423
2016-09-17,Japan / Kanagawa (Prefecture),トヨタ,2114,338,1738
2016-09-17,Japan / Kanagawa (Prefecture),toyota,199,43,210
2016-09-18,Japan,トヨタ,29978,5029,25909
2016-09-18,Japan,toyota,3083,744,3134
2016-09-18,Japan / Ibaraki (Prefecture),トヨタ,730,121,667
2016-09-18,Japan / Ibaraki (Prefecture),toyota,61,15,62
2016-09-18,Japan / Tochigi (Prefecture),トヨタ,462,75,445
2016-09-18,Japan / Tochigi (Prefecture),toyota,69,17,62
2016-09-18,Japan / Gunma (Prefecture),トヨタ,491,87,441
2016-09-18,Japan / Gunma (Prefecture),toyota,47,16,40
2016-09-18,Japan / Saitama (Prefecture),トヨタ,1478,251,1237
2016-09-18,Japan / Saitama (Prefecture),toyota,145,49,146
2016-09-18,Japan / Chiba (Prefecture),トヨタ,1272,235,1098
2016-09-18,Japan / Chiba (Prefecture),toyota,113,24,143
2016-09-18,Japan / Tokyo (Prefecture),トヨタ,3827,689,3539
2016-09-18,Japan / Tokyo (Prefecture),toyota,467,101,531
2016-09-18,Japan / Kanagawa (Prefecture),トヨタ,2116,336,1725
2016-09-18,Japan / Kanagawa (Prefecture),toyota,229,40,229
2016-09-19,Japan,トヨタ,27154,4343,23475
2016-09-19,Japan,toyota,2943,713,3119
2016-09-19,Japan / Ibaraki (Prefecture),トヨタ,574,82,515
2016-09-19,Japan / Ibaraki (Prefecture),toyota,34,10,50
2016-09-19,Japan / Tochigi (Prefecture),トヨタ,404,76,351
2016-09-19,Japan / Tochigi (Prefecture),toyota,55,8,54
2016-09-19,Japan / Gunma (Prefecture),トヨタ,395,54,367
2016-09-19,Japan / Gunma (Prefecture),toyota,40,8,44
2016-09-19,Japan / Saitama (Prefecture),トヨタ,1289,208,1071
2016-09-19,Japan / Saitama (Prefecture),toyota,135,36,136
2016-09-19,Japan / Chiba (Prefecture),トヨタ,1112,211,983
2016-09-19,Japan / Chiba (Prefecture),toyota,99,23,106
2016-09-19,Japan / Tokyo (Prefecture),トヨタ,3823,687,3467
2016-09-19,Japan / Tokyo (Prefecture),toyota,584,154,648
2016-09-19,Japan / Kanagawa (Prefecture),トヨタ,1601,270,1498
2016-09-19,Japan / Kanagawa (Prefecture),toyota,228,51,258
2016-09-20,Japan,トヨタ,24546,4081,21552
2016-09-20,Japan,toyota,3065,672,3226
2016-09-20,Japan / Ibaraki (Prefecture),トヨタ,529,91,481
2016-09-20,Japan / Ibaraki (Prefecture),toyota,37,9,44
2016-09-20,Japan / Tochigi (Prefecture),トヨタ,311,66,275
2016-09-20,Japan / Tochigi (Prefecture),toyota,56,5,52
2016-09-20,Japan / Gunma (Prefecture),トヨタ,295,54,301
2016-09-20,Japan / Gunma (Prefecture),toyota,34,10,43
2016-09-20,Japan / Saitama (Prefecture),トヨタ,1126,201,956
2016-09-20,Japan / Saitama (Prefecture),toyota,93,16,110
2016-09-20,Japan / Chiba (Prefecture),トヨタ,860,160,798
2016-09-20,Japan / Chiba (Prefecture),toyota,123,27,124
2016-09-20,Japan / Tokyo (Prefecture),トヨタ,3787,668,3587
2016-09-20,Japan / Tokyo (Prefecture),toyota,660,137,730
2016-09-20,Japan / Kanagawa (Prefecture),トヨタ,1430,247,1238
2016-09-20,Japan / Kanagawa (Prefecture),toyota,220,50,229
2016-09-21,Japan,トヨタ,27086,4590,21953
2016-09-21,Japan,toyota,2903,766,2916
2016-09-21,Japan / Ibaraki (Prefecture),トヨタ,585,98,477
2016-09-21,Japan / Ibaraki (Prefecture),toyota,77,17,74
2016-09-21,Japan / Tochigi (Prefecture),トヨタ,498,90,365
2016-09-21,Japan / Tochigi (Prefecture),toyota,39,11,45
2016-09-21,Japan / Gunma (Prefecture),トヨタ,422,57,331
2016-09-21,Japan / Gunma (Prefecture),toyota,36,11,38
2016-09-21,Japan / Saitama (Prefecture),トヨタ,1378,233,1073
2016-09-21,Japan / Saitama (Prefecture),toyota,166,26,128
2016-09-21,Japan / Chiba (Prefecture),トヨタ,1113,200,885
2016-09-21,Japan / Chiba (Prefecture),toyota,111,23,117
2016-09-21,Japan / Tokyo (Prefecture),トヨタ,3615,610,3235
2016-09-21,Japan / Tokyo (Prefecture),toyota,493,125,555
2016-09-21,Japan / Kanagawa (Prefecture),トヨタ,1758,311,1373
2016-09-21,Japan / Kanagawa (Prefecture),toyota,211,46,223
2016-09-22,Japan,トヨタ,24464,4064,22459
2016-09-22,Japan,toyota,2824,704,3139
2016-09-22,Japan / Ibaraki (Prefecture),トヨタ,635,100,551
2016-09-22,Japan / Ibaraki (Prefecture),toyota,47,9,65
2016-09-22,Japan / Tochigi (Prefecture),トヨタ,332,58,324
2016-09-22,Japan / Tochigi (Prefecture),toyota,53,15,53
2016-09-22,Japan / Gunma (Prefecture),トヨタ,321,54,312
2016-09-22,Japan / Gunma (Prefecture),toyota,37,9,44
2016-09-22,Japan / Saitama (Prefecture),トヨタ,1212,201,1059
2016-09-22,Japan / Saitama (Prefecture),toyota,141,31,135
2016-09-22,Japan / Chiba (Prefecture),トヨタ,1089,202,968
2016-09-22,Japan / Chiba (Prefecture),toyota,94,31,108
2016-09-22,Japan / Tokyo (Prefecture),トヨタ,3636,611,3579
2016-09-22,Japan / Tokyo (Prefecture),toyota,516,130,641
2016-09-22,Japan / Kanagawa (Prefecture),トヨタ,1700,297,1473
2016-09-22,Japan / Kanagawa (Prefecture),toyota,200,44,235
2016-09-23,Japan,トヨタ,25506,4292,22893
2016-09-23,Japan,toyota,2449,622,2720
2016-09-23,Japan / Ibaraki (Prefecture),トヨタ,617,91,548
2016-09-23,Japan / Ibaraki (Prefecture),toyota,47,17,51
2016-09-23,Japan / Tochigi (Prefecture),トヨタ,401,63,368
2016-09-23,Japan / Tochigi (Prefecture),toyota,26,9,32
2016-09-23,Japan / Gunma (Prefecture),トヨタ,364,70,332
2016-09-23,Japan / Gunma (Prefecture),toyota,36,5,37
2016-09-23,Japan / Saitama (Prefecture),トヨタ,1238,180,1038
2016-09-23,Japan / Saitama (Prefecture),toyota,131,28,140
2016-09-23,Japan / Chiba (Prefecture),トヨタ,1111,201,998
2016-09-23,Japan / Chiba (Prefecture),toyota,107,28,116
2016-09-23,Japan / Tokyo (Prefecture),トヨタ,3654,657,3507
2016-09-23,Japan / Tokyo (Prefecture),toyota,387,117,477
2016-09-23,Japan / Kanagawa (Prefecture),トヨタ,1722,299,1457
2016-09-23,Japan / Kanagawa (Prefecture),toyota,210,42,221
2016-09-24,Japan,トヨタ,25802,4358,23149
2016-09-24,Japan,toyota,2260,587,2490
2016-09-24,Japan / Ibaraki (Prefecture),トヨタ,635,90,567
2016-09-24,Japan / Ibaraki (Prefecture),toyota,51,19,57
2016-09-24,Japan / Tochigi (Prefecture),トヨタ,385,65,344
2016-09-24,Japan / Tochigi (Prefecture),toyota,26,12,24
2016-09-24,Japan / Gunma (Prefecture),トヨタ,362,60,345
2016-09-24,Japan / Gunma (Prefecture),toyota,24,6,29
2016-09-24,Japan / Saitama (Prefecture),トヨタ,1390,237,1166
2016-09-24,Japan / Saitama (Prefecture),toyota,114,25,115
2016-09-24,Japan / Chiba (Prefecture),トヨタ,1014,184,940
2016-09-24,Japan / Chiba (Prefecture),toyota,125,38,130
2016-09-24,Japan / Tokyo (Prefecture),トヨタ,3307,585,3277
2016-09-24,Japan / Tokyo (Prefecture),toyota,298,71,373
2016-09-24,Japan / Kanagawa (Prefecture),トヨタ,1867,295,1590
2016-09-24,Japan / Kanagawa (Prefecture),toyota,190,49,211
2016-09-25,Japan,トヨタ,24092,4154,21292
2016-09-25,Japan,toyota,2570,652,2846
2016-09-25,Japan / Ibaraki (Prefecture),トヨタ,566,94,476
2016-09-25,Japan / Ibaraki (Prefecture),toyota,46,7,51
2016-09-25,Japan / Tochigi (Prefecture),トヨタ,350,68,324
2016-09-25,Japan / Tochigi (Prefecture),toyota,42,15,45
2016-09-25,Japan / Gunma (Prefecture),トヨタ,388,60,341
2016-09-25,Japan / Gunma (Prefecture),toyota,28,4,36
2016-09-25,Japan / Saitama (Prefecture),トヨタ,1161,204,960
2016-09-25,Japan / Saitama (Prefecture),toyota,114,20,121
2016-09-25,Japan / Chiba (Prefecture),トヨタ,961,162,821
2016-09-25,Japan / Chiba (Prefecture),toyota,87,19,102
2016-09-25,Japan / Tokyo (Prefecture),トヨタ,3729,660,3610
2016-09-25,Japan / Tokyo (Prefecture),toyota,523,125,616
2016-09-25,Japan / Kanagawa (Prefecture),トヨタ,1548,255,1279
2016-09-25,Japan / Kanagawa (Prefecture),toyota,205,55,220
2016-09-26,Japan,トヨタ,25948,4456,19857
2016-09-26,Japan,toyota,3152,841,3010
2016-09-26,Japan / Ibaraki (Prefecture),トヨタ,617,89,463
2016-09-26,Japan / Ibaraki (Prefecture),toyota,53,10,50
2016-09-26,Japan / Tochigi (Prefecture),トヨタ,347,63,291
2016-09-26,Japan / Tochigi (Prefecture),toyota,59,13,52
2016-09-26,Japan / Gunma (Prefecture),トヨタ,409,74,304
2016-09-26,Japan / Gunma (Prefecture),toyota,28,14,26
2016-09-26,Japan / Saitama (Prefecture),トヨタ,1201,216,835
2016-09-26,Japan / Saitama (Prefecture),toyota,111,26,99
2016-09-26,Japan / Chiba (Prefecture),トヨタ,984,174,715
2016-09-26,Japan / Chiba (Prefecture),toyota,140,25,109
2016-09-26,Japan / Tokyo (Prefecture),トヨタ,4087,762,3373
2016-09-26,Japan / Tokyo (Prefecture),toyota,672,178,728
2016-09-26,Japan / Kanagawa (Prefecture),トヨタ,1784,290,1295
2016-09-26,Japan / Kanagawa (Prefecture),toyota,201,45,192
2016-09-27,Japan,トヨタ,25781,4508,19662
2016-09-27,Japan,toyota,3322,808,3096
2016-09-27,Japan / Ibaraki (Prefecture),トヨタ,597,85,434
2016-09-27,Japan / Ibaraki (Prefecture),toyota,67,20,64
2016-09-27,Japan / Tochigi (Prefecture),トヨタ,386,79,269
2016-09-27,Japan / Tochigi (Prefecture),toyota,36,7,40
2016-09-27,Japan / Gunma (Prefecture),トヨタ,418,64,280
2016-09-27,Japan / Gunma (Prefecture),toyota,52,18,45
2016-09-27,Japan / Saitama (Prefecture),トヨタ,1117,217,796
2016-09-27,Japan / Saitama (Prefecture),toyota,146,35,136
