date,week,time,duration,product,person,FC,FT,F1,F2,F3-,F3p,MC,MT,M1,M2,M3-,M3p,family,network,program,Genre
2016/12/17,土,24,30,CX-5,2.2,0.3,1,1.9,2.9,3.1,2.6,0.7,0.5,2,3.5,2.4,1,4.5,NTV,Ｇｏｉｎｇ！Ｓｐｏｒｔｓ＆Ｎｅｗｓ,Sports
2016/12/17,土,24,30,CX-5,1.1,0.7,0.5,0.8,1.1,1.7,1.3,0,0.5,1.8,1.3,1.4,0,2.1,CX,スポーツＬＩＦＥＨＥＲＯ’Ｓ,Sports
2016/12/17,土,23,30,CX-5,3.1,0.3,2.9,3.1,3.5,4.1,3.6,0.7,1,2,4.7,3.6,2,5.9,NTV,Ｇｏｉｎｇ！Ｓｐｏｒｔｓ＆Ｎｅｗｓ,Sports
2016/12/17,土,17,30,CX-5,2,0.7,0.5,2.5,1.4,1.6,4.3,1.1,1,1.2,1.9,2.7,5.5,3.8,TBS,報道特集,News
2016/12/17,土,14,30,CX-5,2.3,1,2.9,1.8,1.6,4.7,2.6,2.6,0.5,1.2,2,2.4,3.9,4.2,NTV,いよいよ今夜！中居正広の５番勝負！,Variety
2016/12/17,土,11,30,CX-5,3,2.3,1.9,3.7,3.9,4.5,2,0.7,0.5,2.6,3.2,3.4,1.6,5.5,TBS,王様のブランチ,Informative
2016/12/17,土,7,30,CX-5,1.9,0.3,1,0.4,1.8,4.3,3.6,1.1,0,0.6,1.6,2.7,4.6,3.9,EX,週刊ニュースリーダー,Variety
2016/12/16,金,24,30,デミオ,1.3,0,0.5,1.2,1.4,2.1,0.3,0,0,1.6,1.8,2.2,0.7,2.6,CX,ユアタイム〜あなたの時間〜,News
2016/12/16,金,24,30,CX-5,2.3,0.7,1.9,2.9,2.1,4.1,3,0.4,1,2,2.4,2.7,2,4.7,NTV,ＮＥＷＳＺＥＲＯ,News
2016/12/16,金,24,15,アテンザ,2.3,0.7,1.9,2.9,2.5,3.6,4,0.4,0.5,1.8,2.4,2.4,2.6,4.9,NTV,ＮＥＷＳＺＥＲＯ,News
2016/12/16,金,24,15,アクセラ,2.4,0.7,1.9,2.9,2.6,3.6,4,0.4,0.5,1.6,2.5,2.5,2.6,5,NTV,ＮＥＷＳＺＥＲＯ,News
2016/12/16,金,24,30,CX-3,1.6,0.7,0,1.6,2.1,2.1,3.6,0,0,0.8,1.2,2.7,2.3,3.3,TBS,ＮＥＷＳ２３,News
2016/12/16,金,21,30,デミオ,2.4,0.3,1.4,3.1,2.8,2.4,3.6,0.7,1.5,2,2.6,3.2,2.3,4.4,EX,報道ステーション,News
2016/12/16,金,17,30,CX-5,2.1,0.3,2.4,2.5,2.5,4,5,1.8,0.5,1.2,1.4,1,2.9,4.4,NTV,ｎｅｗｓｅｖｅｒｙ．,News
2016/12/16,金,16,30,CX-5,1.1,0.7,0.5,0.4,1.1,1.2,3,0,0,0.6,0.4,1,6.2,2.4,TBS,Ｎスタ,Informative
2016/12/16,金,14,30,CX-5,1.1,0.7,0.5,0.6,1.6,2.1,1.3,0,0,0.6,0.5,1.2,2.6,2.3,TBS,ゴゴスマ〜ＧＯＧＯ！Ｓｍｉｌｅ！〜,Informative
2016/12/16,金,11,30,CX-5,1.2,0,0.5,0.6,1.4,1.6,4.6,0,0,0.4,0.5,1.2,4.6,2.6,EX,ワイド！スクランブル第１部,Informative
2016/12/16,金,10,30,CX-5,1.2,0.7,1,0.2,1.1,2.6,2.6,0,0,0.6,0.6,1.2,3.9,2.4,TBS,ひるおび！,Informative
2016/12/15,木,24,30,CX-5,2.7,0.7,0,1.9,3.9,4.7,2.6,2.2,1,1.2,3.3,3.6,2,5.4,NTV,ＮＥＷＳＺＥＲＯ,News
2016/12/15,木,23,30,CX-5,1.5,0,1.9,0.4,2.8,1.6,1.7,0,1.5,1.4,2,0.8,2,2.9,CX,ユアタイム〜あなたの時間〜,News
2016/12/15,木,23,30,CX-5,2,0.7,0.5,1.9,2.1,3.3,3.6,0,0,0.8,1.8,3.7,2.9,4,TBS,ＮＥＷＳ２３,News
2016/12/15,木,22,30,CX-5,4.9,0,0.5,2.9,5.3,7.2,11.3,0.7,0.5,4,3.8,8.5,9.4,9.4,EX,報道ステーション,News
2016/12/14,水,24,15,アテンザ,1.8,0.7,1,1.4,2.8,1.6,0.7,0,1.5,1.6,2.1,2.2,2.9,3.7,CX,ユアタイム〜あなたの時間〜,News
2016/12/14,水,24,15,アクセラ,1.7,0.7,1,1.4,2.8,1.4,0.7,0,1.5,1.6,2.1,2.2,2.9,3.6,CX,ユアタイム〜あなたの時間〜,News
2016/12/14,水,24,30,アクセラ,2.7,1,1,2.5,3.5,4.1,2.6,0.4,1,1.6,3.5,3.7,2.3,5.4,NTV,ＮＥＷＳＺＥＲＯ,News
2016/12/14,水,23,30,アクセラ,2,0.3,0.5,1.9,1.8,3.1,4.3,0.4,0,1.2,1.9,2.9,3.6,4,TBS,ＮＥＷＳ２３,News
2016/12/13,火,24,30,企業,2.2,0.3,1.4,2.3,2.8,3.1,2.3,0.4,0.5,2.6,2.4,2.4,2.9,4.1,TBS,ＮＥＷＳ２３,News
2016/12/13,火,23,30,アクセラ,1.1,0,1,1.2,1.3,2.1,0.7,0,0.5,0.6,1.6,1.5,0.7,2.5,CX,ユアタイム〜あなたの時間〜,News
2016/12/13,火,23,15,アテンザ,3,0.7,2.9,1.8,3.9,5.3,4.6,0.4,1,2,3.5,3.6,2.3,6,NTV,ＮＥＷＳＺＥＲＯ,News
2016/12/13,火,23,15,アクセラ,3,0.7,2.9,1.8,3.9,5.2,4.6,0.4,1,2,3.5,3.6,2.3,5.9,NTV,ＮＥＷＳＺＥＲＯ,News
2016/12/12,月,24,15,アテンザ,1.6,0.3,0.5,1.4,1.8,2.6,1.3,0,0.5,1.4,1.6,3.1,1.6,3.1,CX,ユアタイム〜あなたの時間〜,News
2016/12/12,月,24,15,アクセラ,1.6,0.3,0.5,1.4,1.8,2.6,1.3,0,0.5,1.4,1.6,3.1,1.6,3.1,CX,ユアタイム〜あなたの時間〜,News
2016/12/12,月,23,30,アクセラ,3.9,0.7,3.3,2.7,5.2,7.6,5,0.4,1.5,4,3.4,5.1,2,7.6,NTV,ＮＥＷＳＺＥＲＯ,News
2016/12/12,月,23,30,CX-3,1.5,1,0,0.2,0.8,2.6,4,0,1.5,1,1.2,2.2,3.6,2.9,TBS,ＮＥＷＳ２３,News
2016/12/11,日,23,30,アクセラ,3.1,1.3,2.4,2.9,2.8,3.8,3,1.1,2.5,2.6,4.7,4.2,1,5.7,NTV,Ｇｏｉｎｇ！Ｓｐｏｒｔｓ＆Ｎｅｗｓ,Sports
2016/12/11,日,23,30,アクセラ,2.1,0.3,1,2.6,2.7,2.1,3.3,0,0,1,2.5,3.7,2.6,4.2,TBS,情熱大陸,Documentary
2016/12/11,日,23,30,企業,2.1,0.3,1,2.6,2.6,1.9,3.3,0,0,1.4,2.3,3.7,2.3,4.1,TBS,情熱大陸,Documentary
2016/12/11,日,23,30,CX-3,2.8,0.3,0,2,2.9,5,1.7,1.1,0.5,2.2,3,6.1,2.3,5,CX,スポーツＬＩＦＥＨＥＲＯ’Ｓ,Sports
2016/12/11,日,22,30,デミオ,4.3,1,1.5,2.9,4.1,6.7,4.3,1.1,1,2.8,5.5,7.1,6.3,7.7,CX,Ｍｒ．サンデー,Informative
2016/12/11,日,18,30,CX-3,5.4,1.3,1.5,3.1,3.8,9.3,12.6,2.2,1,1.4,3.5,9.6,13.9,9.4,NTV,真相報道バンキシャ！,Variety
2016/12/11,土,1,30,アクセラ,1.2,0.7,0.5,1.2,0.9,1.4,0.7,0.4,0,1.2,1.2,2.9,1.3,2.3,CX,スポーツＬＩＦＥＨＥＲＯ’Ｓ,Sports
2016/12/10,土,18,30,デミオ,2.1,0.7,1,0.6,1.2,2.2,7,0.7,0,1.8,2.2,2.7,5.9,4.2,TBS,報道特集,News
2016/12/9,金,24,30,アクセラ,1.4,0,1,0.8,1.7,1.7,2,0,0.5,1.8,1.2,2,3.6,3,CX,ユアタイム〜あなたの時間〜,News
2016/12/9,金,24,30,アクセラ,2.6,1.3,1.9,2.8,3.6,3.1,2,1.1,0.5,1.8,4.1,3,0.3,5.3,NTV,ＮＥＷＳＺＥＲＯ,News
2016/12/9,金,23,30,デミオ,1.9,0.7,0.5,2.2,1.9,3.1,3,0.7,2,0.6,2,1.9,2.6,3.7,TBS,ＮＥＷＳ２３,News
2016/12/9,金,22,30,アクセラ,4.9,1.7,1.9,2.6,5.1,8.1,8.6,1.9,2,2.4,5.5,5.9,8.9,8.7,EX,報道ステーション,News
2016/12/8,木,24,30,企業,1.3,0,0,0.8,1,3.3,2.6,0,0.5,1,0.8,1.7,2.6,2.6,CX,ユアタイム〜あなたの時間〜,News
2016/12/8,木,23,30,CX-3,2.4,0,1.5,3.1,3.1,3.6,2,0.4,0,2.2,3.6,3,0,4.8,NTV,ＮＥＷＳＺＥＲＯ,News
2016/12/8,木,23,30,CX-3,1.9,0.3,0.5,1.4,2,2.6,3.3,0,0.5,0.8,1.7,3.7,3.3,3.6,TBS,ＮＥＷＳ２３,News
2016/12/8,木,22,30,CX-3,4.6,1,1,1.4,4.4,8.1,7.6,1.1,0,4,4.5,7.4,7.9,8.6,EX,報道ステーション,News
2016/12/7,水,23,30,CX-3,1.9,0.7,1.5,1.4,2.6,1.9,1.3,0,1.5,2.4,2.3,2.5,2.3,3.5,CX,ユアタイム〜あなたの時間〜,News
2016/12/7,水,23,30,アクセラ,1.3,0.3,1.5,0.6,1.7,1.7,1,0,0,1,1.1,2.9,2,2.6,TBS,ＮＥＷＳ２３,News
2016/12/7,水,23,15,アテンザ,3.4,0,1.5,3.1,5,6.6,4.3,1.1,1,2,3.7,4.2,1.7,6.5,NTV,ＮＥＷＳＺＥＲＯ,News
2016/12/7,水,23,15,アクセラ,3.5,0,1.5,3.1,5,6.6,4.3,1.1,1,2,3.8,4.2,1.7,6.5,NTV,ＮＥＷＳＺＥＲＯ,News
2016/12/6,火,24,30,デミオ,1.2,0.3,0.5,1,1.9,1.4,1.3,0,0,1.2,1.3,1.5,1,2.5,CX,ユアタイム〜あなたの時間〜,News
2016/12/6,火,23,30,企業,3.7,2.3,4.9,2.9,4.4,6.4,3.6,0.7,1.5,1.8,4.7,4.4,2.6,7.1,NTV,ＮＥＷＳＺＥＲＯ,News
2016/12/6,火,23,30,アクセラ,3.3,0.7,1.5,2.8,4.2,4.5,4.3,0,1,3,2.9,4.5,5.6,6,TBS,ＮＥＷＳ２３,News
2016/12/5,月,24,30,アクセラ,1.7,0.3,0,1.8,2.4,2.2,0.3,0.4,1,1.4,2.6,2,1.3,3.3,CX,ユアタイム〜あなたの時間〜,News
2016/12/5,月,23,30,企業,1.1,0,0,0.2,0.9,1.6,3.6,0,0,0.4,1,2.2,2.3,2.2,TBS,ＮＥＷＳ２３,News
2016/12/5,月,23,30,アクセラ,4.5,0,2.9,5.3,5.6,7.9,6,0.7,1.5,3.8,5,4.4,3,8.9,NTV,ＮＥＷＳＺＥＲＯ,News
2016/12/4,日,23,30,デミオ,2,0,0,1.4,2,3.4,2.7,0.7,0.4,1.6,1.5,4.2,3.2,3.8,CX,スポーツＬＩＦＥＨＥＲＯ’Ｓ,Sports
2016/12/4,日,23,30,アクセラ,1.7,0.3,1.7,1.8,1.7,3.1,2.1,0,1.3,1.3,1.8,2.4,1.4,3.4,TBS,情熱大陸,Documentary
2016/12/4,日,23,30,企業,2,0.3,1.7,1.9,1.7,3.8,3,0,1.3,1.3,1.8,3,2.3,4,TBS,情熱大陸,Documentary
2016/12/4,日,22,30,アクセラ,3.6,0.3,1.7,1.8,4.6,5,5.2,1.4,1.3,1.3,5.2,4.8,5.2,6.6,CX,Ｍｒ．サンデー,Informative
2016/12/4,日,18,30,デミオ,4.1,0.3,0.4,3.2,3,6.6,7.3,1.4,1.7,2.4,3.8,6,10.4,7.4,NTV,真相報道バンキシャ！,Variety
2016/12/3,土,24,30,アクセラ,0.8,0.3,0,0.7,0.7,1.7,0.9,0,0,1.3,0.9,1.2,0.3,1.7,CX,スポーツＬＩＦＥＨＥＲＯ’Ｓ,Sports
2016/12/3,土,23,30,アクセラ,2.6,0.6,2.2,2.5,3.2,3.5,2.7,0.7,1.3,1.6,2.8,3.7,2,5,NTV,Ｇｏｉｎｇ！Ｓｐｏｒｔｓ＆Ｎｅｗｓ,Sports
2016/12/3,土,18,30,CX-3,2.3,0.3,0,0.9,1.2,3.8,6.4,1,0.8,1.3,2.4,3.1,6.7,4.7,TBS,報道特集,News
2016/12/3,土,12,30,CX-3,2,0.9,0.4,1.8,1.6,2.3,4,0.3,0.8,1.1,2.3,3,3.8,3.7,CX,ぶらぶらサタデー,Variety
2016/12/3,土,12,30,CX-3,0.3,0,0,0.2,0.3,0.3,0.3,0.3,0,0.2,0.2,0.3,1.4,0.6,TX,厳選いい宿＆虎ノ門市場スペシャル豪華おせち,Travel
2016/12/3,金,2,30,CX-3,0.6,0.3,0,0.7,0.6,0.3,0.6,0,0,0.5,1.1,0.9,0.6,1.2,CX,ＦＵＪＩＹＡＭＡＦＩＧＨＴＣＬＵＢスペシャル,Variety
2016/12/3,金,1,30,CX-3,0.7,0.3,0,0.7,0.8,0.6,0.9,0,0,0.5,1.1,1.3,0.3,1.5,CX,実況される男,Informative
2016/12/2,金,24,30,CX-3,1.2,0.3,0.4,0.9,1.6,1.5,1.5,0,0,0.9,1.7,1.8,0.6,2.3,CX,ユアタイム〜あなたの時間〜,News
2016/12/2,金,24,30,企業,2.1,0.6,2.2,1.6,2.9,2.3,3,0.3,0.8,1.4,2.8,1.8,3.2,4.3,NTV,ＮＥＷＳＺＥＲＯ,News
2016/12/2,金,23,15,アテンザ,2,0.6,1.3,1.1,1.9,3.5,4,0,0.8,0.4,2.1,3.3,2.9,3.9,TBS,ＮＥＷＳ２３,News
2016/12/2,金,23,15,アクセラ,2,0.6,1.3,1.1,1.9,3.5,4,0,0.8,0.4,2.2,3.3,2.9,3.9,TBS,ＮＥＷＳ２３,News
2016/12/2,金,22,15,アテンザ,3.7,1.3,1.7,2.5,4.6,5.5,5.8,1.7,0.4,1.8,3.5,5.8,4.6,7.3,EX,報道ステーション,News
2016/12/2,金,22,15,アクセラ,3.8,1.3,1.7,2.5,4.5,5.5,5.8,1.7,0.4,1.8,3.5,6.1,5.5,7.4,EX,報道ステーション,News
2016/12/2,金,20,30,CX-3,2.4,1.6,0.9,2.8,1.7,2.6,6.1,1,0,1.3,2.1,3.1,5.8,4.7,CX,ユアタイムクイック・あすの天気,News
2016/12/2,金,15,30,CX-3,1,0.3,0.9,1.9,1.3,1.5,1.2,0.3,0.4,0.7,0.4,0.9,0.9,2.2,CX,メディアミックスα・ＨＥＲＯ（再）,Drama
2016/12/2,金,15,30,CX-3,0.3,0,0,0.2,0.3,0.5,1.2,0.3,0,0.4,0,0.4,0.9,0.8,TX,午後のロードショー「トレマーズ２」,Movie
2016/12/2,金,12,30,CX-3,0.4,0,0,0.4,0,0.9,1.2,0,0,0.2,0.2,0.6,1.7,0.9,TX,昼めし旅〜あなたのご飯見せてください！〜,Travel
2016/12/2,金,9,30,CX-3,0.3,0,0.4,0,0.1,0.6,0.9,0,0,0.4,0.2,0.6,0.9,0.7,TX,ドラマブレイク仮面,Drama
2016/12/1,木,23,30,アクセラ,1.6,0.3,0.4,1.4,3.1,2,0.9,0.3,0.4,1.8,2,1.9,0.6,3.1,CX,ユアタイム〜あなたの時間〜,News
2016/12/1,木,23,30,デミオ,1.1,0.3,0,1.1,1,1.1,2.4,0,0,0.5,0.8,2.4,2.3,2.2,TBS,ＮＥＷＳ２３,News
2016/12/1,木,23,30,アクセラ,2.8,0.6,0.9,1.9,2.4,6.1,3.7,1,0.4,1.4,3.3,4.2,2,5.3,NTV,ＮＥＷＳＺＥＲＯ,News
2016/12/1,木,22,30,アクセラ,4.4,1.6,0.9,2.3,4.3,4.7,7.3,2.1,1.7,4.3,4.9,6.4,8.4,8.3,EX,報道ステーション,News
2016/12/1,木,21,30,CX-3,0.4,0,0,0.5,0,0.8,0.6,0,0,0.2,0.2,0.6,1.2,0.7,TX,Ｂｅｅワールド,Informative
2016/12/1,木,15,30,CX-3,1.2,0.6,0.9,1.2,2,1.1,2.1,0.7,0.4,0.9,1,1.3,1.2,2.4,CX,直撃ＬＩＶＥグッディ！,Informative
2016/12/1,木,15,30,CX-3,0.4,0,0,0.2,0.2,0.5,1.8,0,0,0.2,0.2,0.6,1.7,0.8,TX,午後のロードショー「山猫は眠らない４復活の銃弾」,Movie
2016/12/1,木,11,30,CX-3,0.3,0,0,0.2,0.2,0.9,0,0.3,0,0.2,0.1,0.6,0.9,0.6,TX,昼めし旅〜あなたのご飯見せてください！〜,Travel
2016/11/30,水,24,30,デミオ,1.5,0.9,0.4,1.6,1.9,2.1,0,0,0,1.4,2.3,2.1,1.7,2.8,CX,ユアタイム〜あなたの時間〜,News
2016/11/30,水,24,30,CX-3,0.8,0.3,0,0.4,0.8,1.1,1.5,0,0,0.5,0.8,1.5,1.2,1.4,TX,ＳＰＯＲＴＳウォッチャー,Sports
2016/11/30,水,23,30,CX-3,3.1,0.6,1.7,3,3.7,6,3.4,1,0.8,1.3,2.8,4.3,3.5,5.9,NTV,ＮＥＷＳＺＥＲＯ,News
2016/11/30,水,23,30,アクセラ,1.5,0.3,0,0.9,1.4,1.4,2.7,0.7,0.4,1.4,2,2.4,2.9,2.9,TBS,ＮＥＷＳ２３,News
2016/11/30,水,19,30,CX-3,2.4,2.2,0,1.8,3.2,2.7,4.6,3.8,1.3,1.1,1.8,3.4,2.6,4.3,TX,ソレダメ！【仰天ウラ技４５連発スペシャル！】,Music
2016/11/30,水,13,30,CX-3,1.6,0.3,0.9,1.1,2.5,2.6,2.1,0.7,0.4,1.6,0.6,1.3,3.5,3.4,CX,直撃ＬＩＶＥグッディ！,Informative
2016/11/30,水,13,30,CX-3,1.5,0.3,0.4,1.2,2,2.3,3,0.7,0.4,1.4,0.6,1.8,2.9,3.2,CX,バイキング,Informative
2016/11/30,水,11,30,CX-3,0.2,0,0,0,0.1,0.2,0,0,0,0,0.3,0.4,0.6,0.4,TX,Ｍプラス１１,News
2016/11/30,水,7,30,CX-3,0.3,0,0,0.2,0.3,0.3,0.6,0.3,0,0,0.2,0.3,1.4,0.6,TX,歴史の道歩き旅,Variety
2016/11/30,火,2,15,アクセラ,0.6,0.3,0.4,0.5,0.5,0.8,1.5,0,0,0.7,0.8,0.9,0.3,1.3,TBS,アカデミーナイトＧ,Variety
2016/11/30,火,2,15,CX-3,0.7,0.3,0.4,0.5,0.6,0.9,1.8,0,0,0.5,0.9,1.2,0.9,1.4,TBS,拝啓、民泊様。,Drama
2016/11/30,火,2,30,CX-3,0.8,0.6,0.4,0.4,0.7,0.9,0.6,0,0,1.3,0.8,1.5,0.6,1.7,CX,優しい人なら解けるクイズやさしいね傑作選,Variety
2016/11/29,火,24,30,CX-3,1.8,0.3,0.4,1.8,1.2,2,5.2,0,0.4,1.8,1.8,2.7,2.3,3.5,TBS,ＮＥＷＳ２３,News
2016/11/29,火,23,30,CX-3,1.5,0.6,0,1.6,1.2,2.4,1.2,0,0,2.5,1.4,1.8,2.3,3.1,CX,ユアタイム〜あなたの時間〜,News
2016/11/29,火,23,30,デミオ,4.3,2.8,3.9,3.2,5.3,7,4.9,1.4,1.7,2.9,5.3,4.2,3.5,7.7,NTV,ＮＥＷＳＺＥＲＯ,News
2016/11/29,火,19,30,CX-3,2,1.6,1.3,1.8,2.1,2.4,2.7,1.4,1.7,1.3,2.1,2.4,2.6,3.7,CX,志村けんのだいじょうぶだぁみんなで見てねスペシャル,Variety
2016/11/29,火,13,30,CX-3,1.5,0.9,0.4,1.2,3.1,1.2,2.7,1,0.4,0.5,1.3,1.5,2.3,3.2,CX,バイキング,Informative
2016/11/29,火,8,30,CX-3,0.4,0.3,0,0.4,0.3,0.6,1.2,0,0,0,0.2,0.6,0.9,0.7,TX,厳選いい宿（再）,Travel
2016/11/29,月,2,30,CX-3,0.6,0.3,0,0.9,0.2,0.9,0.6,0.3,0.4,0.9,0.4,0.7,0.3,1,CX,傾城の皇妃,Drama
2016/11/28,月,24,30,アクセラ,1.5,0.3,0.4,1.2,2.2,2,0.9,0.3,0.4,2.2,1.8,1.9,1.2,3,CX,ユアタイム〜あなたの時間〜,News
2016/11/28,月,23,30,企業,4.4,1.6,2.6,4.8,5.2,7.6,3.7,1,0,4,4.9,5.1,3.8,7.9,NTV,ＮＥＷＳＺＥＲＯ,News
2016/11/28,月,23,30,デミオ,1.7,0,0.4,0.7,1.3,2,5.5,0,0.4,0.4,2,2.5,4.1,3.4,TBS,ＮＥＷＳ２３,News
2016/11/28,月,20,30,CX-3,2.6,0.3,0,1.1,2.2,5.5,7.9,1.7,0,1.3,0.6,3.3,7.8,4.6,TX,主治医が見つかる診療所,Informative
2016/11/28,月,17,30,CX-3,0.3,0,0,0.4,0.2,0.3,0.6,0,0,0.4,0,0.7,1.2,0.7,TX,ゆうがたサテライト,News
2016/11/28,月,11,30,CX-3,0.2,0,0.4,0.4,0.2,0.2,0.3,0,0,0.2,0.1,0,0,0.4,TX,Ｍプラス１１,News
2016/11/28,月,11,30,CX-3,1.5,0.9,1.3,1.4,2.1,2.6,2.1,0.3,0,1.6,1,1.2,1.4,3,CX,ノンストップ！,Informative
2016/11/28,日,3,15,CX-3,0.7,1,0.4,0.5,0.8,0.9,0.9,0,0,0.4,0.8,1.4,0.3,1.4,CX,中央競馬ダイジェスト,Sports
2016/11/27,日,23,30,デミオ,2.3,1.3,1.8,1.3,1.9,3.1,2.5,0.4,1.7,2.9,3,2.9,1.8,4.7,NTV,Ｇｏｉｎｇ！Ｓｐｏｒｔｓ＆Ｎｅｗｓ,Sports
2016/11/27,日,23,30,CX-3,2.5,1.3,0.4,1.6,2.5,3.6,2.5,0.4,0.9,2,2.1,5.1,3.9,4.6,CX,スポーツＬＩＦＥＨＥＲＯ’Ｓ,Sports
2016/11/27,日,23,30,CX-3,2.3,0.3,1.8,2.2,2.1,4.9,1.9,0,0.4,1.7,2.8,2.9,3,4.6,TBS,情熱大陸,Documentary
2016/11/27,日,23,30,企業,2.3,0.3,1.8,2.2,2.1,4.9,1.6,0,0.4,1.7,2.9,3.2,2.7,4.7,TBS,情熱大陸,Documentary
2016/11/27,日,22,30,デミオ,3.9,1.9,2.2,2.2,2.8,5.2,8.4,0,1.7,2.2,3.2,7,8.9,7.2,CX,Ｍｒ．サンデー,Informative
2016/11/27,日,18,30,CX-3,5.7,2.9,0.4,2.7,4.3,9.9,13.4,1.5,1.3,4.2,3.8,8.4,14,9.9,NTV,真相報道バンキシャ！,Variety
2016/11/26,土,24,30,CX-3,1.8,0.6,0.9,2.4,1.9,2.8,1.3,0,0.4,1.3,2.5,2.9,0.6,3.9,NTV,Ｇｏｉｎｇ！Ｓｐｏｒｔｓ＆Ｎｅｗｓ,Sports
2016/11/26,土,24,30,デミオ,1,0.6,0,1.3,1.4,0.6,1.3,0,0,1.1,1.6,0.9,0.6,2.1,CX,スポーツＬＩＦＥＨＥＲＯ’Ｓ,Sports
2016/11/26,土,20,30,CX-3,4.4,3.2,3.5,3.3,5.7,4.9,7.8,4,1.3,2,4.9,4.1,6,7.5,NTV,誰も知らない明石家さんまロングインタビューで解禁！,Variety
2016/11/26,土,17,30,アクセラ,1.7,1,0,1.1,1.1,2.5,4.7,0.7,0,0.9,1.5,1.8,4.5,3.1,TBS,報道特集,News
2016/11/26,土,15,30,CX-3,1.9,1.6,1.3,1.6,3.2,2.5,1.6,0.7,0,1.1,1.4,2.6,2.1,3.3,CX,ガイド,Informative
2016/11/26,土,5,15,デミオ,0.5,0,0,0.2,0.6,0.5,0.6,0,0,0.4,1,0.5,0.6,1.1,TBS,皇室アルバム,News
2016/11/26,金,1,30,CX-3,0.7,0.3,0,0.7,0.6,0.9,1.6,0.4,0.4,0.4,0.6,1.4,0.9,1.3,CX,ＦＵＪＩＹＡＭＡＦＩＧＨＴＣＬＵＢ,Variety
2016/11/26,金,1,30,CX-3,2.3,1.3,2.6,2,3,2.5,2.8,1.1,0.9,1.7,3.1,2.3,1.2,4.2,NTV,ＮＥＷＳＺＥＲＯ,News
2016/11/25,金,24,30,デミオ,2.2,1.3,3.1,1.4,2.8,2.8,2.2,1.1,0.9,1.8,2.8,2.5,1.2,4.1,NTV,ＮＥＷＳＺＥＲＯ,News
2016/11/25,金,24,30,アクセラ,1.4,0.3,0.9,1.4,1.9,1.9,2.2,0.7,0.4,0.7,1.7,1.7,0.9,2.7,CX,ユアタイム〜あなたの時間〜,News
2016/11/25,金,24,30,企業,2.1,0,0,1.4,1.9,3.1,3.4,0.4,0,1.8,2.2,4.3,2.4,4.2,TBS,ＮＥＷＳ２３,News
2016/11/25,金,21,30,デミオ,2.3,1,0.4,2.5,3.3,3,2.2,0.7,0.9,1.1,3.2,2.9,2.1,4.6,EX,報道ステーション,News
2016/11/25,金,19,30,CX-3,2.8,1.9,2.6,1.8,3.2,4.5,4.1,1.5,1.7,0.6,2.5,2.6,6,4.5,CX,ものまね王座決定戦鉄板ネタガチンコバトルスペシャル,Variety
2016/11/25,金,16,30,CX-3,2.3,1,0.4,1.4,4.4,4.4,5.3,1.1,0,0.9,1.3,1.1,3.9,5,NTV,ｎｅｗｓｅｖｅｒｙ．,News
2016/11/25,木,3,15,アテンザ,0.4,0,0.4,0,0.4,0.3,0.9,0.4,0,0.2,0.9,0.5,0.9,0.9,TBS,イベントＧＯ！,Informative
2016/11/25,木,2,30,CX-3,0.7,0.6,0,1.3,1.1,0.6,0.3,0,0,0.7,0.3,1.2,0,1.4,CX,＃ハイ＿ポール,Variety
2016/11/24,木,24,30,CX-3,1,0.6,0,1.3,1.5,1.6,0.6,0,0.4,1.1,0.7,1.5,0.3,2.1,CX,ＭＡＴＳＵぼっち,Variety
2016/11/24,木,24,30,CX-3,1.7,1,0.4,1.3,2.4,2.5,0.9,0,0.4,1.5,1.7,2.5,1.8,3.3,CX,ユアタイム〜あなたの時間〜,News
2016/11/24,木,23,30,アクセラ,3.2,0.6,0.9,2.4,4.5,4.9,3.8,0.4,0.9,3.1,3.3,4.3,3.3,6.7,NTV,ＮＥＷＳＺＥＲＯ,News
2016/11/24,木,23,30,アクセラ,1.3,0,0.4,0.5,1.1,1.7,4.1,0.4,0,0.6,1.1,1.8,3.3,2.5,TBS,ＮＥＷＳ２３,News
2016/11/24,木,22,30,アクセラ,4.7,0.6,1.3,2.2,4.7,6.4,9.4,1.5,1.3,2.6,5.9,6.4,9.5,9.3,EX,報道ステーション,News
2016/11/24,木,18,30,CX-3,2.4,0.6,1.3,2.5,3.3,3.3,4.4,1.1,0.9,1.3,2,2,4.8,4.9,CX,みんなのニュース,News
2016/11/24,木,8,30,CX-3,2.5,1,0.4,2.4,5,3.9,2.2,2.9,0.9,2,1.7,2.1,1.8,5,NTV,スッキリ！！,Informative
2016/11/24,水(祝),2,15,アクセラ,0.4,0,0,0.2,0.4,0.6,0.3,0.4,0,0.6,0.8,0.5,0.9,0.9,TBS,タビフク。,Travel
2016/11/23,水(祝),23,15,アテンザ,1.4,0,0.9,1.3,1.9,2.2,1.6,0,0,0.9,1.6,1.8,1.2,2.6,CX,ユアタイム〜あなたの時間〜,News
2016/11/23,水(祝),23,15,アクセラ,1.4,0,1.3,1.3,2,2.2,1.6,0,0,0.9,1.6,2,1.2,2.7,CX,ユアタイム〜あなたの時間〜,News
2016/11/23,水(祝),23,30,CX-3,1.4,0.3,0,1.1,0.8,1.9,1.9,0.7,0,1.1,1.4,2.9,2.7,2.7,TBS,ＮＥＷＳ２３,News
