date,week,time,duration,product,person,FC,FT,F1,F2,F3-,F3p,MC,MT,M1,M2,M3-,M3p,family,network,program,Genre
2017/3/20,月(祝),23,15,フィット,1.1,0,0,0.2,1.1,2,1.3,0.4,0.5,0.2,1.2,2,2.3,2,TBS,ＮＥＷＳ２３,News
2017/3/20,月(祝),23,15,ヴェゼル ハイブリッド,1.1,0,0,0.4,1.1,2,1.3,0.4,0.5,0.4,1.3,2,2.3,2.1,TBS,ＮＥＷＳ２３,News
2017/3/20,月(祝),23,30,NSX,1.4,0,0,1.2,1.6,1.4,2.3,0.4,0.5,0.8,1.8,1.4,3.9,2.6,TX,ワールドビジネスサテライト,News
2017/3/20,月(祝),23,15,フィット,5.8,1,7.3,6,6.6,8.1,7.1,1.1,2,3.8,6.8,7.3,6.2,10,NTV,ＮＥＷＳＺＥＲＯ,News
2017/3/20,月(祝),23,15,ヴェゼル ハイブリッド,6,1,7.3,6,6.9,8.8,7.1,1.8,2,4.2,7.2,7.3,6.2,10.5,NTV,ＮＥＷＳＺＥＲＯ,News
2017/3/20,月(祝),19,15,フィット,3.3,0.3,1.5,2.3,2.2,5.7,7.1,0.4,1,2,2.4,4.9,9.1,5.5,TX,ＹＯＵは何しに日本へ？,Variety
2017/3/20,月(祝),19,15,ヴェゼル ハイブリッド,3.5,0.3,1.5,2.5,2.4,5.9,7.1,1.1,1,2,2.8,5.1,9.4,5.7,TX,ＹＯＵは何しに日本へ？,Variety
2017/3/20,月(祝),6,30,企業,0.9,0,0,0.4,0.6,1.8,1.6,0,0,0.2,1.5,1.9,0.6,2,TBS,ＷＢＣエキシビションマッチ日本代表×ドジャース,Sports
2017/3/20,月(祝),6,15,耕うん機 シリーズ,0.8,0,0,0.2,0.6,1.6,1.6,0,0,0.2,1.6,1.7,0.3,1.9,TBS,ＷＢＣエキシビションマッチ日本代表×ドジャース,Sports
2017/3/20,月(祝),6,15,耕うん機 シリーズ,0.1,0,0,0,0.1,0.4,0,0,0,0.2,0.4,0.2,0,0.3,TX,皇室の窓皇室ゆかりの京都・通りを歩く,News
2017/3/20,月(祝),5,15,耕うん機 シリーズ,0.6,0,0,0.2,0.6,1.4,1,0,0,0,1.2,1,0.3,1.5,TBS,ＷＢＣエキシビションマッチ日本代表×ドジャース,Sports
2017/3/20,月(祝),5,15,耕うん機 シリーズ,0.4,0.3,0,0.2,0.4,0.7,0.6,0,0,0.2,0.4,1,1,0.9,EX,グッド！モーニング,Informative
2017/3/19,日,24,30,企業,1.3,0,0,0.4,1.8,2.4,0.6,0,0,0.6,2.4,1.9,1,2.6,TBS,Ｓ☆１,Sports
2017/3/19,日,23,30,ヴェゼル ハイブリッド,0.7,0,0,0.2,0.6,1.3,0.3,0,0,0.4,1.1,1.7,0.6,1.4,TX,ＳＵＰＥＲＧＴ＋,Variety
2017/3/19,日,22,30,フリード,3.5,1,2.4,2.5,4,6.3,4.8,0,1.4,2.8,2.6,4.9,6.5,6,TBS,ワザビトＢＲＩＤＧＥＯＦＤＲＥＡＭＳ,Sports
2017/3/19,日,21,30,企業,2.4,0.7,0,2,2.5,2.9,3.9,0.7,0,1.2,3.2,3.6,3.9,4.1,CX,フルタチさん×Ｍｒ．サンデー合体スペシャル,News
2017/3/19,日,20,30,フリード,10.1,10.4,10.2,8.2,11.5,11.8,7.7,10,9.6,7.9,9.9,12.8,7.5,15,NTV,世界の果てまでイッテＱ！,Variety
2017/3/19,日,20,15,フィット,10.1,10.4,10.2,8.2,11.6,12,7.4,10,9.6,7.9,10,12.5,7.5,14.9,NTV,世界の果てまでイッテＱ！,Variety
2017/3/19,日,20,15,ヴェゼル ハイブリッド,10,10,10.2,8.2,11.5,12,7.4,10,10.1,7.9,9.9,12.5,7.5,14.9,NTV,世界の果てまでイッテＱ！,Variety
2017/3/19,日,9,15,フィット,4.1,1.7,2.9,4.1,6.7,6.7,5.2,1.1,1.9,1.6,4.3,3.8,2.9,7.7,NTV,シューイチ,Informative
2017/3/19,日,9,15,N WGN,4.1,1.7,2.9,4.1,6.7,6.7,4.8,1.1,1.9,1.6,4.3,3.9,2.6,7.7,NTV,シューイチ,Informative
2017/3/19,日,5,15,耕うん機 シリーズ,0.7,0,0,0.4,0.6,1.8,1,0.4,0,0.2,1,0.7,0.3,1.4,TBS,ぜひモノ,Informative
2017/3/18,土,21,15,フィット,3.1,1.3,1,2.2,2.9,3.8,4.5,5,0.5,2.4,3.6,3.6,4.9,5,CX,芸能人が本気で考えた！ドッキリさせちゃうぞＧＰ,Variety
2017/3/18,土,21,15,N WGN,3.1,1.3,1,2.2,2.9,3.6,4.5,5,0.5,2.2,3.8,3.6,4.9,5.1,CX,芸能人が本気で考えた！ドッキリさせちゃうぞＧＰ,Variety
2017/3/18,土,20,15,ヴェゼル ハイブリッド,3.7,3,2.4,1.6,3.9,4.7,3.5,3.2,1.9,3.4,3.5,5.6,4.5,5.7,TBS,炎の体育会ＴＶ快進撃のＷＢＣ侍ジャパン企画ＳＰ,Sports
2017/3/18,土,20,15,フィット,3.7,3,2.4,1.8,3.9,4.7,3.5,3.2,1.9,3.7,3.5,5.6,4.5,5.8,TBS,炎の体育会ＴＶ快進撃のＷＢＣ侍ジャパン企画ＳＰ,Sports
2017/3/18,土,12,15,耕うん機 シリーズ,0.7,0.3,0,0.4,0.6,1.4,1.9,0.7,0,0,0.6,0.5,2.3,1.4,TX,昼めし旅〜あなたのご飯見せてください！〜（再）,Travel
2017/3/18,土,11,30,企業,1.5,0.7,1.9,0,2.6,1.1,1.6,1.1,0.5,0.8,2,1.2,3.6,2.9,CX,ＦＮＮスピーク,News
2017/3/18,土,6,30,企業,1.4,1,0.5,0.6,0.9,2.2,3.5,0.7,0,0.8,1.8,1.4,3.6,2.9,EX,週刊ニュースリーダー,Variety
2017/3/18,土,5,15,耕うん機 シリーズ,0.5,0,0,0.2,0.4,0.9,1.3,0,0.5,0.4,0.5,1,0,1.1,TBS,皇室アルバム,News
2017/3/17,金,24,30,企業,1.6,0,1,2.2,1.8,2.2,1.9,1.1,0.5,1.4,1.3,2.9,1,3.3,NTV,バズリズム,Music
